Location,code,name,commodity,metal,ctype,current_wt,inbound_wt,outbound_wt,opening_wt,avg_cost,opening_value_est,flag
Milton,SKST,SKELATAL ,STEEL,STEEL,FERROUS,0.0,76320.0,36040.0,-40280.0,,,NEGATIVE (reclassified or short)
Milton,STBD,STEEL BANDING (fe),STEEL,STEEL,FERROUS,0.0,244300.0,244300.0,0.0,,,
Milton,STBXCAB,STEEL BX CABLE,STEEL,STEEL,FERROUS,0.0,0.0,0.0,0.0,,,
Milton,STBXW,STEEL BX WIRE (fe),STEEL,STEEL,FERROUS,429.0,0.0,0.0,429.0,0.41,176.79,
Milton,INDCLIPS,STEEL CLIPS,STEEL,STEEL,FERROUS,0.0,0.0,0.0,0.0,,,
Milton,STLCOL,STEEL COIL,STEEL,STEEL,FERROUS,11489.0,0.0,0.0,11489.0,0.06,639.94,
Milton,STMTRBLK,STEEL MOTOR BLOCKS,STEEL,STEEL,FERROUS,10649.0,1780.0,0.0,8869.0,0.14,1220.37,
Milton,TURNSTEEL,STEEL TURNING,STEEL,STEEL,FERROUS,261102.0,1264376.0,1091060.0,87786.0,0.03,2853.04,
Milton,STWR,STEEL WIRE,STEEL,STEEL,FERROUS,440.0,1201360.0,1201360.0,440.0,0.05,21.6,
Milton,UNPREP,UNPREPARED P&S ,STEEL,STEEL,FERROUS,38240.0,3285.0,0.0,34955.0,0.06,2051.86,
Milton,UNHMS,ZZ DO NOT USE - UNPREPARED HMS (uhms),STEEL,STEEL,FERROUS,0.0,11936.0,65100.0,53164.0,,,
Milton,FETURN,ZZ DO NOT USE STEEL TURNINGS,STEEL,STEEL,FERROUS,0.0,596869.0,759340.0,162471.0,,,
Milton,1010ALEXT,1010 BARE EXTRUSION,ALUMINUM,ALUMINUM,NON_FERROUS,169.0,25.0,0.0,144.0,0.65,93.6,
Milton,Al01100,1100 SERIES,ALUMINUM,ALUMINUM,NON_FERROUS,12.0,1634.0,2309.0,687.0,0.08,56.95,
Milton,AL02024,2000 SERIES ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,329.0,0.0,0.0,329.0,0.2,65.8,
Milton,2024ALCST,2024 AL CASTINGS,ALUMINUM,ALUMINUM,NON_FERROUS,1.0,0.0,0.0,1.0,0.2,0.2,
Milton,PTD3003,3003 AL PAINTED,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,AL3003,3003 AL SOLIDS,ALUMINUM,ALUMINUM,NON_FERROUS,783.0,9180.0,9180.0,783.0,0.72,566.74,
Milton,30ALP,3003 ALUMINUM WITH POLY,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,1662.0,1676.0,14.0,,,
Milton,3105ALSOL,3105 AL SOLIDS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,319ALFLASHING,319 AL FLASHINGS ,ALUMINUM,ALUMINUM,NON_FERROUS,2113.0,4458.0,5015.0,2670.0,0.36,953.19,
Milton,319CSTAL,319 CASTINGS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,Al0356,356 ALUMINUM (ARCHIVED),ALUMINUM,ALUMINUM,NON_FERROUS,0.0,1483.0,0.0,-1483.0,,,NEGATIVE (reclassified or short)
Milton,380ALTRN,380 ALUMINUM TURNINGS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,2843.0,667.0,-2176.0,,,NEGATIVE (reclassified or short)
Milton,380NCAL,380 BARE NEW CAST ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,21377.0,23997.0,2620.0,,,
Milton,380NCRUB,380 NEW CAST W/ 5% RUBBER ATTACHMENTS,ALUMINUM,ALUMINUM,NON_FERROUS,1226.0,9856.0,6355.0,-2275.0,0.3,0.0,NEGATIVE (reclassified or short)
Milton,380PTDNC,380 PTD NEW CAST,ALUMINUM,ALUMINUM,NON_FERROUS,30.0,5256.0,11382.0,6156.0,0.3,1844.95,
Milton,AL05052,5052 ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,16511.0,75346.0,63167.0,4332.0,1.57,6815.54,
Milton,AL5052SHPOLY,5052 ALUMINUM SHEET W/POLY,ALUMINUM,ALUMINUM,NON_FERROUS,708.0,3109.0,2996.0,595.0,1.46,868.82,
Milton,6022ALUM,6022 ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,625.0,625.0,,,
Milton,6061ALR,6061 AL RIMS,ALUMINUM,ALUMINUM,NON_FERROUS,957.0,0.0,0.0,957.0,0.5,482.52,
Milton,AL06061,6061 ALUMINUM - SPC,ALUMINUM,ALUMINUM,NON_FERROUS,1359.0,15060.0,19814.0,6113.0,0.73,4462.49,
Milton,ALEXTRU,6061 ALUMINUM EXTRUSIONS,ALUMINUM,ALUMINUM,NON_FERROUS,718.0,2960.0,1358.0,-884.0,0.7,0.0,NEGATIVE (reclassified or short)
Milton,6061PTDSPCAL,6061 PAINTED SPC,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,516.0,1914.0,1398.0,,,
Milton,AL6061TURNS,6061 TURNINGS,ALUMINUM,ALUMINUM,NON_FERROUS,20455.0,92492.0,95980.0,23943.0,0.34,8243.57,
Milton,6063ALS,6063 AL SOLIDS,ALUMINUM,ALUMINUM,NON_FERROUS,442.0,436.0,0.0,6.0,0.8,4.82,
Milton,AL06063,6063 BARE ALUMINUM EXTRUSION,ALUMINUM,ALUMINUM,NON_FERROUS,13303.0,27089.0,35696.0,21910.0,1.17,25687.28,
Milton,AL06310,6063 PAINTED EXTRUSION,ALUMINUM,ALUMINUM,NON_FERROUS,908.0,7733.0,8294.0,1469.0,0.68,1000.39,
Milton,6063PIAL,6063 PIPE,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,6105 turnings,6105 TURNINGS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,AL07000,7000 SERIES ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,AL07075,7075 ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,1346.0,0.0,0.0,1346.0,0.58,781.76,
Milton,ALCURAEND,ACR AL/CU RADIATOR ENDS,ALUMINUM,ALUMINUM,NON_FERROUS,268.0,0.0,0.0,268.0,0.2,53.81,
Milton,AL0ACSR,ACSR WIRE,ALUMINUM,ALUMINUM,NON_FERROUS,1340.0,866.0,0.0,474.0,0.23,111.34,
Milton,5086,AL 5086,ALUMINUM,ALUMINUM,NON_FERROUS,150.0,150.0,1092.0,1092.0,0.85,928.2,
Milton,CASTAL356,AL CAST - 356,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,15433.0,18194.0,2761.0,,,
Milton,ALDUST,AL DUST,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ALTANKS,AL TANKS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ALCURAD,AL/CU RADIATORS - CLEAN,ALUMINUM,ALUMINUM,NON_FERROUS,1464.0,551.0,1724.0,2637.0,1.4,3691.01,
Milton,ALCURFE,AL/CU RADIATORS - FE,ALUMINUM,ALUMINUM,NON_FERROUS,562.0,2.0,0.0,560.0,1.05,589.68,
Milton,ALUARM,ALUM ARMATURE,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ALUMBRECWR,ALUM BARE EC WIRE,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,761.0,1358.0,597.0,,,
Milton,ALUMDROSS,ALUM DROSS,ALUMINUM,ALUMINUM,NON_FERROUS,29465.0,97763.0,99800.0,31502.0,0.19,5900.32,
Milton,ALTRANSF,ALUM TRANSFORMERS,ALUMINUM,ALUMINUM,NON_FERROUS,3848.0,4872.0,0.0,-1024.0,0.09,0.0,NEGATIVE (reclassified or short)
Milton,ALUTURN,ALUMINIUM TURNS,ALUMINUM,ALUMINUM,NON_FERROUS,12955.0,86025.0,93054.0,19984.0,0.25,4996.0,
Milton,ALUBREAK,ALUMINUM BREAK,ALUMINUM,ALUMINUM,NON_FERROUS,14009.0,6746.0,13160.0,20423.0,0.09,1782.93,
Milton,AL00UBC,ALUMINUM CANS,ALUMINUM,ALUMINUM,NON_FERROUS,592.0,171.0,0.0,421.0,0.2,84.2,
Milton,ALDCAST,ALUMINUM DIE-CAST,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ALFOIL,ALUMINUM FOIL,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ALLITHO,ALUMINUM LITHO,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,5569.0,11563.0,5994.0,,,
Milton,ALUMLC,ALUMINUM MLC,ALUMINUM,ALUMINUM,NON_FERROUS,3322.0,20788.0,15632.0,-1834.0,0.71,0.0,NEGATIVE (reclassified or short)
Milton,ALMOLDS,ALUMINUM MOLDS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ALMOTOR,ALUMINUM MOTOR BLOCKS WHOLE,ALUMINUM,ALUMINUM,NON_FERROUS,6353.0,376.0,0.0,5977.0,0.13,772.23,
Milton,ALNCST,ALUMINUM NEW CAST,ALUMINUM,ALUMINUM,NON_FERROUS,184.0,135.0,0.0,49.0,0.3,14.7,
Milton,ALSHEET,ALUMINUM OLD SHEET,ALUMINUM,ALUMINUM,NON_FERROUS,1881.0,1268.0,8066.0,8679.0,0.3,2588.08,
Milton,ALPAINT,ALUMINUM PAINTED SIDING,ALUMINUM,ALUMINUM,NON_FERROUS,2518.0,407.0,4141.0,6252.0,0.4,2491.42,
Milton,AL0RADS,ALUMINUM RADIATORS - CLEAN,ALUMINUM,ALUMINUM,NON_FERROUS,403.0,47.0,1688.0,2044.0,0.2,411.66,
Milton,AL0RDFE,ALUMINUM RADIATORS - FE,ALUMINUM,ALUMINUM,NON_FERROUS,1877.0,46.0,0.0,1831.0,0.15,268.06,
Milton,ALWHEEL,ALUMINUM RIMS,ALUMINUM,ALUMINUM,NON_FERROUS,145.0,16886.0,33158.0,16417.0,0.5,8208.5,
Milton,ALSKMS,ALUMINUM SPILLS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ALTHERMEX,ALUMINUM THERMAL EXT,ALUMINUM,ALUMINUM,NON_FERROUS,1242.0,2204.0,1772.0,810.0,0.33,268.43,
Milton,ALBRZ,ALUMINUM/BRONZE,ALUMINUM,ALUMINUM,NON_FERROUS,381.0,224.0,0.0,157.0,2.31,362.91,
Milton,PMLC,Aluminum Painted MLC,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,249.0,0.0,-249.0,,,NEGATIVE (reclassified or short)
Milton,CASAL,CAST AL,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ALWHLCR,CHROME RIMS,ALUMINUM,ALUMINUM,NON_FERROUS,1159.0,251.0,742.0,1650.0,0.37,618.42,
Milton,CCAL,CLEAN CAST ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,CUALTRNMX,COPPER / AL TURNINGS MIX,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,CATR,Cast Aluminum - Transmissions,ALUMINUM,ALUMINUM,NON_FERROUS,1316.0,236.0,0.0,1080.0,0.3,324.0,
Milton,DALRS,Dirty Aluminum Rims,ALUMINUM,ALUMINUM,NON_FERROUS,819.0,11371.0,8180.0,-2372.0,0.41,0.0,NEGATIVE (reclassified or short)
Milton,BOTTAL,FURNACE BOTTOMS - ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,3824.0,2304.0,0.0,1520.0,0.14,215.54,
Milton,InsECW,INSULATED EC WIRE,ALUMINUM,ALUMINUM,NON_FERROUS,1840.0,1273.0,379.0,946.0,0.35,331.86,
Milton,AL063FE,IRONY EXTRUSIONS,ALUMINUM,ALUMINUM,NON_FERROUS,1691.0,603.0,1161.0,2249.0,0.25,555.95,
Milton,MXDAL,MIXED ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,18.0,7773.0,2913.0,-4842.0,0.4,0.0,NEGATIVE (reclassified or short)
Milton,MXBRAL,MIXED BRASS ALUM SPILLS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,OLYFLA,OILY FLASHINGS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,OLCAAL,OLD CAST AL,ALUMINUM,ALUMINUM,NON_FERROUS,2.0,0.0,0.0,2.0,0.25,0.5,
Milton,OCAL5,OLD CAST AL 5% FE,ALUMINUM,ALUMINUM,NON_FERROUS,2097.0,0.0,0.0,2097.0,0.35,733.95,
Milton,PTD5052,PTD 5052 ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,9.0,785.0,822.0,46.0,1.5,69.0,
Milton,NWCSTAL,ZZ - DO NOT USE NEW CAST ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,AL03003,ZZ DO NOT USE - 3003 ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,9320.0,9298.0,-22.0,,,NEGATIVE (reclassified or short)
Milton,3003PTD,ZZ DO NOT USE - 3003 ALUMINUM PAINTED  ,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,356ALCAST,ZZ DO NOT USE - 356 ALUMINUM CASTINGS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,1572.0,816.0,-756.0,,,NEGATIVE (reclassified or short)
Milton,AL0BECW,ZZ DO NOT USE - AL BARE EC WIRE,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,59.0,572.0,513.0,,,
Milton,ALMFURN,ZZ DO NOT USE - AL FURNACE BOTTOMS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,1520.0,0.0,-1520.0,,,NEGATIVE (reclassified or short)
Milton,ALMDROSS,ZZ DO NOT USE - ALUMINUM DROSS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,15259.0,30380.0,15121.0,,,
Milton,ALMTRNG,ZZ DO NOT USE - ALUMINUM TURNINGS,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,15448.0,34012.0,18564.0,,,
Milton,ALBRKG,ZZ DO NOT USE ALUMINUM BREAKAGE,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,1239.0,10500.0,9261.0,,,
Milton,AL0CAST,ZZ DO NOT USE CAST ALUMINUM,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ALMFLASH,ZZZ DO NOT USE - ALUMINUM FLASHINGS - 319,ALUMINUM,ALUMINUM,NON_FERROUS,0.0,604.0,3484.0,2880.0,,,
Milton,DRTYBRS,DIRTY BRASS,BRASS TIER 1,BRASS,NON_FERROUS,536.0,135.0,0.0,401.0,0.82,328.1,
Milton,DPBr,Dirty Plumbers Brass,BRASS TIER 1,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,EDMW,EDM WIRE ,BRASS TIER 1,BRASS,NON_FERROUS,365.0,10961.0,11290.0,694.0,1.67,1161.06,
Milton,IrYwBr,Irony Yellow Brass,BRASS TIER 1,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRFAUC,LOW GRADE FAUCET BRASS,BRASS TIER 1,BRASS,NON_FERROUS,199.0,35.0,0.0,164.0,0.62,101.58,
Milton,OXEDMWR,OXIDIZED EDM WIRE,BRASS TIER 1,BRASS,NON_FERROUS,290.0,768.0,1454.0,976.0,1.5,1465.76,
Milton,RDBM,RED BALL MILL,BRASS TIER 1,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRREDSD,RED BRASS SOLIDS,BRASS TIER 1,BRASS,NON_FERROUS,37.0,0.0,0.0,37.0,2.73,101.05,
Milton,BR360BO,RED BRASS TURNINGS,BRASS TIER 1,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,SEMREBR,SEMI RED BRASS,BRASS TIER 1,BRASS,NON_FERROUS,0.0,0.0,1203.0,1203.0,,,
Milton,YELBM,YELLOW BALL MILL,BRASS TIER 1,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRSHEL,YELLOW BRASS SHELLS,BRASS TIER 1,BRASS,NON_FERROUS,15.0,0.0,0.0,15.0,1.53,22.95,
Milton,BRYELLO,YELLOW BRASS SOLIDS,BRASS TIER 1,BRASS,NON_FERROUS,1082.0,1477.0,3854.0,3459.0,1.56,5396.39,
Milton,BRINDBT,YELLOW BRASS TURNINGS,BRASS TIER 1,BRASS,NON_FERROUS,0.0,483.0,0.0,-483.0,,,NEGATIVE (reclassified or short)
Milton,BR00230,230 BRASS SOLIDS,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,360BS,360 BRASS SOLIDS,BRASS TIER 2,BRASS,NON_FERROUS,69.0,259.0,138.0,-52.0,3.42,0.0,NEGATIVE (reclassified or short)
Milton,360 brass turnings,360 BRASS TURNINGS,BRASS TIER 2,BRASS,NON_FERROUS,344.0,1589.0,1326.0,81.0,2.45,198.45,
Milton,6040NAVBR,60/40 NAVAL BRASS,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRAUTOR,BRASS AUTO RADIATORS - CLEAN,BRASS TIER 2,BRASS,NON_FERROUS,289.0,13.0,0.0,276.0,1.49,411.1,
Milton,BRAUTOF,BRASS AUTO RADIATORS - FE,BRASS TIER 2,BRASS,NON_FERROUS,38.0,0.0,0.0,38.0,1.0,38.0,
Milton,BRBM,BRASS BALL MILL,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRHVBRK,BRASS BREAKAGE,BRASS TIER 2,BRASS,NON_FERROUS,0.0,5295.0,5441.0,146.0,,,
Milton,BRDROSS,BRASS DROSS,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRINDUST,BRASS DUST,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRFHGGF,BRASS FINES - HGGF,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRFLLGGF,BRASS FINES - LGGF,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRFLASH,BRASS FLASHINGS,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRFC,BRASS FURNACE CUTTINGS,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRSLAG,BRASS SLAG,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRSPL01,BRASS SPILLS,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRASTUR,BRASS TURNINGS,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRNZTRN,BRONZE TURNINGS,BRASS TIER 2,BRASS,NON_FERROUS,162.0,162.0,0.0,0.0,1.5,0.0,
Milton,DRTYBRSTRN,DIRTY BRASS TURNINGS,BRASS TIER 2,BRASS,NON_FERROUS,161.0,0.0,0.0,161.0,1.5,241.5,
Milton,DRKBS,Door Knobs,BRASS TIER 2,BRASS,NON_FERROUS,18.0,7.0,0.0,11.0,0.06,0.66,
Milton,BREDMC,EDM CHOPS,BRASS TIER 2,BRASS,NON_FERROUS,613.0,0.0,1027.0,1640.0,1.58,2591.2,
Milton,ELECBR,ELECTRICAL BRASS,BRASS TIER 2,BRASS,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,MIXBR,MIXED BRASS,BRASS TIER 2,BRASS,NON_FERROUS,227.0,1883.0,1828.0,172.0,1.01,173.08,
Milton,BR0PHOS,PHOS BRONZE SOLIDS,BRASS TIER 2,BRASS,NON_FERROUS,20.0,0.0,0.0,20.0,2.0,40.0,
Milton,CU00001,#1 COPPER,COPPER TIER 1,COPPER,NON_FERROUS,694.0,755.0,4206.0,4145.0,3.17,13145.87,
Milton,CU00002,#2 COPPER,COPPER TIER 1,COPPER,NON_FERROUS,1093.0,2514.0,5993.0,4572.0,2.71,12370.0,
Milton,CU00003,#3 COPPER,COPPER TIER 1,COPPER,NON_FERROUS,567.0,52.0,0.0,515.0,2.66,1367.99,
Milton,CU0003MICA,#3 Cu MICA 98%,COPPER TIER 1,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,CUBB001,BARE BRIGHT COPPER,COPPER TIER 1,COPPER,NON_FERROUS,252.0,2618.0,14340.0,11974.0,3.76,45035.41,
Milton,BRYTRN,BERYLLIUM TURNINGS,COPPER TIER 1,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,BRCU,BRASS/COPPER MIX,COPPER TIER 1,COPPER,NON_FERROUS,215.0,1637.0,1884.0,462.0,1.14,526.63,
Milton,BrCuSds,Beryllium Copper Solids,COPPER TIER 1,COPPER,NON_FERROUS,130.0,3507.0,3458.0,81.0,1.76,142.28,
Milton,CUREFIN,COPPER REFINERY,COPPER TIER 1,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,INCU T,COPPER TURNINGS,COPPER TIER 1,COPPER,NON_FERROUS,265.0,246.0,0.0,19.0,2.92,55.5,
Milton,CUBSBR,CU BUSS BAR,COPPER TIER 1,COPPER,NON_FERROUS,0.0,137.0,0.0,-137.0,,,NEGATIVE (reclassified or short)
Milton,SVPBB,SILVER PLTD BUSS BAR,COPPER TIER 1,COPPER,NON_FERROUS,70.0,0.0,0.0,70.0,2.1,147.0,
Milton,SvPtCu,Silver Plated Copper,COPPER TIER 1,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,TCUBSBR,TIN PLATED BUSBAR,COPPER TIER 1,COPPER,NON_FERROUS,129.0,56.0,0.0,73.0,0.82,59.82,
Milton,TNPDCWR,TIN PLTD COPPER WIRE,COPPER TIER 1,COPPER,NON_FERROUS,186.0,15.0,0.0,171.0,2.0,342.0,
Milton,BERYCU,ZZ - DO NOT USE BERYLLIUM COPPER,COPPER TIER 1,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,CUIN160,#1 ICW 60%,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,CUIN172,#1 ICW 72%,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ICW80,#1 ICW 80%,COPPER TIER 2,COPPER,NON_FERROUS,320.0,11587.0,0.0,-11267.0,2.73,0.0,NEGATIVE (reclassified or short)
Milton,CUIN185,#1 ICW 85%,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,CUIN188,#1 ICW 88%,COPPER TIER 2,COPPER,NON_FERROUS,59.0,447.0,12174.0,11786.0,2.81,33110.41,
Milton,CUIN190,#1 ICW 90%,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,CUIN220,#2 ICW 20% - CHRISTMAS LIGHTS,COPPER TIER 2,COPPER,NON_FERROUS,273.0,124.0,0.0,149.0,0.23,34.27,
Milton,CUIN235,#2 ICW 35%,COPPER TIER 2,COPPER,NON_FERROUS,1495.0,1604.0,2887.0,2778.0,0.41,1140.37,
Milton,CUIN245,#2 ICW 45%,COPPER TIER 2,COPPER,NON_FERROUS,148.0,23.0,0.0,125.0,0.55,68.75,
Milton,ELIN50,#2 ICW 50%,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,CUIN255,#2 ICW 55%,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,CUIN265,#2 ICW 65%,COPPER TIER 2,COPPER,NON_FERROUS,102.0,267.0,2089.0,1924.0,1.45,2788.07,
Milton,CUIN280,#2 ICW 80%,COPPER TIER 2,COPPER,NON_FERROUS,117.0,4.0,0.0,113.0,1.65,186.45,
Milton,ALBXCBL,AL BX CABLE,COPPER TIER 2,COPPER,NON_FERROUS,54.0,50.0,0.0,4.0,1.25,5.0,
Milton,ALBXWI,ALUM BX WIRE,COPPER TIER 2,COPPER,NON_FERROUS,0.0,189.0,0.0,-189.0,,,NEGATIVE (reclassified or short)
Milton,COMWIRECU,COMMUNICATION WIRE,COPPER TIER 2,COPPER,NON_FERROUS,430.0,1325.0,4199.0,3304.0,1.11,3656.21,
Milton,HELXOE,HELIAX OPEN-EYE,COPPER TIER 2,COPPER,NON_FERROUS,5.0,5.0,0.0,0.0,0.55,0.0,
Milton,ICWHARWIR,ICW HARNESS WIRE,COPPER TIER 2,COPPER,NON_FERROUS,269.0,103.0,643.0,809.0,1.16,934.72,
Milton,RMXWIR,ROMEX WIRE,COPPER TIER 2,COPPER,NON_FERROUS,664.0,1357.0,2559.0,1866.0,2.24,4186.56,
Milton,TARBSWR,TAR BASED WIRE,COPPER TIER 2,COPPER,NON_FERROUS,334.0,0.0,0.0,334.0,1.57,524.28,
Milton,TCABLE,Teck Cable,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Milton,ROMWIRE,ZZ DO NOT USE - ROMEX,COPPER TIER 2,COPPER,NON_FERROUS,0.0,2.0,882.0,880.0,,,
Milton,OPNEYHLXCU,ZZ DO NOT USE HELIAX,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,780.0,780.0,,,
Milton,CUALTER,ALTERNATORS,COPPER TIER 3,COPPER,NON_FERROUS,1721.0,10.0,0.0,1711.0,0.13,229.1,
Milton,CUBALST,BALLAST,COPPER TIER 3,COPPER,NON_FERROUS,1893.0,528.0,0.0,1365.0,0.07,90.36,
Milton,COPARM,COPPER ARMATURES,COPPER TIER 3,COPPER,NON_FERROUS,15.0,0.0,0.0,15.0,0.1,1.5,
Milton,CUFUS,COPPER FUSES,COPPER TIER 3,COPPER,NON_FERROUS,11.0,0.0,0.0,11.0,0.15,1.65,
Milton,CU TRANS,COPPER TRANSFORMERS,COPPER TIER 3,COPPER,NON_FERROUS,156.0,0.0,0.0,156.0,0.12,18.42,
Milton,CUALTRAN,COPPER/ALUMINUM TRANSFORMERS,COPPER TIER 3,COPPER,NON_FERROUS,416.0,60.0,0.0,356.0,0.07,24.21,
Milton,CuBkrs,Copper Breakers,COPPER TIER 3,COPPER,NON_FERROUS,10.0,0.0,0.0,10.0,0.07,0.7,
Milton,CuSt,Cu/Steel Mix,COPPER TIER 3,COPPER,NON_FERROUS,56.0,47.0,0.0,9.0,0.5,4.5,
Milton,CUMOTOR,ELECTRIC MOTORS,COPPER TIER 3,COPPER,NON_FERROUS,6140.0,1602.0,0.0,4538.0,0.07,330.82,
Milton,CUMOD,ELECTRIC MOTORS - FE,COPPER TIER 3,COPPER,NON_FERROUS,678.0,203.0,1609.0,2084.0,0.03,62.52,
Milton,CUELMOL,ELECTRIC MOTORS - LARGE,COPPER TIER 3,COPPER,NON_FERROUS,0.0,29.0,0.0,-29.0,,,NEGATIVE (reclassified or short)
Milton,PRELMTR,PREMIUM ELECTRIC MOTORS ,COPPER TIER 3,COPPER,NON_FERROUS,143.0,0.0,0.0,143.0,0.06,8.58,
Milton,CUSEALD,SEALED UNITS,COPPER TIER 3,COPPER,NON_FERROUS,4879.0,1691.0,3118.0,6306.0,0.06,397.28,
