Location,code,name,commodity,metal,ctype,current_wt,inbound_wt,outbound_wt,opening_wt,avg_cost,opening_value_est,flag
Merrillville,CUIN235,#2 ICW 35%,COPPER TIER 2,COPPER,NON_FERROUS,614.0,0.0,0.0,614.0,0.08,47.22,
Merrillville,CUIN245,#2 ICW 45%,COPPER TIER 2,COPPER,NON_FERROUS,904.0,0.0,6012.0,6916.0,1.17,8122.84,
Merrillville,CUIN255,#2 ICW 55%,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,CUIN265,#2 ICW 65%,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,CUIN280,#2 ICW 80%,COPPER TIER 2,COPPER,NON_FERROUS,154.0,0.0,453.0,607.0,2.51,1523.57,
Merrillville,ALBXCBL,AL BX CABLE,COPPER TIER 2,COPPER,NON_FERROUS,459.0,0.0,0.0,459.0,0.77,351.73,
Merrillville,ALBXWI,ALUM BX WIRE,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,COMWIRECU,COMMUNICATION WIRE,COPPER TIER 2,COPPER,NON_FERROUS,3699.0,1034.0,15707.0,18372.0,1.83,33536.25,
Merrillville,HELXOE,HELIAX OPEN-EYE,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,ICWHARWIR,ICW HARNESS WIRE,COPPER TIER 2,COPPER,NON_FERROUS,631.0,0.0,0.0,631.0,1.24,784.52,
Merrillville,RMXWIR,ROMEX WIRE,COPPER TIER 2,COPPER,NON_FERROUS,2022.0,0.0,438.0,2460.0,2.21,5442.5,
Merrillville,TCABLE,Teck Cable,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,ROMWIRE,ZZ DO NOT USE - ROMEX,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,1425.0,1425.0,,,
Merrillville,OPNEYHLXCU,ZZ DO NOT USE HELIAX,COPPER TIER 2,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,CUALTER,ALTERNATORS,COPPER TIER 3,COPPER,NON_FERROUS,107.0,0.0,620.0,727.0,0.2,146.49,
Merrillville,CUBALST,BALLAST,COPPER TIER 3,COPPER,NON_FERROUS,460.0,0.0,2236.0,2696.0,0.15,404.4,
Merrillville,COPARM,COPPER ARMATURES,COPPER TIER 3,COPPER,NON_FERROUS,465.0,0.0,549.0,1014.0,0.97,986.22,
Merrillville,CUFUS,COPPER FUSES,COPPER TIER 3,COPPER,NON_FERROUS,33.0,0.0,0.0,33.0,3.7,122.26,
Merrillville,CU TRANS,COPPER TRANSFORMERS,COPPER TIER 3,COPPER,NON_FERROUS,267.0,0.0,4070.0,4337.0,0.2,867.4,
Merrillville,CUALTRAN,COPPER/ALUMINUM TRANSFORMERS,COPPER TIER 3,COPPER,NON_FERROUS,61.0,0.0,0.0,61.0,0.12,7.32,
Merrillville,CuBkrs,Copper Breakers,COPPER TIER 3,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,CUMOTORDC,DC MOTORS,COPPER TIER 3,COPPER,NON_FERROUS,17.0,0.0,790.0,807.0,0.0,0.0,
Merrillville,CUMOTOR,ELECTRIC MOTORS,COPPER TIER 3,COPPER,NON_FERROUS,1956.0,0.0,28672.0,30628.0,0.15,4594.2,
Merrillville,CUMOD,ELECTRIC MOTORS - FE,COPPER TIER 3,COPPER,NON_FERROUS,3850.0,0.0,0.0,3850.0,0.1,369.98,
Merrillville,CUELMOL,ELECTRIC MOTORS - LARGE,COPPER TIER 3,COPPER,NON_FERROUS,0.0,0.0,5373.0,5373.0,,,
Merrillville,PRELMTR,PREMIUM ELECTRIC MOTORS ,COPPER TIER 3,COPPER,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,CUSEALD,SEALED UNITS,COPPER TIER 3,COPPER,NON_FERROUS,5295.0,0.0,21301.0,26596.0,0.1,2630.34,
Merrillville,CUSTART,STARTERS,COPPER TIER 3,COPPER,NON_FERROUS,74.0,0.0,838.0,912.0,0.25,228.0,
Merrillville,STCSCOTRA,STEEL CASED COPPER TRANSFORMERS,COPPER TIER 3,COPPER,NON_FERROUS,266.0,0.0,3064.0,3330.0,0.18,607.72,
Merrillville,LEAUTOB,AUTO BATTERIES,LEAD,LEAD,NON_FERROUS,15717.0,0.0,37649.0,53366.0,0.1,5299.24,
Merrillville,LESTRIP,CLEAN LEAD,LEAD,LEAD,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,FEPBCNTWTS,FE PB COUNTER WEIGHTS,LEAD,LEAD,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,LERANGE,RANGE LEAD,LEAD,LEAD,NON_FERROUS,113.0,0.0,0.0,113.0,0.47,53.51,
Merrillville,SOFLEA,SOFT LEAD,LEAD,LEAD,NON_FERROUS,1280.0,0.0,589.0,1869.0,0.3,567.43,
Merrillville,LEFECAS,STEEL CASED BATTERIES,LEAD,LEAD,NON_FERROUS,0.0,0.0,5397.0,5397.0,,,
Merrillville,LEWHEEL,WHEEL WEIGHTS,LEAD,LEAD,NON_FERROUS,398.0,0.0,0.0,398.0,0.11,42.27,
Merrillville,304SSL,304 STAINLESS L,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,304SSOS,304 STAINLESS OVERSIZED,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,1358.0,0.0,0.0,1358.0,0.25,339.5,
Merrillville,NISS300,304 STAINLESS SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,25188.0,3709.0,19434.0,40913.0,0.28,11422.91,
Merrillville,NI300BO,304 STAINLESS STEEL TURNINGS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,728.0,0.0,1371.0,2099.0,0.24,503.76,
Merrillville,304STNPLY,304 STAINLESS WITH POLY,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,NISS316,316 STAINLESS STEEL SOLIDS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,43390.0,5185.0,13119.0,51324.0,0.56,28880.01,
Merrillville,409SS,409 STAINLESS,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,6698.0,0.0,9.0,6707.0,0.12,794.11,
Merrillville,NIMIXD,STAINLESS STEEL - FE,STAINLESS STEEL TIER 1,STAINLESS STEEL,NON_FERROUS,13865.0,0.0,0.0,13865.0,0.32,4402.14,
Merrillville,201,201 STAINLESS CLIP,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,NICARBD,CARBIDE,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,33.0,0.0,0.0,33.0,20.0,660.0,
Merrillville,HAST276,HAST C-276 SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,NIINCON,INCONEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,MO2RE2,MO2-RE2,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,884.0,0.0,0.0,884.0,2.12,1877.97,
Merrillville,TTSS,TITANIUM TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,33.0,0.0,0.0,33.0,0.15,4.95,
Merrillville,TUNGMOTAINS,TUNGSTEN MOLY TA INSERTS,STAINLESS STEEL TIER 2,STAINLESS STEEL,NON_FERROUS,0.0,0.0,0.0,0.0,,,
Merrillville,ZNDICST,ZINC DIE CAST,ZINC,ZINC,NON_FERROUS,984.0,0.0,0.0,984.0,0.51,497.51,
Merrillville,ACPUM,AC PUMPS,OTHER,OTHER,Other,81.0,0.0,405.0,486.0,0.26,127.28,
Merrillville,MA00001,MAGNESIUM,OTHER,OTHER,Other,5.0,0.0,0.0,5.0,0.0,0.0,
Merrillville,CB2,CARDBOARD,ZWASTE,ZWASTE,WA,4017.0,0.0,0.0,4017.0,0.07,279.18,
Merrillville,WASTE,WASTE,ZWASTE,ZWASTE,WA,12660.0,0.0,0.0,12660.0,0.0,0.0,
Milton,CLPBNDS,#1 BUNDLES,STEEL,STEEL,FERROUS,0.0,0.0,0.0,0.0,,,
Milton,1018ST,1018 STEEL,STEEL,STEEL,FERROUS,0.0,0.0,0.0,0.0,,,
Milton,4140SOLS,4140 SOLIDS,STEEL,STEEL,FERROUS,3255.0,3004.0,0.0,251.0,0.08,20.18,
Milton,AAAPRT,AA AUTO PARTS,STEEL,STEEL,FERROUS,0.0,0.0,0.0,0.0,,,
Milton,FE0DEAT,AUTO BODY - COMPLETE,STEEL,STEEL,FERROUS,166580.0,92620.0,0.0,73960.0,0.09,6752.55,
Milton,AUCORESTEEL,AUTO BODY - CORE ,STEEL,STEEL,FERROUS,11370.0,0.0,0.0,11370.0,0.11,1217.73,
Milton,FE0AUTO,AUTO BODY - INCOMPLETE,STEEL,STEEL,FERROUS,440.0,0.0,0.0,440.0,0.09,38.28,
Milton,FEAUCST,AUTO CAST,STEEL,STEEL,FERROUS,14215.0,3903.0,37500.0,47812.0,0.13,6449.84,
Milton,Indbush,BUSHELING,STEEL,STEEL,FERROUS,59997.0,1355983.0,1406800.0,110814.0,0.13,14727.18,
Milton,CLSHST,CLEAN SHEET,STEEL,STEEL,FERROUS,30508.0,159151.0,335420.0,206777.0,0.09,18051.63,
Milton,FENST,FENCING,STEEL,STEEL,FERROUS,16440.0,11300.0,0.0,5140.0,0.02,89.95,
Milton,ACUT,FULL A/C UNIT,STEEL,STEEL,FERROUS,1668.0,644.0,0.0,1024.0,0.15,153.6,
Milton,INDHVYM,HEAVY MELT,STEEL,STEEL,FERROUS,85372.0,394984.0,568660.0,259048.0,0.1,25723.47,
Milton,UNPHMS,HEAVY MELT - UNPREPARED,STEEL,STEEL,FERROUS,38558.0,96565.0,107340.0,49333.0,0.07,3527.31,
Milton,las,LAS,STEEL,STEEL,FERROUS,1771.0,18388.0,0.0,-16617.0,0.04,0.0,NEGATIVE (reclassified or short)
Milton,OVSZMAC,OVERSIZED MACHINERY,STEEL,STEEL,FERROUS,59560.0,56320.0,0.0,3240.0,0.03,89.42,
Milton,PTDBUSH,PAINTED BUSH,STEEL,STEEL,FERROUS,22660.0,22660.0,0.0,0.0,0.1,0.0,
Milton,INDP&S,PLATE & STRUCTUAL,STEEL,STEEL,FERROUS,45346.0,100008.0,97320.0,42658.0,0.08,3382.78,
Milton,REBAR,REBAR,STEEL,STEEL,FERROUS,5302.0,0.0,0.0,5302.0,0.06,315.47,
Milton,SHIRST,SHEET IRON,STEEL,STEEL,FERROUS,254339.0,604569.0,1283760.0,933530.0,0.07,69734.69,
