yard,code,name,commodity,metal,wt,cost,jan_price,factor,eoy_price,mkt
Milton,416SSS,416 SS SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,1.0,0.0,0.0
Milton,430SSP,430 STAINLESS STEEL PIPE,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.25,1.0,0.25,0.0
Milton,440SSS,440 STAINLESS SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,993.0,68.1978,0.0687,1.0,0.0687,68.2
Milton,446SS,446 STAINLESS STEEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.0,1.0,0.0,0.0
Milton,AL05052,5052 ALUMINUM,ALUMINUM,ALUMINUM,1230.0,1646.9372,1.2088,0.9496,1.148,1411.98
Milton,AL5052SHPOLY,5052 ALUMINUM SHEET W/POLY,ALUMINUM,ALUMINUM,1180.0,1427.8,1.0818,0.9496,1.0273,1212.21
Milton,6022ALUM,6022 ALUMINUM,ALUMINUM,ALUMINUM,591.0,200.0739,1.4,0.9496,1.3295,785.73
Milton,6040NAVBR,60/40 NAVAL BRASS,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,6061ALR,6061 AL RIMS,ALUMINUM,ALUMINUM,700.0,257.18,0.5136,0.9496,0.4877,341.42
Milton,ALEXTRU,6061 ALUMINUM EXTRUSIONS,ALUMINUM,ALUMINUM,2648.0,1940.821,1.4119,0.9496,1.3408,3550.41
Milton,AL06061,6061 ALUMINUM - SPC,ALUMINUM,ALUMINUM,0.0,0.0,1.114,0.9496,1.0579,0.0
Milton,6061PTDSPCAL,6061 PAINTED SPC,ALUMINUM,ALUMINUM,0.0,0.0,1.2687,0.9496,1.2048,0.0
Milton,AL6061TURNS,6061 TURNINGS,ALUMINUM,ALUMINUM,12629.0,3666.1987,1.0225,0.9496,0.971,12262.93
Milton,6063ALS,6063 AL SOLIDS,ALUMINUM,ALUMINUM,0.0,0.0,0.7977,0.9496,0.7576,0.0
Milton,AL06063,6063 BARE ALUMINUM EXTRUSION,ALUMINUM,ALUMINUM,2655.0,2096.1255,1.6729,0.9496,1.5887,4217.91
Milton,AL06310,6063 PAINTED EXTRUSION,ALUMINUM,ALUMINUM,1146.0,650.7,1.6048,0.9496,1.524,1746.48
Milton,6063PIAL,6063 PIPE,ALUMINUM,ALUMINUM,603.0,301.5,1.0,0.9496,0.9496,572.63
Milton,6105 turnings,6105 TURNINGS,ALUMINUM,ALUMINUM,0.0,0.0,0.0,0.9496,0.0,0.0
Milton,AL07000,7000 SERIES ALUMINUM,ALUMINUM,ALUMINUM,0.0,0.0,0.0,0.9496,0.0,0.0
Milton,AL07075,7075 ALUMINUM,ALUMINUM,ALUMINUM,727.0,436.2,0.5904,0.9496,0.5607,407.62
Milton,AAAPRT,AA AUTO PARTS,STEEL,STEEL,0.0,0.0,0.0,0.9901,0.0,0.0
Milton,ACPUM,AC PUMPS,OTHER,OTHER,449.0,35.7614,0.6424,1.0,0.6424,288.44
Milton,ALCURAEND,ACR AL/CU RADIATOR ENDS,ALUMINUM,ALUMINUM,210.0,24.8041,1.6856,0.9496,1.6007,336.15
Milton,AL0ACSR,ACSR WIRE,ALUMINUM,ALUMINUM,593.0,122.9,0.25,0.9496,0.2374,140.78
Milton,5086,AL 5086,ALUMINUM,ALUMINUM,70.0,7.8568,1.15,0.9496,1.0921,76.45
Milton,ALCURAD,AL/CU RADIATORS - CLEAN,ALUMINUM,ALUMINUM,164.0,193.1972,3.0351,0.9496,2.8823,472.7
Milton,ALCURFE,AL/CU RADIATORS - FE,ALUMINUM,ALUMINUM,178.0,175.0933,1.1636,0.9496,1.105,196.69
Milton,ALDUST,AL DUST,ALUMINUM,ALUMINUM,0.0,0.0,0.0,0.9496,0.0,0.0
Milton,ALTANKS,AL TANKS,ALUMINUM,ALUMINUM,0.0,0.0,0.0,0.9496,0.0,0.0
Milton,CUALTER,ALTERNATORS,COPPER TIER 3,COPPER,283.0,39.5467,1.15,0.9573,1.1009,311.56
Milton,ALUARM,ALUM ARMATURE,ALUMINUM,ALUMINUM,0.0,0.0,0.08,0.9496,0.076,0.0
Milton,ALBXWI,ALUM BX WIRE,COPPER TIER 2,COPPER,101.0,15.9057,0.1713,0.9573,0.164,16.57
Milton,ALBRZ,ALUMINUM/BRONZE,ALUMINUM,ALUMINUM,157.0,365.5,4.0456,0.9496,3.8418,603.17
Milton,AL00UBC,ALUMINUM CANS,ALUMINUM,ALUMINUM,244.0,48.8,0.8428,0.9496,0.8004,195.29
Milton,ALDCAST,ALUMINUM DIE-CAST,ALUMINUM,ALUMINUM,0.0,0.0,0.4,0.9496,0.3799,0.0
Milton,ALFOIL,ALUMINUM FOIL,ALUMINUM,ALUMINUM,1.0,0.06,0.06,0.9496,0.057,0.06
Milton,ALLITHO,ALUMINUM LITHO,ALUMINUM,ALUMINUM,5994.0,1798.2,1.68,0.9496,1.5954,9562.82
Milton,ALUMLC,ALUMINUM MLC,ALUMINUM,ALUMINUM,430.0,260.8614,1.1437,0.9496,1.0862,467.04
Milton,ALMOTOR,ALUMINUM MOTOR BLOCKS WHOLE,ALUMINUM,ALUMINUM,2136.0,277.68,0.13,0.9496,0.1235,263.7
Milton,ALNCST,ALUMINUM NEW CAST,ALUMINUM,ALUMINUM,127.0,38.1,0.3171,0.9496,0.3011,38.25
Milton,ALSHEET,ALUMINUM OLD SHEET,ALUMINUM,ALUMINUM,2060.0,614.7763,0.72,0.9496,0.6837,1408.51
Milton,PMLC,Aluminum Painted MLC,ALUMINUM,ALUMINUM,0.0,0.0,0.5,0.9496,0.4748,0.0
Milton,ALPAINT,ALUMINUM PAINTED SIDING,ALUMINUM,ALUMINUM,600.0,232.4398,1.0832,0.9496,1.0287,617.21
Milton,AL0RADS,ALUMINUM RADIATORS - CLEAN,ALUMINUM,ALUMINUM,1112.0,193.381,0.9617,0.9496,0.9133,1015.55
Milton,AL0RDFE,ALUMINUM RADIATORS - FE,ALUMINUM,ALUMINUM,719.0,96.9958,0.1884,0.9496,0.1789,128.63
Milton,ALWHEEL,ALUMINUM RIMS,ALUMINUM,ALUMINUM,8342.0,4815.7,1.3854,0.9496,1.3156,10974.96
Milton,ALSKMS,ALUMINUM SPILLS,ALUMINUM,ALUMINUM,0.0,0.0,0.0,0.9496,0.0,0.0
Milton,ALTHERMEX,ALUMINUM THERMAL EXT,ALUMINUM,ALUMINUM,3785.0,1295.2209,0.82,0.9496,0.7787,2947.41
Milton,ALTRANSF,ALUM TRANSFORMERS,ALUMINUM,ALUMINUM,10.0,0.9,0.21,0.9496,0.1994,1.99
Milton,LEAUTOB,AUTO BATTERIES,LEAD,LEAD,4444.0,404.7634,0.3,1.0,0.3,1333.2
Milton,FE0DEAT,AUTO BODY - COMPLETE,STEEL,STEEL,39840.0,2921.76,0.0905,0.9901,0.0896,3568.34
Milton,FE0AUTO,AUTO BODY - INCOMPLETE,STEEL,STEEL,53720.0,4076.7343,0.087,0.9901,0.0862,4629.78
Milton,FEAUCST,AUTO CAST,STEEL,STEEL,8580.0,993.3975,0.192,0.9901,0.1901,1630.75
Milton,CUBALST,BALLAST,COPPER TIER 3,COPPER,455.0,27.9377,0.39,0.9573,0.3734,169.88
Milton,CUBB001,BARE BRIGHT COPPER,COPPER TIER 1,COPPER,1323.0,3006.7817,5.3946,0.9573,5.1644,6832.46
Milton,BARRELS,BARRELS,OTHER,OTHER,16332.0,773.9561,0.0474,1.0,0.0474,774.05
Milton,BrCuSds,Beryllium Copper Solids,COPPER TIER 1,COPPER,0.0,0.0,5.2,0.9573,4.9781,0.0
Milton,BRYTRN,BERYLLIUM TURNINGS,COPPER TIER 1,COPPER,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRAUTOR,BRASS AUTO RADIATORS - CLEAN,BRASS TIER 2,BRASS,275.0,408.2005,1.582,0.9573,1.5145,416.49
Milton,BRBM,BRASS BALL MILL,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRHVBRK,BRASS BREAKAGE,BRASS TIER 2,BRASS,0.0,0.0,1.78,0.9573,1.704,0.0
Milton,BRCU,BRASS/COPPER MIX,COPPER TIER 1,COPPER,113.0,106.9657,0.4113,0.9573,0.3937,44.49
Milton,BRDROSS,BRASS DROSS,BRASS TIER 2,BRASS,2120.0,219.7073,0.1036,0.9573,0.0992,210.33
Milton,BRINDUST,BRASS DUST,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRFHGGF,BRASS FINES - HGGF,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRFLLGGF,BRASS FINES - LGGF,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRFLASH,BRASS FLASHINGS,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRFC,BRASS FURNACE CUTTINGS,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRSLAG,BRASS SLAG,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRSPL01,BRASS SPILLS,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRASTUR,BRASS TURNINGS,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRKERTIN,BROKERED TIN,OTHER,OTHER,0.0,0.0,0.0,1.0,0.0,0.0
Milton,BRNZTRN,BRONZE TURNINGS,BRASS TIER 2,BRASS,0.0,0.0,1.5,0.9573,1.436,0.0
Milton,Indbush,BUSHELING,STEEL,STEEL,46220.0,5390.4328,0.1582,0.9901,0.1566,7239.63
Milton,NICARBD,CARBIDE,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,22.5,1.0,22.5,0.0
Milton,CB2,CARDBOARD,ZWASTE,ZWASTE,1501.0,0.0,0.0246,1.0,0.0246,36.85
Milton,CATR,Cast Aluminum - Transmissions,ALUMINUM,ALUMINUM,735.0,220.5,0.3,0.9496,0.2849,209.4
Milton,PRCATAL,CATALYTIC CONVERTOR,OTHER,OTHER,649.0,5481.1445,20.0,1.0,20.0,12980.0
Milton,ALWHLCR,CHROME RIMS,ALUMINUM,ALUMINUM,946.0,423.2202,0.89,0.9496,0.8452,799.54
Milton,CCAL,CLEAN CAST ALUMINUM,ALUMINUM,ALUMINUM,55.0,16.5,0.6749,0.9496,0.6409,35.25
Milton,LESTRIP,CLEAN LEAD,LEAD,LEAD,0.0,0.0,0.25,1.0,0.25,0.0
Milton,CLSHST,CLEAN SHEET,STEEL,STEEL,11934.0,752.4156,0.1349,0.9901,0.1335,1593.75
Milton,CO6FE,CO/6 HIGH FE,OTHER,OTHER,0.0,0.0,0.7,1.0,0.7,0.0
Milton,COMWIRECU,COMMUNICATION WIRE,COPPER TIER 2,COPPER,1831.0,1378.3396,2.2385,0.9573,2.1429,3923.72
Milton,CUALTRNMX,COPPER / AL TURNINGS MIX,ALUMINUM,ALUMINUM,0.0,0.0,0.0,0.9496,0.0,0.0
Milton,CUALTRAN,COPPER/ALUMINUM TRANSFORMERS,COPPER TIER 3,COPPER,1042.0,74.3237,0.06,0.9573,0.0574,59.85
Milton,CUREFIN,COPPER REFINERY,COPPER TIER 1,COPPER,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,CU TRANS,COPPER TRANSFORMERS,COPPER TIER 3,COPPER,99.0,14.85,0.9318,0.9573,0.8921,88.31
Milton,INCU T,COPPER TURNINGS,COPPER TIER 1,COPPER,0.0,0.0,2.9208,0.9573,2.7961,0.0
Milton,CUBSBR,CU BUSS BAR,COPPER TIER 1,COPPER,0.0,0.0,5.6318,0.9573,5.3914,0.0
Milton,CuSt,Cu/Steel Mix,COPPER TIER 3,COPPER,169.0,0.0,0.5,0.9573,0.4787,80.89
Milton,DALRS,Dirty Aluminum Rims,ALUMINUM,ALUMINUM,554.0,221.6,1.2661,0.9496,1.2024,666.1
Milton,DRTYBRS,DIRTY BRASS,BRASS TIER 1,BRASS,335.0,98.3401,0.4551,0.9573,0.4357,145.97
Milton,DPBr,Dirty Plumbers Brass,BRASS TIER 1,BRASS,0.0,0.0,0.9773,0.9573,0.9356,0.0
Milton,DRKBS,Door Knobs,BRASS TIER 2,BRASS,0.0,0.0,0.8,0.9573,0.7659,0.0
Milton,BREDMC,EDM CHOPS,BRASS TIER 2,BRASS,0.0,0.0,3.3,0.9573,3.1592,0.0
Milton,EDMW,EDM WIRE ,BRASS TIER 1,BRASS,759.0,1435.7176,3.14,0.9573,3.006,2281.54
Milton,ELECBR,ELECTRICAL BRASS,BRASS TIER 2,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,CUMOTOR,ELECTRIC MOTORS,COPPER TIER 3,COPPER,200.0,18.2559,0.62,0.9573,0.5935,118.71
Milton,CUMOD,ELECTRIC MOTORS - FE,COPPER TIER 3,COPPER,1362.0,55.6856,0.47,0.9573,0.4499,612.82
Milton,CUELMOL,ELECTRIC MOTORS - LARGE,COPPER TIER 3,COPPER,0.0,0.0,0.51,0.9573,0.4882,0.0
Milton,FENST,FENCING,STEEL,STEEL,5140.0,85.4767,0.0179,0.9901,0.0177,90.88
Milton,ACUT,FULL A/C UNIT,STEEL,STEEL,105.0,15.75,0.15,0.9901,0.1485,15.59
Milton,Graphdst,GRAPHITE DUST,LEAD,LEAD,0.0,0.0,0.0,1.0,0.0,0.0
Milton,H13Solids,H-13 SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,1040.0,43.1192,0.35,1.0,0.35,364.0
Milton,TSH13TRN,H-13 TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.3,1.0,0.3,0.0
Milton,INDHVYM,HEAVY MELT,STEEL,STEEL,127002.0,8314.775,0.1449,0.9901,0.1435,18221.43
Milton,ICWHARWIR,ICW HARNESS WIRE,COPPER TIER 2,COPPER,601.0,567.4292,2.3984,0.9573,2.296,1379.89
Milton,NIINCON,INCONEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,151.0,256.65,1.7998,1.0,1.7998,271.77
Milton,INCTR,INCONEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,110.0,82.5,0.75,1.0,0.75,82.5
Milton,InsECW,INSULATED EC WIRE,ALUMINUM,ALUMINUM,556.0,194.6,1.2,0.9496,1.1396,633.6
Milton,AL063FE,IRONY EXTRUSIONS,ALUMINUM,ALUMINUM,1345.0,376.5858,1.0623,0.9496,1.0088,1356.79
Milton,IrYwBr,Irony Yellow Brass,BRASS TIER 1,BRASS,0.0,0.0,1.0783,0.9573,1.0322,0.0
Milton,las,LAS,STEEL,STEEL,0.0,0.0,0.04,0.9901,0.0396,0.0
Milton,LDPPE,LEAD PIPE,LEAD,LEAD,559.0,55.9,0.1,1.0,0.1,55.9
Milton,LEADSOLD,LEAD SOLIDS,LEAD,LEAD,0.0,0.0,0.35,1.0,0.35,0.0
Milton,BRFAUC,LOW GRADE FAUCET BRASS,BRASS TIER 1,BRASS,455.0,88.5357,0.55,0.9573,0.5266,239.59
Milton,MA00001,MAGNESIUM,OTHER,OTHER,0.0,0.0,0.01,1.0,0.01,0.0
Milton,MAGCST,MAGNESIUM CASTINGS,OTHER,OTHER,0.0,0.0,0.0886,1.0,0.0886,0.0
Milton,MGNSMTRNS,MAGNESIUM TURNINGS,OTHER,OTHER,13870.0,286.1253,0.01,1.0,0.01,138.7
Milton,MXDAL,MIXED ALUMINUM,ALUMINUM,ALUMINUM,1352.0,540.8,1.0858,0.9496,1.0311,1394.05
Milton,MXBRAL,MIXED BRASS ALUM SPILLS,ALUMINUM,ALUMINUM,0.0,0.0,0.0,0.9496,0.0,0.0
Milton,MIXSS,MIXED STAINLESS STEEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,0.3544,1.0,0.3544,0.0
Milton,MNT,MONEL TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,441.0,676.1278,2.1693,1.0,2.1693,956.67
Milton,NI00001,NICKEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,0.0,0.0,1.0,1.0,1.0,0.0
Milton,OLYFLA,OILY FLASHINGS,ALUMINUM,ALUMINUM,0.0,0.0,0.0,0.9496,0.0,0.0
Milton,OLCAAL,OLD CAST AL,ALUMINUM,ALUMINUM,0.0,0.0,0.25,0.9496,0.2374,0.0
Milton,OVSZMAC,OVERSIZED MACHINERY,STEEL,STEEL,19040.0,389.6804,0.0287,0.9901,0.0285,541.93
Milton,OXEDMWR,OXIDIZED EDM WIRE,BRASS TIER 1,BRASS,753.0,1355.7504,3.1116,0.9573,2.9788,2243.05
Milton,PTDBUSH,PAINTED BUSH,STEEL,STEEL,0.0,0.0,0.1027,0.9901,0.1017,0.0
Milton,BR0PHOS,PHOS BRONZE SOLIDS,BRASS TIER 2,BRASS,0.0,0.0,2.0,0.9573,1.9146,0.0
Milton,INDP&S,PLATE & STRUCTUAL,STEEL,STEEL,40298.0,2462.4,0.1509,0.9901,0.1494,6021.66
Milton,ELPLUG,PLUG ENDS,OTHER,OTHER,25.0,1.0,0.04,1.0,0.04,1.0
Milton,PRELMTR,PREMIUM ELECTRIC MOTORS ,COPPER TIER 3,COPPER,0.0,0.0,0.06,0.9573,0.0574,0.0
Milton,LERANGE,RANGE LEAD,LEAD,LEAD,0.0,0.0,0.4735,1.0,0.4735,0.0
Milton,REBAR,REBAR,STEEL,STEEL,5302.0,315.6271,0.0168,0.9901,0.0166,87.96
Milton,RDBM,RED BALL MILL,BRASS TIER 1,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRREDSD,RED BRASS SOLIDS,BRASS TIER 1,BRASS,288.0,763.2,4.2365,0.9573,4.0557,1168.03
Milton,BR360BO,RED BRASS TURNINGS,BRASS TIER 1,BRASS,0.0,0.0,2.8,0.9573,2.6805,0.0
Milton,CUSEALD,SEALED UNITS,COPPER TIER 3,COPPER,2764.0,217.7958,0.417,0.9573,0.3992,1103.38
Milton,SEMREBR,SEMI RED BRASS,BRASS TIER 1,BRASS,0.0,0.0,4.3247,0.9573,4.1402,0.0
Milton,SHIRST,SHEET IRON,STEEL,STEEL,42860.0,2367.7506,0.1234,0.9901,0.1222,5238.31
Milton,SVPBB,SILVER PLTD BUSS BAR,COPPER TIER 1,COPPER,0.0,0.0,2.7035,0.9573,2.5881,0.0
Milton,SKST,SKELATAL ,STEEL,STEEL,0.0,0.0,0.1598,0.9901,0.1582,0.0
Milton,SOFLEA,SOFT LEAD,LEAD,LEAD,236.0,59.0,0.7808,1.0,0.7808,184.28
Milton,NIMIXD,STAINLESS STEEL - FE,STAINLESS STEEL TIER 1,STAINLESS STEEL,2897.0,515.3763,0.4413,1.0,0.4413,1278.44
Milton,CUSTART,STARTERS,COPPER TIER 3,COPPER,285.0,27.7368,0.8687,0.9573,0.8317,237.02
Milton,STBD,STEEL BANDING (fe),STEEL,STEEL,0.0,0.0,0.1295,0.9901,0.1282,0.0
Milton,STBXCAB,STEEL BX CABLE,STEEL,STEEL,0.0,0.0,0.05,0.9901,0.0495,0.0
Milton,STBXW,STEEL BX WIRE (fe),STEEL,STEEL,393.0,171.4106,0.15,0.9901,0.1485,58.37
Milton,LEFECAS,STEEL CASED BATTERIES,LEAD,LEAD,4189.0,212.3946,0.27,1.0,0.27,1131.03
Milton,STCSCOTRA,STEEL CASED COPPER TRANSFORMERS,COPPER TIER 3,COPPER,0.0,0.0,0.35,0.9573,0.3351,0.0
Milton,INDCLIPS,STEEL CLIPS,STEEL,STEEL,0.0,0.0,0.0,0.9901,0.0,0.0
Milton,STLCOL,STEEL COIL,STEEL,STEEL,11489.0,676.0983,0.0573,0.9901,0.0567,651.32
Milton,STMTRBLK,STEEL MOTOR BLOCKS,STEEL,STEEL,7777.0,1114.9429,0.1219,0.9901,0.1207,938.72
Milton,STWR,STEEL WIRE,STEEL,STEEL,0.0,0.0,0.1009,0.9901,0.0999,0.0
Milton,TARBSWR,TAR BASED WIRE,COPPER TIER 2,COPPER,105.0,6.3386,0.2025,0.9573,0.1939,20.36
Milton,TCABLE,Teck Cable,COPPER TIER 2,COPPER,0.0,0.0,0.6272,0.9573,0.6005,0.0
Milton,TCUBSBR,TIN PLATED BUSBAR,COPPER TIER 1,COPPER,5.0,8.85,5.3619,0.9573,5.1331,25.67
Milton,TNPDCWR,TIN PLTD COPPER WIRE,COPPER TIER 1,COPPER,23.0,46.0,5.14,0.9573,4.9206,113.17
Milton,NITITAN,TITANIUM SOLIDS,STAINLESS STEEL TIER 2,STAINLESS STEEL,75.0,45.0,0.6,1.0,0.6,45.0
Milton,TTSS,TITANIUM TURNINGS,STAINLESS STEEL TIER 2,STAINLESS STEEL,625.0,158.2212,0.15,1.0,0.15,93.75
Milton,NITOOLS,TOOL STEEL,STAINLESS STEEL TIER 2,STAINLESS STEEL,100.0,291.17,20.0,1.0,20.0,2000.0
Milton,UNPREP,UNPREPARED P&S ,STEEL,STEEL,28875.0,1353.6146,0.1432,0.9901,0.1418,4093.17
Milton,WASTE,WASTE,ZWASTE,ZWASTE,2192.0,0.0,0.0,1.0,0.0,0.0
Milton,LEWHEEL,WHEEL WEIGHTS,LEAD,LEAD,3416.0,68.65,0.0201,1.0,0.0201,68.68
Milton,YELBM,YELLOW BALL MILL,BRASS TIER 1,BRASS,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,BRSHEL,YELLOW BRASS SHELLS,BRASS TIER 1,BRASS,84.0,143.7755,1.53,0.9573,1.4647,123.03
Milton,BRYELLO,YELLOW BRASS SOLIDS,BRASS TIER 1,BRASS,29.0,52.7078,3.1104,0.9573,2.9776,86.35
Milton,BRINDBT,YELLOW BRASS TURNINGS,BRASS TIER 1,BRASS,0.0,0.0,1.823,0.9573,1.7452,0.0
Milton,ZNOX,ZINC OXIDE,ZINC,ZINC,0.0,0.0,0.0,1.0,0.0,0.0
Milton,ZI00001,ZINC SOLIDS,ZINC,ZINC,509.0,114.825,0.25,1.0,0.25,127.25
Milton,ZNTURN,ZINC TURNINGS,ZINC,ZINC,146.0,21.9,0.15,1.0,0.15,21.9
Milton,AL03003,ZZ DO NOT USE - 3003 ALUMINUM,ALUMINUM,ALUMINUM,741.0,801.6493,1.84,0.9496,1.7473,1294.78
Milton,3003PTD,ZZ DO NOT USE - 3003 ALUMINUM PAINTED  ,ALUMINUM,ALUMINUM,0.0,0.0,0.2,0.9496,0.1899,0.0
Milton,356ALCAST,ZZ DO NOT USE - 356 ALUMINUM CASTINGS,ALUMINUM,ALUMINUM,0.0,0.0,1.12,0.9496,1.0636,0.0
Milton,AL0BECW,ZZ DO NOT USE - AL BARE EC WIRE,ALUMINUM,ALUMINUM,183.0,78.9008,1.936,0.9496,1.8385,336.44
Milton,ALMFURN,ZZ DO NOT USE - AL FURNACE BOTTOMS,ALUMINUM,ALUMINUM,0.0,0.0,0.15,0.9496,0.1424,0.0
Milton,ALBRKG,ZZ DO NOT USE ALUMINUM BREAKAGE,ALUMINUM,ALUMINUM,13584.0,1473.1168,0.3243,0.9496,0.308,4183.29
Milton,ALMDROSS,ZZ DO NOT USE - ALUMINUM DROSS,ALUMINUM,ALUMINUM,28695.0,3977.8528,0.45,0.9496,0.4273,12262.49
Milton,ALMTRNG,ZZ DO NOT USE - ALUMINUM TURNINGS,ALUMINUM,ALUMINUM,35923.0,7328.9505,0.7887,0.9496,0.7489,26904.31
Milton,BERYCU,ZZ - DO NOT USE BERYLLIUM COPPER,COPPER TIER 1,COPPER,0.0,0.0,0.0,0.9573,0.0,0.0
Milton,AL0CAST,ZZ DO NOT USE CAST ALUMINUM,ALUMINUM,ALUMINUM,31.0,9.3,0.3,0.9496,0.2849,8.83
Milton,OPNEYHLXCU,ZZ DO NOT USE HELIAX,COPPER TIER 2,COPPER,0.0,0.0,2.57,0.9573,2.4603,0.0
Milton,LDFNE,ZZ DO NOT USE - LEAD FINES (pb),LEAD,LEAD,22121.0,270.7272,0.05,1.0,0.05,1106.05
Milton,NWCSTAL,ZZ - DO NOT USE NEW CAST ALUMINUM,ALUMINUM,ALUMINUM,0.0,0.0,0.0,0.9496,0.0,0.0
Milton,ROMWIRE,ZZ DO NOT USE - ROMEX,COPPER TIER 2,COPPER,889.0,1555.5369,3.2,0.9573,3.0634,2723.38
Milton,FETURN,ZZ DO NOT USE STEEL TURNINGS,STEEL,STEEL,219824.0,6603.0977,0.1183,0.9901,0.1171,25748.48
Milton,UNHMS,ZZ DO NOT USE - UNPREPARED HMS (uhms),STEEL,STEEL,69367.0,2597.3204,0.1349,0.9901,0.1336,9266.37
Milton,ALMFLASH,ZZZ DO NOT USE - ALUMINUM FLASHINGS - 319,ALUMINUM,ALUMINUM,4662.0,1162.086,0.56,0.9496,0.5318,2479.25
