date,FCX,SCCO,COPX,BHP,RIO,VALE,FXI,MCHI,ASHR,KWEB,DBB,PICK,XME,SLX,CPER,SPY,GLD,USO,VIX,DX_Y_NYB,TNX,CNY,CLP,AUD,PEN
2022-04-29,38.26370620727539,50.078460693359375,36.131412506103516,48.20225143432617,54.78679656982422,11.902993202209473,27.815046310424805,45.38323211669922,27.942161560058594,25.326393127441406,20.356334686279297,38.01670837402344,53.99795150756836,54.73629379272461,26.450000762939453,388.8630065917969,176.91000366210938,77.16000366210938,33.400001525878906,102.95999908447266,2.88700008392334,6.62529993057251,857.510009765625,1.4067000150680542,3.825000047683716
2022-05-02,37.914573669433594,49.75676727294922,35.65314483642578,48.5045051574707,54.65583038330078,11.55062484741211,27.931913375854492,45.62607192993164,27.89556312561035,25.828081130981445,20.073726654052734,37.63211441040039,53.315887451171875,53.97154998779297,25.899999618530273,391.2037353515625,173.6300048828125,78.37999725341797,32.34000015258789,103.73999786376953,2.996000051498413,6.607500076293945,852.010009765625,1.4153499603271484,3.8350000381469727
2022-05-03,37.886260986328125,50.4725227355957,36.04117202758789,48.849937438964844,54.78679656982422,11.726808547973633,28.33646583557129,46.17470169067383,28.24040985107422,25.91766929626465,19.87675666809082,38.06687545776367,54.52630615234375,55.175804138183594,25.940000534057617,392.9969787597656,174.08999633789062,76.69000244140625,29.25,103.47000122070312,2.9600000381469727,6.607500076293945,860.760009765625,1.4182389974594116,3.8324999809265137
2022-05-04,38.9714241027832,52.21766662597656,36.81721878051758,49.850250244140625,55.318328857421875,11.69862174987793,28.462324142456055,46.381561279296875,28.370895385742188,26.087886810302734,20.373462677001953,38.702301025390625,56.130592346191406,56.11634826660156,26.5,404.9648742675781,175.8000030517578,80.22000122070312,25.420000076293945,102.58999633789062,2.9170000553131104,6.607399940490723,855.010009765625,1.4076999425888062,3.8285000324249268
2022-05-05,37.405025482177734,50.3358039855957,34.91319274902344,47.34586715698242,53.130558013916016,11.28282642364502,26.969987869262695,44.04314422607422,27.53207015991211,24.260299682617188,19.84250259399414,36.963253021240234,53.16219711303711,52.82004165649414,25.959999084472656,390.5714111328125,175.1300048828125,80.4800033569336,31.200000762939453,103.75,3.065999984741211,6.607500076293945,853.010009765625,1.3787590265274048,3.8285000324249268
2022-05-06,35.7442626953125,49.38683319091797,34.27250289916992,47.38904571533203,52.437252044677734,11.078452110290527,26.133913040161133,42.73902893066406,27.18722152709961,23.05982780456543,19.371488571166992,36.59537124633789,52.028629302978516,52.0640869140625,25.75,388.2400207519531,175.4199981689453,82.12999725341797,30.190000534057617,103.66000366210938,3.122999906539917,6.654600143432617,861.780029296875,1.4042969942092896,3.7690000534057617
2022-05-09,33.517311096191406,46.950050354003906,32.21506881713867,44.719139099121094,50.04918670654297,10.437142372131348,25.180980682373047,41.17409133911133,26.57208251953125,21.590591430664062,18.797710418701172,34.45499801635742,48.77203369140625,49.901710510253906,25.459999084472656,375.80963134765625,172.8800048828125,76.56999969482422,34.75,103.6500015258789,3.0789999961853027,6.665599822998047,858.489990234375,1.419044017791748,3.7850000858306885
2022-05-10,34.03630065917969,46.41122817993164,31.763877868652344,44.99260711669922,50.14933776855469,10.359621047973633,25.46865463256836,41.77668380737305,27.04741859436035,22.2087459564209,18.677814483642578,34.26270294189453,48.2532844543457,49.43583297729492,25.229999542236328,376.677978515625,171.4199981689453,74.52999877929688,32.9900016784668,103.91999816894531,2.993000030517578,6.729800224304199,868.260009765625,1.4373199939727783,3.809999942779541
2022-05-11,33.88532257080078,45.87240982055664,32.043609619140625,45.17251968383789,50.39583969116211,10.740178108215332,25.477645874023438,41.731712341308594,27.308385848999023,21.966859817504883,19.028932571411133,34.43827819824219,47.89784240722656,49.36551284790039,25.450000762939453,370.6940612792969,172.82000732421875,78.18000030517578,32.560001373291016,103.8499984741211,2.9210000038146973,6.73360013961792,866.3499755859375,1.4417530298233032,3.7899999618530273
2022-05-12,32.40384292602539,43.990543365478516,31.005878448486328,44.6039924621582,49.62550354003906,10.676752090454102,25.477645874023438,41.77668380737305,27.22450065612793,22.28937339782715,18.669248580932617,33.72760772705078,46.86995315551758,48.78535842895508,24.729999542236328,370.3070068359375,170.1699981689453,79.2300033569336,31.770000457763672,104.8499984741211,2.816999912261963,6.720699787139893,861.6300048828125,1.4435219764709473,3.7850000858306885
