min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,2146,0.5041938490214353,0.483690587138863,0.5252665454558135
0.03,0.6477166821994408,1390,0.5223021582733813,0.4949117907499489,0.5510791366906475
0.05,0.47996272134203166,1030,0.5203883495145631,0.48922036935191426,0.554368932038835
0.08,0.3303821062441752,709,0.5105782792665726,0.47249647390691113,0.5520825512425859
