date,lme_al_cw
2014-12-10,52.82
2014-12-11,53.14
2014-12-12,53.04
2014-12-15,52.92
2014-12-16,52.81
2014-12-17,53.19
2014-12-18,53.01
2014-12-19,54.06
2014-12-22,53.95
2014-12-23,54.0
2014-12-24,55.07
2014-12-25,55.07
2014-12-26,55.07
2014-12-29,55.1
2014-12-30,55.03
2014-12-31,56.01
2015-01-02,55.95
2015-01-05,55.95
2015-01-06,55.84
2015-01-07,55.74
2015-01-08,55.64
2015-01-09,55.55
2015-01-12,55.74
2015-01-13,55.66
2015-01-14,55.57
2015-01-15,55.47
2015-01-16,56.97
2015-01-20,57.09
2015-01-21,57.12
2015-01-22,57.06
2015-01-23,57.28
2015-01-26,57.21
2015-01-27,57.31
2015-01-28,58.41
2015-01-29,57.33
2015-01-30,57.23
2015-02-02,57.15
2015-02-03,57.07
2015-02-04,57.01
2015-02-05,56.93
2015-02-06,56.85
2015-02-09,56.8
2015-02-10,56.73
2015-02-11,56.65
2015-02-12,56.6
2015-02-13,56.61
2015-02-16,56.72
2015-02-17,56.68
2015-02-19,56.63
2015-02-23,57.47
2015-02-24,57.29
2015-02-25,58.24
2015-02-27,55.73
2015-03-02,55.66
2015-03-03,55.58
2015-03-04,55.5
2015-03-05,55.41
2015-03-06,55.35
2015-03-09,55.13
2015-03-10,54.93
2015-03-11,54.72
2015-03-12,54.49
2015-03-13,54.34
2015-03-16,53.32
2015-03-17,52.37
2015-03-20,51.55
2015-03-23,51.3
2015-03-24,51.2
2015-03-25,51.32
2015-03-26,52.37
2015-03-27,52.29
2015-03-30,52.22
2015-03-31,52.12
2015-04-01,52.02
2015-04-02,51.85
2015-04-06,51.85
2015-04-07,51.6
2015-04-08,51.47
2015-04-09,51.37
2015-04-10,51.28
2015-04-13,51.18
2015-04-14,51.02
2015-04-15,50.94
2015-04-16,50.77
2015-04-17,50.73
2015-04-20,50.55
2015-04-21,50.15
2015-04-22,48.9
2015-04-23,48.78
2015-04-24,48.67
2015-04-27,47.04
2015-04-28,46.98
2015-04-29,47.46
2015-04-30,47.14
2015-05-01,47.05
2015-05-04,47.05
2015-05-06,45.35
2015-05-07,45.2
2015-05-08,45.5
2015-05-11,46.96
2015-05-12,46.83
2015-05-14,46.54
2015-05-15,46.41
2015-05-18,46.28
2015-05-19,46.18
2015-05-20,46.03
2015-05-21,45.8
2015-05-22,45.69
2015-05-26,45.56
2015-05-27,46.06
2015-05-28,45.89
2015-05-29,45.73
2015-06-01,45.58
2015-06-02,45.46
2015-06-03,45.26
2015-06-04,45.09
2015-06-05,44.91
2015-06-08,44.71
2015-06-09,44.4
2015-06-10,44.3
2015-06-11,44.87
2015-06-12,45.42
2015-06-15,45.38
2015-06-16,45.23
2015-06-17,45.05
2015-06-18,45.01
2015-06-19,44.54
2015-06-22,44.35
2015-06-23,44.84
2015-06-24,44.7
2015-06-26,44.92
2015-07-01,44.42
2015-07-02,44.28
2015-07-03,43.95
2015-07-06,43.82
2015-07-07,43.83
2015-07-08,43.69
2015-07-09,43.52
2015-07-10,43.3
2015-07-13,43.05
2015-07-14,42.9
2015-07-15,42.76
2015-07-16,42.48
2015-07-17,42.35
2015-07-20,42.21
2015-07-21,42.02
2015-07-22,41.87
2015-07-23,41.7
2015-07-24,41.54
2015-07-27,42.09
2015-07-28,41.98
2015-07-29,41.79
2015-07-30,41.65
2015-07-31,41.52
2015-08-03,41.41
2015-08-04,41.25
2015-08-05,41.09
2015-08-06,40.94
2015-08-07,40.8
2015-08-10,40.65
2015-08-11,40.55
2015-08-12,40.4
2015-08-13,40.26
2015-08-14,40.1
2015-08-17,39.92
2015-08-18,39.57
2015-08-19,39.48
2015-08-20,39.31
2015-08-21,39.15
2015-08-24,39.09
2015-08-25,38.91
2015-08-26,38.72
2015-08-27,38.58
2015-08-28,38.58
2015-08-31,38.39
2015-09-01,38.03
2015-09-02,37.88
2015-09-03,37.71
2015-09-04,37.54
2015-09-07,37.54
2015-09-08,37.27
2015-09-09,37.08
2015-09-10,36.88
2015-09-11,36.67
2015-09-14,35.44
2015-09-15,35.23
2015-09-16,35.02
2015-09-17,35.14
2015-09-18,34.97
2015-09-21,34.8
2015-09-22,34.62
2015-09-23,34.45
2015-09-24,34.27
2015-09-25,33.74
2015-09-28,33.6
2015-09-29,33.39
2015-09-30,33.23
2015-10-01,33.06
2015-10-02,32.89
2015-10-05,32.72
2015-10-06,32.54
2015-10-07,32.36
2015-10-08,32.19
2015-10-09,32.08
2015-10-12,31.91
2015-10-13,31.45
2015-10-14,31.27
2015-10-15,31.05
2015-10-16,30.32
2015-10-19,29.79
2015-10-20,29.6
2015-10-21,29.43
2015-10-22,29.27
2015-10-23,29.09
2015-10-26,29.84
2015-10-27,29.63
2015-10-28,30.28
2015-10-29,33.44
2015-10-30,36.24
2015-11-02,36.08
2015-11-03,42.45
2015-11-04,42.32
2015-11-05,45.5
2015-11-06,45.39
2015-11-09,45.27
2015-11-10,45.15
2015-11-11,45.02
2015-11-12,45.27
2015-11-13,45.15
2015-11-16,44.98
2015-11-17,44.83
2015-11-18,44.7
2015-11-19,44.55
2015-11-20,44.4
2015-11-23,44.24
2015-11-24,44.1
2015-11-25,43.98
2015-11-26,43.84
2015-11-27,43.78
2015-11-30,43.7
2015-12-01,43.56
2015-12-02,43.62
2015-12-03,43.54
2015-12-04,43.42
2015-12-07,42.79
2015-12-08,42.17
2015-12-09,42.05
2015-12-10,41.99
2015-12-11,41.62
2015-12-14,41.48
2015-12-15,40.46
2015-12-16,40.23
2015-12-17,39.92
2015-12-18,39.67
2015-12-21,38.86
2015-12-22,38.05
2015-12-23,37.67
2015-12-24,37.67
2015-12-25,37.67
2015-12-28,37.52
2015-12-29,37.4
2015-12-30,37.27
2015-12-31,37.27
2016-01-01,37.14
2016-01-04,37.14
2016-01-05,37.01
2016-01-06,36.89
2016-01-07,36.77
2016-01-08,36.64
2016-01-11,36.51
2016-01-12,36.36
2016-01-13,36.23
2016-01-14,36.11
2016-01-15,36.0
2016-01-18,28.57
2016-01-19,28.47
2016-01-20,33.24
2016-01-21,33.16
2016-01-22,33.03
2016-01-25,32.91
2016-01-26,32.88
2016-01-27,32.09
2016-01-28,31.96
2016-01-29,31.83
2016-02-01,31.7
2016-02-02,31.56
2016-02-03,32.06
2016-02-04,31.94
2016-02-05,29.34
2016-02-08,29.16
2016-02-09,29.04
2016-02-10,28.33
2016-02-11,28.14
2016-02-12,27.88
2016-02-15,27.08
2016-02-16,27.05
2016-02-17,27.12
2016-02-18,27.02
2016-02-19,26.87
2016-02-22,26.54
2016-02-23,26.49
2016-02-24,25.97
2016-02-25,25.74
2016-02-26,22.57
2016-02-29,22.41
2016-03-01,22.52
2016-03-02,22.3
2016-03-03,21.94
2016-03-04,21.66
2016-03-07,20.92
2016-03-08,20.65
2016-03-09,20.27
2016-03-10,19.94
2016-03-11,19.76
2016-03-14,19.56
2016-03-15,19.58
2016-03-16,24.65
2016-03-17,28.13
2016-03-18,31.48
2016-03-21,31.5
2016-03-22,31.3
2016-03-23,31.12
2016-03-24,31.12
2016-03-25,31.12
2016-03-28,32.92
2016-03-29,35.0
2016-03-30,34.84
2016-03-31,35.53
2016-04-01,35.84
2016-04-04,36.14
2016-04-05,36.2
2016-04-06,36.6
2016-04-07,37.88
2016-04-08,38.44
2016-04-11,41.02
2016-04-12,45.16
2016-04-13,46.21
2016-04-14,46.35
2016-04-15,46.37
2016-04-18,46.18
2016-04-19,46.25
2016-04-20,46.2
2016-04-21,46.06
2016-04-22,45.93
2016-04-25,45.82
2016-04-26,45.98
2016-04-27,45.97
2016-04-28,46.0
2016-04-29,46.0
2016-05-02,44.43
2016-05-03,40.8
2016-05-04,41.01
2016-05-05,40.94
2016-05-06,40.83
2016-05-09,41.5
2016-05-10,41.34
2016-05-11,41.13
2016-05-12,41.05
2016-05-13,40.9
2016-05-16,41.2
2016-05-17,41.1
2016-05-18,41.41
2016-05-19,44.19
2016-05-20,44.58
2016-05-23,44.46
2016-05-24,44.35
2016-05-25,44.94
2016-05-26,44.87
2016-05-27,44.87
2016-05-30,44.76
2016-05-31,44.56
2016-06-01,44.46
2016-06-02,44.7
2016-06-03,44.55
2016-06-06,44.4
2016-06-07,44.25
2016-06-08,44.22
2016-06-09,44.1
2016-06-10,43.93
2016-06-13,44.17
2016-06-14,43.85
2016-06-15,43.71
2016-06-16,43.54
2016-06-17,43.28
2016-06-20,43.39
2016-06-21,43.32
2016-06-22,43.17
2016-06-23,43.36
2016-06-24,43.2
2016-06-27,43.0
2016-06-28,42.82
2016-06-29,42.66
2016-06-30,42.5
2016-07-01,42.4
2016-07-04,42.23
2016-07-05,42.09
2016-07-06,42.84
2016-07-07,42.79
2016-07-08,42.62
2016-07-11,42.47
2016-07-12,42.32
2016-07-13,42.16
2016-07-14,41.98
2016-07-15,41.8
2016-07-18,41.62
2016-07-19,41.41
2016-07-20,41.11
2016-07-21,40.54
2016-07-22,40.3
2016-07-25,39.82
2016-07-26,41.0
2016-07-27,41.08
2016-07-28,42.1
2016-07-29,41.86
2016-08-01,42.48
2016-08-02,42.32
2016-08-03,42.15
2016-08-04,42.03
2016-08-05,41.88
2016-08-08,41.81
2016-08-09,43.07
2016-08-10,42.86
2016-08-11,42.66
2016-08-12,42.46
2016-08-15,42.55
2016-08-16,42.07
2016-08-17,41.57
2016-08-18,41.87
2016-08-19,41.71
2016-08-22,41.53
2016-08-23,40.82
2016-08-24,40.68
2016-08-25,41.25
2016-08-26,41.25
2016-08-29,40.97
2016-08-30,40.24
2016-08-31,40.06
2016-09-01,41.23
2016-09-02,41.6
2016-09-05,41.5
2016-09-06,41.32
2016-09-07,41.15
2016-09-08,40.96
2016-09-09,40.79
2016-09-12,40.78
2016-09-13,40.53
2016-09-14,40.37
2016-09-15,40.2
2016-09-16,40.05
2016-09-19,39.74
2016-09-20,39.89
2016-09-21,41.13
2016-09-22,40.89
2016-09-23,41.26
2016-09-26,40.98
2016-09-27,40.62
2016-09-28,40.53
2016-09-29,40.41
2016-09-30,40.45
2016-10-03,40.27
2016-10-04,40.09
2016-10-05,39.87
2016-10-06,40.24
2016-10-07,40.05
2016-10-10,39.89
2016-10-11,40.27
2016-10-12,39.94
2016-10-13,39.77
2016-10-14,39.47
2016-10-17,38.98
2016-10-18,38.4
2016-10-19,37.51
2016-10-20,37.12
2016-10-21,37.23
2016-10-24,36.71
2016-10-25,36.43
2016-10-26,36.22
2016-10-27,35.98
2016-10-28,35.8
2016-10-31,35.73
2016-11-01,36.06
2016-11-02,36.38
2016-11-03,36.15
2016-11-04,36.38
2016-11-07,36.64
2016-11-08,36.58
2016-11-09,36.43
2016-11-10,36.2
2016-11-11,35.91
2016-11-14,34.68
2016-11-15,34.89
2016-11-16,35.52
2016-11-17,36.31
2016-11-18,36.16
2016-11-21,35.91
2016-11-22,36.8
2016-11-23,36.59
2016-11-24,36.38
2016-11-25,35.72
2016-11-28,35.58
2016-11-29,35.41
2016-11-30,35.37
2016-12-01,35.2
2016-12-02,34.96
2016-12-05,34.62
2016-12-06,34.47
2016-12-07,34.29
2016-12-08,34.18
2016-12-09,33.87
2016-12-12,33.19
2016-12-13,32.52
2016-12-14,32.32
2016-12-15,31.61
2016-12-16,31.44
2016-12-19,31.26
2016-12-20,30.38
2016-12-21,30.52
2016-12-22,30.17
2016-12-23,30.17
2016-12-26,30.17
2016-12-27,29.58
2016-12-28,29.45
2016-12-29,30.89
2016-12-30,30.89
2017-01-02,30.78
2017-01-03,30.63
2017-01-04,30.07
2017-01-05,29.9
2017-01-06,29.78
2017-01-09,29.36
2017-01-10,29.07
2017-01-11,28.81
2017-01-12,28.63
2017-01-13,28.38
2017-01-16,27.51
2017-01-17,27.27
2017-01-18,27.32
2017-01-19,28.01
2017-01-20,28.86
2017-01-23,28.83
2017-01-24,28.58
2017-01-25,28.4
2017-01-26,28.18
2017-01-27,27.9
2017-01-30,27.74
2017-01-31,27.53
2017-02-01,27.31
2017-02-02,27.16
2017-02-03,26.94
2017-02-06,26.56
2017-02-07,26.26
2017-02-08,26.08
2017-02-09,26.08
2017-02-10,25.93
2017-02-13,26.56
2017-02-14,27.09
2017-02-15,27.55
2017-02-16,28.58
2017-02-17,28.97
2017-02-20,30.19
2017-02-21,35.75
2017-02-22,37.04
2017-02-23,39.3
2017-02-24,39.09
2017-02-27,39.76
2017-02-28,40.45
2017-03-01,40.25
2017-03-02,39.8
2017-03-03,39.35
2017-03-06,38.67
2017-03-07,38.21
2017-03-08,37.73
2017-03-09,37.43
2017-03-10,37.06
2017-03-13,36.39
2017-03-14,35.98
2017-03-15,36.17
2017-03-16,36.4
2017-03-17,38.98
2017-03-20,41.94
2017-03-21,45.57
2017-03-22,45.0
2017-03-23,45.37
2017-03-24,45.46
2017-03-27,45.65
2017-03-28,45.65
2017-03-29,47.11
2017-03-30,46.95
2017-03-31,46.82
2017-04-03,46.52
2017-04-04,45.89
2017-04-05,45.58
2017-04-06,46.21
2017-04-07,45.72
2017-04-10,44.09
2017-04-11,40.16
2017-04-12,38.07
2017-04-13,37.54
2017-04-14,37.54
2017-04-18,37.03
2017-04-19,35.65
2017-04-20,35.27
2017-04-21,35.25
2017-04-24,34.91
2017-04-25,40.86
2017-04-26,40.72
2017-04-27,40.03
2017-04-28,39.75
2017-05-01,39.75
2017-05-02,39.3
2017-05-03,39.8
2017-05-04,39.62
2017-05-05,39.37
2017-05-08,39.21
2017-05-09,38.57
2017-05-10,38.34
2017-05-11,38.11
2017-05-12,37.76
2017-05-15,37.32
2017-05-16,37.0
2017-05-17,36.81
2017-05-18,36.33
2017-05-19,35.96
2017-05-22,35.48
2017-05-23,35.25
2017-05-24,34.85
2017-05-25,34.57
2017-05-26,33.7
2017-05-29,33.7
2017-05-30,33.25
2017-05-31,32.62
2017-06-01,32.32
2017-06-02,31.75
2017-06-05,31.54
2017-06-06,29.74
2017-06-07,29.41
2017-06-08,29.22
2017-06-09,28.96
2017-06-12,28.88
2017-06-13,28.59
2017-06-14,28.26
2017-06-15,28.17
2017-06-16,28.0
2017-06-19,27.64
2017-06-20,27.26
2017-06-21,26.53
2017-06-22,25.52
2017-06-23,25.36
2017-06-26,25.35
2017-06-27,25.21
2017-06-28,25.04
2017-06-29,24.46
2017-06-30,24.33
2017-07-03,24.19
2017-07-04,23.75
2017-07-05,23.5
2017-07-06,23.25
2017-07-07,23.09
2017-07-10,23.0
2017-07-11,22.81
2017-07-12,23.64
2017-07-13,23.28
2017-07-14,23.06
2017-07-17,22.75
2017-07-18,22.84
2017-07-19,22.6
2017-07-20,22.23
2017-07-21,21.77
2017-07-24,21.58
2017-07-25,21.34
2017-07-26,21.37
2017-07-27,22.23
2017-07-28,22.47
2017-07-31,22.69
2017-08-01,22.41
2017-08-02,22.19
2017-08-03,21.76
2017-08-04,21.67
2017-08-07,21.22
2017-08-08,20.92
2017-08-09,20.71
2017-08-10,20.32
2017-08-11,19.68
2017-08-14,19.42
2017-08-15,20.05
2017-08-16,18.37
2017-08-17,17.9
2017-08-18,17.98
2017-08-21,16.31
2017-08-22,15.74
2017-08-23,15.14
2017-08-24,14.8
2017-08-25,14.33
2017-08-28,14.33
2017-08-29,13.78
2017-08-30,13.46
2017-08-31,13.39
2017-09-01,13.31
2017-09-04,13.24
2017-09-05,13.08
2017-09-06,13.01
2017-09-07,12.75
2017-09-08,12.66
2017-09-11,12.71
2017-09-12,12.64
2017-09-13,12.51
2017-09-14,13.54
2017-09-15,13.54
2017-09-18,14.66
2017-09-19,15.14
2017-09-20,16.05
2017-09-21,19.17
2017-09-22,20.02
2017-09-25,22.01
2017-09-26,21.67
2017-09-27,21.38
2017-09-28,21.07
2017-09-29,21.1
2017-10-02,20.49
2017-10-03,20.27
2017-10-04,19.72
2017-10-05,19.56
2017-10-06,19.57
2017-10-09,19.28
2017-10-10,19.08
2017-10-11,21.05
2017-10-12,21.21
2017-10-13,21.15
2017-10-16,20.45
2017-10-17,20.03
2017-10-18,19.9
2017-10-19,19.73
2017-10-20,19.64
2017-10-23,20.06
2017-10-24,22.19
2017-10-25,22.31
2017-10-26,22.05
2017-10-27,21.18
2017-10-30,21.0
2017-10-31,20.64
2017-11-01,20.43
2017-11-02,20.29
2017-11-03,20.11
2017-11-06,20.81
2017-11-07,20.67
2017-11-09,20.36
2017-11-10,21.86
2017-11-13,21.69
2017-11-14,21.43
2017-11-15,21.44
2017-11-16,21.33
2017-11-17,21.4
2017-11-20,20.84
2017-11-21,20.45
2017-11-22,20.91
2017-11-23,20.81
2017-11-24,20.59
2017-11-27,20.45
2017-11-28,20.09
2017-11-29,19.87
2017-11-30,19.75
2017-12-01,21.11
2017-12-04,21.04
2017-12-05,21.58
2017-12-06,21.34
2017-12-07,20.88
2017-12-08,20.73
2017-12-11,20.59
2017-12-12,20.26
2017-12-13,20.02
2017-12-14,19.91
2017-12-15,19.63
2017-12-18,19.56
2017-12-19,19.49
2017-12-20,19.38
2017-12-21,19.28
2017-12-22,19.32
2017-12-25,19.32
2017-12-27,23.11
2017-12-28,23.04
2017-12-29,22.84
2018-01-01,22.84
2018-01-02,22.78
2018-01-03,22.77
2018-01-04,22.7
2018-01-05,22.72
2018-01-08,22.46
2018-01-09,22.23
2018-01-10,22.16
2018-01-11,21.78
2018-01-12,23.05
2018-01-15,22.89
2018-01-16,22.74
2018-01-17,22.9
2018-01-18,22.76
2018-01-19,22.79
2018-01-22,22.9
2018-01-23,22.99
2018-01-24,22.83
2018-01-25,22.69
2018-01-26,22.32
2018-01-29,22.16
2018-01-30,22.26
2018-02-01,21.95
2018-02-02,21.7
2018-02-05,21.51
2018-02-06,21.07
2018-02-07,20.6
2018-02-08,20.91
2018-02-09,20.01
2018-02-12,19.42
2018-02-13,16.43
2018-02-14,15.78
2018-02-15,15.55
2018-02-16,16.87
2018-02-19,17.26
2018-02-20,12.34
2018-02-21,11.8
2018-02-22,12.95
2018-02-23,12.53
2018-02-26,16.62
2018-02-27,17.69
2018-02-28,17.45
2018-03-01,17.26
2018-03-02,17.25
2018-03-05,17.16
2018-03-06,17.04
2018-03-07,18.08
2018-03-08,17.85
2018-03-09,17.75
2018-03-12,18.99
2018-03-13,18.69
2018-03-14,18.4
2018-03-15,18.0
2018-03-16,18.95
2018-03-19,18.39
2018-03-20,18.55
2018-03-21,18.19
2018-03-22,18.4
2018-03-23,18.22
2018-03-26,18.44
2018-03-27,18.66
2018-03-28,21.01
2018-03-29,20.21
2018-03-30,20.21
2018-04-02,20.21
2018-04-03,20.26
2018-04-04,20.59
2018-04-05,20.43
2018-04-06,20.76
2018-04-09,20.51
2018-04-10,22.21
2018-04-11,21.75
2018-04-12,20.41
2018-04-13,27.53
2018-04-16,26.52
2018-04-17,25.38
2018-04-18,28.76
2018-04-19,30.69
2018-04-20,32.66
2018-04-23,32.45
2018-04-24,33.67
2018-04-25,33.14
2018-04-26,32.66
2018-04-27,31.1
2018-04-30,31.12
2018-05-01,30.22
2018-05-02,33.48
2018-05-03,33.92
2018-05-04,33.87
2018-05-07,33.87
2018-05-08,33.42
2018-05-09,32.32
2018-05-10,31.71
2018-05-11,31.92
2018-05-14,31.53
2018-05-15,31.6
2018-05-16,32.13
2018-05-17,20.21
2018-05-18,22.17
2018-05-21,21.72
2018-05-22,21.94
2018-05-23,22.15
2018-05-24,22.97
2018-05-25,22.63
2018-05-28,22.63
2018-05-29,23.02
2018-05-30,22.72
2018-05-31,22.64
2018-06-01,22.53
2018-06-04,22.63
2018-06-05,22.46
2018-06-06,22.42
2018-06-07,20.43
2018-06-08,20.07
2018-06-11,19.7
2018-06-12,19.34
2018-06-13,18.78
2018-06-14,19.02
2018-06-15,19.41
2018-06-18,20.34
2018-06-19,21.05
2018-06-20,21.7
2018-06-21,21.49
2018-06-22,21.12
2018-06-25,20.89
2018-06-26,20.66
2018-06-27,20.19
2018-06-28,19.68
2018-06-29,19.22
2018-07-02,18.62
2018-07-03,18.28
2018-07-04,18.01
2018-07-05,16.86
2018-07-06,16.78
2018-07-09,16.53
2018-07-10,16.33
2018-07-11,16.27
2018-07-12,16.08
2018-07-13,15.2
2018-07-16,15.5
2018-07-17,14.48
2018-07-18,13.93
2018-07-19,12.92
2018-07-20,13.77
2018-07-23,16.34
2018-07-24,20.55
2018-07-25,22.27
2018-07-26,26.28
2018-07-27,28.93
2018-07-30,28.92
2018-07-31,29.13
2018-08-01,28.75
2018-08-02,28.65
2018-08-03,28.31
2018-08-06,28.63
2018-08-07,28.58
2018-08-08,28.35
2018-08-09,27.84
2018-08-10,27.67
2018-08-13,28.3
2018-08-14,27.88
2018-08-15,25.38
2018-08-16,25.38
2018-08-17,25.26
2018-08-20,25.38
2018-08-21,24.9
2018-08-22,24.59
2018-08-23,24.56
2018-08-24,26.06
2018-08-27,26.06
2018-08-28,25.68
2018-08-29,25.05
2018-08-30,27.17
2018-08-31,27.08
2018-09-03,26.95
2018-09-04,27.45
2018-09-05,27.94
2018-09-06,27.89
2018-09-07,27.93
2018-09-10,27.82
2018-09-11,27.53
2018-09-12,27.42
2018-09-13,28.11
2018-09-14,30.62
2018-09-17,30.52
2018-09-18,30.13
2018-09-19,29.96
2018-09-20,30.15
2018-09-21,30.45
2018-09-24,30.19
2018-09-25,29.83
2018-09-26,32.58
2018-09-27,33.82
2018-09-28,33.59
2018-10-01,37.58
2018-10-02,38.16
2018-10-03,37.94
2018-10-04,37.82
2018-10-05,37.36
2018-10-08,36.72
2018-10-09,36.23
2018-10-10,35.72
2018-10-11,35.25
2018-10-12,34.27
2018-10-15,33.75
2018-10-16,31.41
2018-10-17,28.34
2018-10-18,27.79
2018-10-19,27.39
2018-10-22,29.38
2018-10-23,29.28
2018-10-24,28.89
2018-10-25,29.74
2018-10-26,30.44
2018-10-29,30.96
2018-10-30,30.81
2018-10-31,30.75
2018-11-01,30.88
2018-11-02,30.73
2018-11-05,30.65
2018-11-06,30.11
2018-11-07,30.41
2018-11-08,30.26
2018-11-09,29.88
2018-11-12,29.41
2018-11-13,29.22
2018-11-14,28.86
2018-11-15,28.52
2018-11-16,28.3
2018-11-19,28.0
2018-11-20,26.76
2018-11-21,25.49
2018-11-22,25.49
2018-11-23,25.31
2018-11-26,25.17
2018-11-27,24.96
2018-11-28,24.79
2018-11-29,24.6
2018-11-30,24.44
2018-12-03,24.1
2018-12-04,23.98
2018-12-05,24.02
2018-12-06,24.01
2018-12-07,23.52
2018-12-10,23.5
2018-12-11,22.65
2018-12-12,22.68
2018-12-13,22.06
2018-12-14,20.89
2018-12-17,18.05
2018-12-18,17.07
2018-12-19,16.17
2018-12-20,16.09
2018-12-21,17.13
2018-12-24,17.03
2018-12-25,19.16
2018-12-26,19.16
2018-12-27,19.16
2018-12-28,18.95
2018-12-31,18.84
2019-01-01,18.84
2019-01-02,18.77
2019-01-03,18.76
2019-01-04,18.94
2019-01-07,18.86
2019-01-08,18.67
2019-01-09,18.58
2019-01-10,18.41
2019-01-11,18.33
2019-01-14,18.2
2019-01-15,18.17
2019-01-16,19.03
2019-01-17,18.93
2019-01-18,20.61
2019-01-21,20.55
2019-01-22,23.39
2019-01-23,30.58
2019-01-24,34.79
2019-01-25,41.83
2019-01-28,41.73
2019-01-29,41.63
2019-01-30,41.37
2019-01-31,41.27
2019-02-01,41.23
2019-02-04,40.57
2019-02-05,44.18
2019-02-06,43.92
2019-02-07,47.83
2019-02-08,47.6
2019-02-11,47.46
2019-02-12,47.25
2019-02-13,47.12
2019-02-14,46.81
2019-02-15,47.07
2019-02-18,46.94
2019-02-19,45.56
2019-02-20,45.76
2019-02-21,47.0
2019-02-22,47.33
2019-02-25,47.13
2019-02-26,47.61
2019-02-27,47.52
2019-02-28,47.37
2019-03-01,46.33
2019-03-04,46.14
2019-03-05,46.75
2019-03-06,46.83
2019-03-07,46.51
2019-03-08,46.15
2019-03-11,46.1
2019-03-12,45.79
2019-03-13,45.54
2019-03-14,45.21
2019-03-15,44.92
2019-03-18,44.65
2019-03-19,35.38
2019-03-20,35.04
2019-03-21,35.42
2019-03-22,37.17
2019-03-25,37.02
2019-03-26,36.71
2019-03-27,36.32
2019-03-28,36.1
2019-03-29,35.94
2019-04-01,35.57
2019-04-02,35.13
2019-04-03,34.76
2019-04-04,34.2
2019-04-05,33.89
2019-04-08,33.57
2019-04-09,33.42
2019-04-10,34.21
2019-04-11,36.22
2019-04-12,35.98
2019-04-15,36.47
2019-04-16,36.16
2019-04-17,35.73
2019-04-18,36.91
2019-04-22,36.91
2019-04-23,38.05
2019-04-24,37.34
2019-04-25,37.28
2019-04-26,37.1
2019-04-29,34.81
2019-04-30,34.09
2019-05-01,31.59
2019-05-02,28.89
2019-05-03,30.09
2019-05-06,30.09
2019-05-07,31.56
2019-05-08,30.46
2019-05-09,31.94
2019-05-10,32.95
2019-05-13,33.1
2019-05-14,32.79
2019-05-15,33.16
2019-05-16,35.52
2019-05-17,38.89
2019-05-20,38.86
2019-05-21,38.62
2019-05-22,38.48
2019-05-23,38.05
2019-05-24,38.66
2019-05-27,38.66
2019-05-28,39.28
2019-05-29,38.65
2019-05-30,38.32
2019-06-03,37.44
2019-06-04,36.96
2019-06-05,36.54
2019-06-06,36.38
2019-06-07,36.23
2019-06-10,35.9
2019-06-11,35.34
2019-06-12,34.7
2019-06-13,34.37
2019-06-14,35.98
2019-06-17,35.28
2019-06-18,34.96
2019-06-19,34.76
2019-06-20,35.09
2019-06-21,35.52
2019-06-24,36.45
2019-06-25,36.75
2019-06-26,36.22
2019-06-27,35.49
2019-06-28,35.54
2019-07-01,35.04
2019-07-02,35.34
2019-07-03,34.9
2019-07-04,34.48
2019-07-05,34.1
2019-07-11,32.09
2019-07-12,33.32
2019-07-15,31.86
2019-07-16,29.53
2019-07-17,29.07
2019-07-18,28.76
2019-07-19,28.91
2019-07-22,28.36
2019-07-23,27.9
2019-07-24,27.52
2019-07-25,26.33
2019-07-26,25.13
2019-07-29,24.85
2019-07-30,24.34
2019-07-31,24.18
2019-08-01,24.13
2019-08-02,24.36
2019-08-05,25.8
2019-08-06,25.63
2019-08-07,27.17
2019-08-08,29.41
2019-08-09,29.07
2019-08-12,28.74
2019-08-13,28.31
2019-08-14,29.57
2019-08-15,29.45
2019-08-16,28.95
2019-08-19,28.44
2019-08-20,28.95
2019-08-21,28.44
2019-08-22,30.26
2019-08-23,29.8
2019-08-26,29.8
2019-08-27,29.79
2019-08-28,28.15
2019-08-29,27.56
2019-08-30,26.89
2019-09-02,26.26
2019-09-03,23.81
2019-09-04,23.39
2019-09-05,23.1
2019-09-06,23.35
2019-09-09,23.11
2019-09-10,22.84
2019-09-11,22.77
2019-09-12,22.64
2019-09-13,22.41
2019-09-16,22.2
2019-09-17,21.96
2019-09-18,22.44
2019-09-19,22.2
2019-09-20,22.04
2019-09-23,21.95
2019-09-24,21.39
2019-09-25,20.72
2019-09-26,20.08
2019-09-27,19.59
2019-09-30,20.38
2019-10-01,19.91
2019-10-02,19.39
2019-10-03,19.06
2019-10-04,19.0
2019-10-07,18.75
2019-10-08,18.48
2019-10-09,18.87
2019-10-10,18.54
2019-10-11,18.12
2019-10-14,17.58
2019-10-15,17.1
2019-10-16,16.86
2019-10-17,16.78
2019-10-18,16.62
2019-10-21,17.68
2019-10-22,18.33
2019-10-23,18.33
2019-10-24,18.25
2019-10-25,18.05
2019-10-28,18.16
2019-10-29,17.98
2019-10-30,17.95
2019-10-31,17.75
2019-11-01,17.51
2019-11-04,17.34
2019-11-05,17.71
2019-11-06,17.48
2019-11-07,17.21
2019-11-08,17.42
2019-11-11,17.19
2019-11-12,16.9
2019-11-13,16.17
2019-11-14,14.76
2019-11-15,13.93
2019-11-18,12.67
2019-11-19,15.62
2019-11-20,15.37
2019-11-21,15.37
2019-11-22,15.21
2019-11-25,14.5
