oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
2024,0.7336956521739131,0.7089884986196292,0.7585413465092066,0.7093955048100633,0.7594438122468632,0.6269896193771626,0.6309192200557103,0.6231086657496562,0.7901990811638591,0.7956823438704703,0.3591897233201581,0.6408102766798419,"[1032, 265, 274, 453]"
