oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
1884,0.5981953290870489,0.5764331210191083,0.6210191082802548,0.5969360135695984,0.631860925150673,0.6216891554222889,0.6021297192642788,0.6425619834710744,0.5934195064629847,0.5513100436681223,0.5138004246284501,0.5138004246284501,"[505, 411, 346, 622]"
