min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,1884,0.8466029723991507,0.8205944798301487,0.8720806794055201
0.03,0.9766454352441614,1840,0.8510869565217392,0.8242973210068155,0.8770402611534276
0.05,0.9554140127388535,1800,0.8588888888888889,0.8305555555555556,0.8838888888888888
0.08,0.942144373673036,1775,0.8619718309859155,0.8338028169014085,0.8871813031161473
