min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,1999,0.5542771385692846,0.51508594263916,0.5907959466615246
0.03,0.768384192096048,1536,0.5768229166666666,0.53125,0.6217479439435112
0.05,0.6513256628314157,1302,0.5890937019969278,0.5360983102918587,0.6387431676488171
0.08,0.512256128064032,1024,0.607421875,0.5436527270915114,0.6669922596597906
