min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,2051,0.5163334958556801,0.4933592398660156,0.5392541113826228
0.03,0.7430521696733301,1524,0.5124671916010499,0.484251968503937,0.5400262467191601
0.05,0.5826426133593369,1195,0.5188284518828452,0.48535564853556484,0.5506276150627615
0.08,0.4256460263286202,873,0.5292096219931272,0.48936107189674294,0.565864833906071
