min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,2051,0.5616772306192102,0.5387615797172112,0.5846475491065576
0.03,0.8020477815699659,1645,0.574468085106383,0.5483282674772036,0.6
0.05,0.7064846416382252,1449,0.5769496204278813,0.5472613348352576,0.6066252587991718
0.08,0.5694783032666991,1168,0.5804794520547946,0.5457587701398254,0.6153879310344827
