min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,1884,0.5164543524416136,0.4935836881319851,0.5387473460721869
0.03,0.8466029723991507,1595,0.5178683385579937,0.492451154104013,0.5435743960379049
0.05,0.7197452229299363,1356,0.5206489675516224,0.49371719874621756,0.5486725663716814
0.08,0.5483014861995754,1033,0.5246853823814134,0.49564375605033884,0.5551219512195122
