date,shfe_hrc_close
2022-07-04,4153.0
2022-07-05,4256.0
2022-07-06,4256.0
2022-07-07,4239.0
2022-07-08,4230.0
2022-07-11,4109.0
2022-07-12,3925.0
2022-07-13,3925.0
2022-07-14,3925.0
2022-07-15,3660.0
2022-07-18,3751.0
2022-07-19,3843.0
2022-07-20,3850.0
2022-07-21,3845.0
2022-07-22,3845.0
2022-07-25,3900.0
2022-07-26,3877.0
2022-07-27,3865.0
2022-07-28,3961.0
2022-07-29,3954.0
2022-08-01,4024.0
2022-08-02,4024.0
2022-08-03,4068.0
2022-08-04,4030.0
2022-08-05,4015.0
2022-08-08,4015.0
2022-08-09,4015.0
2022-08-10,3962.0
2022-08-11,3962.0
2022-08-12,3962.0
2022-08-15,4040.0
2022-08-16,4027.0
2022-08-17,3992.0
2022-08-18,3910.0
2022-08-19,3847.0
2022-08-22,3877.0
2022-08-23,3923.0
2022-08-24,3962.0
2022-08-25,4014.0
2022-08-26,4039.0
2022-08-29,3940.0
2022-08-30,3905.0
2022-08-31,3884.0
2022-09-01,3903.0
2022-09-02,3855.0
2022-09-05,3876.0
2022-09-06,3899.0
2022-09-07,3898.0
2022-09-08,3916.0
2022-09-09,3930.0
2022-09-13,3935.0
2022-09-14,3901.0
2022-09-15,3937.0
2022-09-16,3905.0
2022-09-19,3913.0
2022-09-20,3879.0
2022-09-21,3855.0
2022-09-22,3909.0
2022-09-23,3952.0
2022-09-26,3930.0
2022-09-27,3960.0
2022-09-28,3977.0
2022-09-29,3972.0
2022-09-30,3948.0
2022-10-10,3958.0
2022-10-11,3901.0
2022-10-12,3842.0
2022-10-13,3855.0
2022-10-14,3837.0
2022-10-17,3810.0
2022-10-18,3752.0
2022-10-19,3787.0
2022-10-20,3752.0
2022-10-21,3779.0
2022-10-24,3794.0
2022-10-25,3760.0
2022-10-26,3743.0
2022-10-27,3762.0
2022-10-28,3681.0
2022-10-31,3625.0
2022-11-01,3650.0
2022-11-02,3681.0
2022-11-03,3695.0
2022-11-04,3745.0
2022-11-07,3740.0
2022-11-08,3746.0
2022-11-09,3790.0
2022-11-10,3740.0
2022-11-11,3812.0
2022-11-14,3812.0
2022-11-15,3826.0
2022-11-16,3843.0
2022-11-17,3823.0
2022-11-18,3858.0
2022-11-21,3838.0
2022-11-22,3843.0
2022-11-23,3840.0
2022-11-24,3862.0
2022-11-25,3851.0
2022-11-28,3893.0
2022-11-29,3926.0
2022-11-30,3921.0
2022-12-01,3925.0
2022-12-02,3966.0
2022-12-05,4000.0
2022-12-06,3955.0
2022-12-07,3975.0
2022-12-08,3967.0
2022-12-09,4041.0
2022-12-12,4041.0
2022-12-13,4041.0
2022-12-14,4090.0
2022-12-15,4090.0
2022-12-16,4157.0
2022-12-19,4054.0
2022-12-20,4017.0
2022-12-21,4053.0
2022-12-22,4086.0
2022-12-23,4064.0
2022-12-26,4056.0
2022-12-27,4111.0
2022-12-28,4106.0
2022-12-29,4097.0
2022-12-30,4167.0
2023-01-03,4110.0
2023-01-04,4118.0
2023-01-05,4095.0
2023-01-06,4166.0
2023-01-09,4188.0
2023-01-10,4193.0
2023-01-11,4228.0
2023-01-12,4218.0
2023-01-13,4218.0
2023-01-16,4172.0
2023-01-17,4174.0
2023-01-18,4219.0
2023-01-19,4249.0
2023-01-20,4228.0
2023-01-30,4297.0
2023-01-31,4233.0
2023-02-01,4166.0
2023-02-02,4144.0
2023-02-03,4117.0
2023-02-06,4123.0
2023-02-07,4111.0
2023-02-08,4126.0
2023-02-09,4170.0
2023-02-10,4145.0
2023-02-13,4150.0
2023-02-14,4143.0
2023-02-15,4188.0
2023-02-16,4235.0
2023-02-17,4255.0
2023-02-20,4266.0
2023-02-21,4309.0
2023-02-22,4321.0
2023-02-23,4333.0
2023-02-24,4299.0
2023-02-27,4312.0
2023-02-28,4286.0
2023-03-01,4328.0
2023-03-02,4342.0
2023-03-03,4382.0
2023-03-06,4350.0
2023-03-07,4366.0
2023-03-08,4375.0
2023-03-09,4405.0
2023-03-10,4445.0
2023-03-13,4445.0
2023-03-14,4500.0
2023-03-15,4517.0
2023-03-16,4357.0
2023-03-17,4344.0
2023-03-20,4370.0
2023-03-21,4335.0
2023-03-22,4313.0
2023-03-23,4297.0
2023-03-24,4266.0
2023-03-27,4282.0
2023-03-28,4289.0
2023-03-29,4334.0
2023-03-30,4315.0
2023-03-31,4327.0
2023-04-03,4317.0
2023-04-04,4230.0
2023-04-06,4182.0
2023-04-07,4200.0
2023-04-10,4230.0
2023-04-11,4165.0
2023-04-12,4180.0
2023-04-13,4134.0
2023-04-14,4180.0
2023-04-17,4180.0
2023-04-18,4148.0
2023-04-19,4145.0
2023-04-20,4104.0
2023-04-21,4058.0
2023-04-24,3952.0
2023-04-25,3940.0
