date,shfe_rb_close
2015-07-28,26.26
2015-07-29,26.57
2015-07-30,27.0
2015-07-31,27.02
2015-08-03,26.48
2015-08-04,26.49
2015-08-05,26.43
2015-08-06,25.98
2015-08-07,27.77
2015-08-10,29.31
2015-08-11,29.51
2015-08-12,30.17
2015-08-13,29.89
2015-08-14,30.4
2015-08-17,30.37
2015-08-18,30.34
2015-08-19,30.05
2015-08-20,29.32
2015-08-21,28.48
2015-08-24,27.87
2015-08-25,27.51
2015-08-26,27.91
2015-08-27,28.57
2015-08-28,27.83
2015-08-31,27.58
2015-09-01,26.48
2015-09-02,26.68
2015-09-03,27.36
2015-09-04,26.77
2015-09-08,27.15
2015-09-09,26.99
2015-09-10,26.77
2015-09-11,26.66
2015-09-14,26.25
2015-09-15,26.72
2015-09-16,27.2
2015-09-17,26.76
2015-09-18,26.06
2015-09-21,25.94
2015-09-22,26.12
2015-09-23,26.33
2015-09-24,25.77
2015-09-25,26.01
2015-09-28,25.6
2015-09-29,25.94
2015-09-30,25.88
2015-10-01,26.03
2015-10-02,26.38
2015-10-05,27.24
2015-10-06,26.82
2015-10-07,26.44
2015-10-08,25.87
2015-10-09,25.78
2015-10-12,25.15
2015-10-13,25.62
2015-10-14,25.11
2015-10-15,25.2
2015-10-16,25.2
2015-10-19,24.99
2015-10-20,25.06
2015-10-21,25.16
2015-10-22,25.87
2015-10-23,26.07
2015-10-26,25.58
2015-10-27,25.02
2015-10-28,25.87
2015-10-29,25.92
2015-10-30,25.97
2015-11-02,25.87
2015-11-03,25.8
2015-11-04,25.75
2015-11-05,25.52
2015-11-06,27.04
2015-11-09,26.91
2015-11-10,27.49
2015-11-11,27.5
2015-11-12,27.0
2015-11-13,27.08
2015-11-16,27.29
2015-11-17,27.17
2015-11-18,27.13
2015-11-19,26.79
2015-11-20,26.87
2015-11-23,26.88
2015-11-24,26.83
2015-11-25,26.87
2015-11-27,26.69
2015-11-30,26.79
2015-12-01,26.4
2015-12-02,25.95
2015-12-03,25.28
2015-12-04,25.92
2015-12-07,25.8
2015-12-08,24.78
2015-12-09,24.33
2015-12-10,24.41
2015-12-11,23.61
2015-12-14,23.46
2015-12-15,23.87
2015-12-16,24.07
2015-12-17,24.19
2015-12-18,24.38
2015-12-21,23.77
2015-12-22,23.97
2015-12-23,24.48
2015-12-24,24.23
2015-12-28,24.52
2015-12-29,24.74
2015-12-30,24.69
2015-12-31,24.11
2016-01-04,23.24
2016-01-05,23.02
2016-01-06,22.0
2016-01-07,22.01
2016-01-08,21.89
2016-01-11,22.23
2016-01-12,21.92
2016-01-13,21.77
2016-01-14,22.2
2016-01-15,21.89
2016-01-19,21.78
2016-01-20,21.74
2016-01-21,22.12
2016-01-22,22.63
2016-01-25,21.7
2016-01-26,22.18
2016-01-27,22.71
2016-01-28,22.16
2016-01-29,22.88
2016-02-01,23.16
2016-02-02,22.65
2016-02-03,22.73
2016-02-04,22.58
2016-02-05,23.03
2016-02-08,23.57
2016-02-09,23.53
2016-02-10,22.77
2016-02-11,22.36
2016-02-12,22.67
2016-02-16,23.19
2016-02-17,23.41
2016-02-18,23.77
2016-02-19,22.98
2016-02-22,22.99
2016-02-23,22.88
2016-02-24,22.92
2016-02-25,23.19
2016-02-26,23.52
2016-02-29,23.91
2016-03-01,23.9
2016-03-02,24.07
2016-03-03,24.26
2016-03-04,24.62
2016-03-07,25.52
2016-03-08,25.12
2016-03-09,25.38
2016-03-10,24.44
2016-03-11,24.59
2016-03-14,24.88
2016-03-15,24.59
2016-03-16,24.85
2016-03-17,25.36
2016-03-18,25.21
2016-03-21,25.4
2016-03-22,25.65
2016-03-23,25.84
2016-03-24,25.71
2016-03-28,26.04
2016-03-29,26.59
2016-03-30,27.43
2016-03-31,27.08
2016-04-01,27.18
2016-04-04,26.99
2016-04-05,26.73
2016-04-06,26.88
2016-04-07,26.86
2016-04-08,27.1
2016-04-11,27.51
2016-04-12,27.8
2016-04-13,27.99
2016-04-14,28.57
2016-04-15,28.65
2016-04-18,28.7
2016-04-19,28.91
2016-04-20,28.77
2016-04-21,28.68
2016-04-22,29.04
2016-04-25,28.59
2016-04-26,29.04
2016-04-27,29.13
2016-04-28,28.79
2016-04-29,28.69
2016-05-02,28.91
2016-05-03,28.9
2016-05-04,28.91
2016-05-05,28.95
2016-05-06,29.15
2016-05-09,30.69
2016-05-10,30.79
2016-05-11,31.94
2016-05-12,31.82
2016-05-13,31.51
2016-05-16,31.97
2016-05-17,32.11
2016-05-18,31.74
2016-05-19,31.95
2016-05-20,31.89
2016-05-23,31.87
2016-05-24,32.66
2016-05-25,32.58
2016-05-26,32.59
2016-05-27,32.57
2016-05-31,32.72
2016-06-01,32.74
2016-06-02,32.77
2016-06-03,33.21
2016-06-06,33.74
2016-06-07,34.01
2016-06-08,34.53
2016-06-09,34.63
2016-06-10,33.5
2016-06-13,33.42
2016-06-14,33.08
2016-06-15,33.01
2016-06-16,32.99
2016-06-17,32.93
2016-06-20,33.87
2016-06-21,34.05
2016-06-22,34.24
2016-06-23,34.21
2016-06-24,32.79
2016-06-27,31.98
2016-06-28,32.8
2016-06-29,33.27
2016-06-30,33.78
2016-07-01,33.83
2016-07-05,33.8
2016-07-06,33.83
2016-07-07,34.01
2016-07-08,34.93
2016-07-11,34.88
2016-07-12,34.81
2016-07-13,34.67
2016-07-14,34.69
2016-07-15,33.49
2016-07-18,33.7
2016-07-19,33.08
2016-07-20,33.38
2016-07-21,33.76
2016-07-22,33.22
2016-07-25,32.82
2016-07-26,33.25
2016-07-27,32.83
2016-07-28,32.95
2016-07-29,33.2
2016-08-01,32.9
2016-08-02,32.67
2016-08-03,32.76
2016-08-04,32.85
2016-08-05,32.81
2016-08-08,32.85
2016-08-09,29.35
2016-08-10,28.77
2016-08-11,28.3
2016-08-12,28.05
2016-08-15,28.51
2016-08-16,28.11
2016-08-17,27.68
2016-08-18,27.63
2016-08-19,27.43
2016-08-22,27.27
2016-08-23,27.69
2016-08-24,27.8
2016-08-25,27.96
2016-08-26,28.46
2016-08-29,28.89
2016-08-30,35.71
2016-08-31,34.83
2016-09-01,34.72
2016-09-02,35.08
2016-09-06,35.26
2016-09-07,35.13
2016-09-08,34.09
2016-09-09,33.27
2016-09-12,33.61
2016-09-13,33.28
2016-09-14,33.61
2016-09-15,34.08
2016-09-16,34.05
2016-09-19,34.51
2016-09-20,34.82
2016-09-21,35.08
2016-09-22,35.34
2016-09-23,35.0
2016-09-26,34.55
2016-09-27,34.23
2016-09-28,34.2
2016-09-29,34.21
2016-09-30,35.07
2016-10-03,36.0
2016-10-04,35.25
2016-10-05,35.5
2016-10-06,35.58
2016-10-07,35.17
2016-10-10,35.88
2016-10-11,35.59
2016-10-12,35.71
2016-10-13,35.51
2016-10-14,35.46
2016-10-17,35.18
2016-10-18,35.35
2016-10-19,35.45
2016-10-20,35.44
2016-10-21,35.32
2016-10-24,34.91
2016-10-25,34.59
2016-10-26,34.56
2016-10-27,34.44
2016-10-28,34.48
2016-10-31,34.59
2016-11-01,34.12
2016-11-02,34.02
2016-11-03,34.28
2016-11-04,34.45
2016-11-07,35.03
2016-11-08,34.69
2016-11-09,35.56
2016-11-10,37.18
2016-11-11,37.22
2016-11-14,37.29
2016-11-15,37.38
2016-11-16,37.23
2016-11-17,36.99
2016-11-18,37.1
2016-11-21,37.43
2016-11-22,38.21
2016-11-23,38.15
2016-11-25,37.91
2016-11-28,37.62
2016-11-29,37.73
2016-11-30,38.23
2016-12-01,38.7
2016-12-02,37.25
2016-12-05,37.9
2016-12-06,37.94
2016-12-07,39.43
2016-12-08,39.37
2016-12-09,39.29
2016-12-12,39.02
2016-12-13,39.12
2016-12-14,38.22
2016-12-15,38.31
2016-12-16,37.58
2016-12-19,37.27
2016-12-20,37.59
2016-12-21,37.94
2016-12-22,35.25
2016-12-23,36.03
2016-12-27,34.02
2016-12-28,33.79
2016-12-29,33.95
2016-12-30,34.0
2017-01-03,34.04
2017-01-04,34.46
2017-01-05,34.46
2017-01-06,34.17
2017-01-09,33.4
2017-01-10,34.07
2017-01-11,33.76
2017-01-12,33.96
2017-01-13,32.96
2017-01-17,32.28
2017-01-18,32.26
2017-01-19,31.55
2017-01-20,31.65
2017-01-23,31.69
2017-01-24,32.11
2017-01-25,32.59
2017-01-26,32.66
2017-01-27,32.6
2017-01-30,32.13
2017-01-31,32.44
2017-02-01,32.35
2017-02-02,32.02
2017-02-03,32.76
2017-02-06,32.17
2017-02-07,31.35
2017-02-08,30.77
2017-02-09,31.32
2017-02-10,31.85
2017-02-13,31.36
2017-02-14,31.07
2017-02-15,31.01
2017-02-16,31.09
2017-02-17,30.97
2017-02-21,34.69
2017-02-22,34.05
2017-02-23,33.65
2017-02-24,34.0
2017-02-27,34.47
2017-02-28,33.69
2017-03-01,33.23
2017-03-02,32.16
2017-03-03,32.21
2017-03-06,31.81
2017-03-07,31.53
2017-03-08,30.89
2017-03-09,30.63
2017-03-10,31.54
2017-03-13,31.58
2017-03-14,31.25
2017-03-15,31.73
2017-03-16,31.51
2017-03-17,31.71
2017-03-20,31.4
2017-03-21,31.27
2017-03-22,31.61
2017-03-23,32.16
2017-03-24,32.25
2017-03-27,32.44
2017-03-28,32.77
2017-03-29,32.74
2017-03-30,32.7
2017-03-31,32.9
2017-04-03,32.14
2017-04-04,32.38
2017-04-05,32.26
2017-04-06,32.72
2017-04-07,31.98
2017-04-10,30.43
2017-04-11,30.81
2017-04-12,30.53
2017-04-13,30.71
2017-04-17,30.85
2017-04-18,30.94
2017-04-19,30.89
2017-04-20,30.85
2017-04-21,30.74
2017-04-24,31.68
2017-04-25,32.09
2017-04-26,32.52
2017-04-27,32.87
2017-04-28,32.76
2017-05-01,32.59
2017-05-02,32.61
2017-05-03,32.42
2017-05-04,31.99
2017-05-05,30.9
2017-05-08,30.37
2017-05-09,31.32
2017-05-10,31.77
2017-05-11,31.12
2017-05-12,30.96
2017-05-15,31.0
2017-05-16,30.85
2017-05-17,30.91
2017-05-18,31.75
2017-05-19,31.24
2017-05-22,30.75
2017-05-23,31.39
2017-05-24,31.59
2017-05-25,31.5
2017-05-26,31.17
2017-05-30,31.38
2017-05-31,31.04
2017-06-01,31.34
2017-06-02,31.58
2017-06-05,31.59
2017-06-06,31.6
2017-06-07,30.71
2017-06-08,30.93
2017-06-09,31.34
2017-06-12,32.39
2017-06-13,31.97
2017-06-14,31.71
2017-06-15,30.51
2017-06-16,29.66
2017-06-19,29.65
2017-06-20,28.85
2017-06-21,28.58
2017-06-22,27.82
2017-06-23,28.83
2017-06-26,28.83
2017-06-27,28.89
2017-06-28,28.72
2017-06-29,29.0
2017-06-30,28.74
2017-07-03,29.18
2017-07-05,29.26
2017-07-06,29.02
2017-07-07,29.06
2017-07-10,26.97
2017-07-11,27.48
2017-07-12,27.38
2017-07-13,27.35
2017-07-14,27.79
2017-07-17,27.66
2017-07-18,27.97
2017-07-19,28.05
2017-07-20,28.2
2017-07-21,28.4
2017-07-24,28.16
2017-07-25,28.55
2017-07-26,28.53
2017-07-27,28.54
2017-07-28,28.46
2017-07-31,28.23
2017-08-01,27.52
2017-08-02,27.47
2017-08-03,27.45
2017-08-04,27.46
2017-08-07,27.3
2017-08-08,29.64
2017-08-09,27.9
2017-08-10,27.19
2017-08-11,27.1
2017-08-14,27.8
2017-08-15,28.39
2017-08-16,28.75
2017-08-17,28.59
2017-08-18,28.42
2017-08-21,28.36
2017-08-22,28.36
2017-08-23,28.5
2017-08-24,28.61
2017-08-25,28.63
2017-08-28,28.58
2017-08-29,29.04
2017-08-30,29.25
2017-08-31,29.74
2017-09-01,29.85
2017-09-05,29.45
2017-09-06,29.95
2017-09-07,29.7
2017-09-08,29.83
2017-09-11,30.37
2017-09-12,30.29
2017-09-13,30.24
2017-09-14,30.41
2017-09-15,30.42
2017-09-18,30.52
2017-09-19,30.48
2017-09-20,30.86
2017-09-21,30.74
2017-09-22,31.47
2017-09-25,31.49
2017-09-26,31.17
2017-09-27,30.63
2017-09-28,31.05
2017-09-29,31.62
2017-10-02,31.06
2017-10-03,30.5
2017-10-04,30.01
2017-10-05,29.94
2017-10-06,29.65
2017-10-09,29.13
2017-10-10,27.81
2017-10-11,28.07
2017-10-12,28.17
2017-10-13,28.19
2017-10-16,28.51
2017-10-17,28.11
2017-10-18,28.29
2017-10-19,28.93
2017-10-20,28.75
2017-10-23,28.59
2017-10-24,29.24
2017-10-25,28.35
2017-10-26,28.35
2017-10-27,28.36
2017-10-30,27.88
2017-10-31,28.03
2017-11-01,28.3
2017-11-02,28.71
2017-11-03,28.78
2017-11-06,28.78
2017-11-07,28.57
2017-11-08,28.16
2017-11-09,28.2
2017-11-10,25.36
2017-11-13,25.11
2017-11-14,25.04
2017-11-15,24.85
2017-11-16,25.18
2017-11-17,25.29
2017-11-20,26.11
2017-11-21,26.1
2017-11-22,25.57
2017-11-24,25.85
2017-11-27,25.85
2017-11-28,26.17
2017-11-29,26.53
2017-11-30,26.5
2017-12-01,25.88
2017-12-04,27.09
2017-12-05,26.93
2017-12-06,27.04
2017-12-07,27.8
2017-12-08,28.64
2017-12-11,28.83
2017-12-12,28.24
2017-12-13,28.39
2017-12-14,28.69
2017-12-15,28.99
2017-12-18,28.96
2017-12-19,28.78
2017-12-20,29.15
2017-12-21,29.32
2017-12-22,29.55
2017-12-26,29.74
2017-12-27,29.23
2017-12-28,29.65
2017-12-29,29.93
2018-01-02,30.06
2018-01-03,31.12
2018-01-04,31.35
2018-01-05,31.33
2018-01-08,31.41
2018-01-09,30.94
2018-01-10,31.44
2018-01-11,31.84
2018-01-12,32.1
2018-01-16,32.07
2018-01-17,32.26
2018-01-18,31.63
2018-01-19,31.41
2018-01-22,31.41
2018-01-23,32.0
2018-01-24,31.87
2018-01-25,32.07
2018-01-26,32.58
2018-01-29,32.51
2018-01-30,32.04
2018-01-31,32.52
2018-02-01,32.45
2018-02-02,31.75
2018-02-05,30.93
2018-02-06,31.28
2018-02-07,31.0
2018-02-08,30.38
2018-02-09,30.72
2018-02-12,30.92
2018-02-13,31.42
2018-02-14,31.57
2018-02-15,32.08
2018-02-16,32.36
2018-02-20,32.05
2018-02-21,32.0
2018-02-22,32.09
2018-02-23,32.34
2018-02-26,33.38
2018-02-27,32.9
2018-02-28,32.39
2018-03-01,32.16
2018-03-02,32.49
2018-03-05,32.28
2018-03-06,32.53
2018-03-07,33.18
2018-03-08,33.2
2018-03-09,33.2
2018-03-12,33.37
2018-03-13,33.26
2018-03-14,32.83
2018-03-15,32.24
2018-03-16,32.17
2018-03-19,31.52
2018-03-20,31.73
2018-03-21,32.07
2018-03-22,30.85
2018-03-23,30.22
2018-03-26,30.89
2018-03-27,31.06
2018-03-28,31.26
2018-03-29,31.47
2018-04-02,31.05
2018-04-03,31.98
2018-04-04,32.27
2018-04-05,32.21
2018-04-06,31.64
2018-04-09,32.41
2018-04-10,32.86
2018-04-11,32.65
2018-04-12,33.09
2018-04-13,33.08
2018-04-16,33.29
2018-04-17,33.35
2018-04-18,33.47
2018-04-19,32.96
2018-04-20,32.6
2018-04-23,33.03
2018-04-24,32.84
2018-04-25,32.54
2018-04-26,32.59
2018-04-27,32.98
2018-04-30,32.73
2018-05-01,32.78
2018-05-02,32.84
2018-05-03,32.88
2018-05-04,33.44
2018-05-07,33.44
2018-05-08,33.7
2018-05-09,33.8
2018-05-10,34.03
2018-05-11,33.19
2018-05-14,33.02
2018-05-15,32.96
2018-05-16,33.05
2018-05-17,32.76
2018-05-18,32.61
2018-05-21,32.96
2018-05-22,33.02
2018-05-23,33.2
2018-05-24,33.94
2018-05-25,34.1
2018-05-29,33.52
2018-05-30,34.22
2018-05-31,34.08
2018-06-01,34.82
2018-06-04,35.27
2018-06-05,35.22
2018-06-06,35.36
2018-06-07,35.27
2018-06-08,35.49
2018-06-11,35.75
2018-06-12,35.69
2018-06-13,35.59
2018-06-14,35.43
2018-06-15,35.17
2018-06-18,35.47
2018-06-19,35.26
2018-06-20,35.64
2018-06-21,35.37
2018-06-22,35.35
2018-06-25,34.76
2018-06-26,35.02
2018-06-27,34.79
2018-06-28,33.58
2018-06-29,34.12
2018-07-02,34.65
2018-07-03,33.83
2018-07-05,34.11
2018-07-06,34.16
2018-07-09,34.7
2018-07-10,34.51
2018-07-11,32.87
2018-07-12,32.93
2018-07-13,33.39
2018-07-16,33.11
2018-07-17,32.57
2018-07-18,32.8
2018-07-19,32.65
2018-07-20,32.71
2018-07-23,32.45
2018-07-24,32.02
2018-07-25,32.33
2018-07-26,33.02
2018-07-27,32.91
2018-07-30,32.86
2018-07-31,33.27
2018-08-01,33.16
2018-08-02,33.87
2018-08-03,34.27
2018-08-06,34.21
2018-08-07,34.17
2018-08-08,34.52
2018-08-09,34.8
2018-08-10,37.63
2018-08-13,37.72
2018-08-14,37.7
2018-08-15,37.65
2018-08-16,37.9
2018-08-17,37.97
2018-08-20,38.28
2018-08-21,38.53
2018-08-22,38.27
2018-08-23,38.14
2018-08-24,38.22
2018-08-27,38.37
2018-08-28,37.94
2018-08-29,37.99
2018-08-30,38.18
2018-08-31,38.11
2018-09-04,38.26
2018-09-05,37.89
2018-09-06,37.73
2018-09-07,37.25
2018-09-10,37.49
2018-09-11,37.7
2018-09-12,37.85
2018-09-13,37.85
2018-09-14,37.89
2018-09-17,37.58
2018-09-18,37.52
2018-09-19,36.98
2018-09-20,37.37
2018-09-21,36.68
2018-09-24,36.28
2018-09-25,36.54
2018-09-26,36.24
2018-09-27,36.38
2018-09-28,36.13
2018-10-01,36.17
2018-10-02,36.25
2018-10-03,36.32
2018-10-04,36.18
2018-10-05,36.51
2018-10-08,36.12
2018-10-09,34.84
2018-10-10,33.44
2018-10-11,33.25
2018-10-12,33.13
2018-10-15,33.49
2018-10-16,33.91
2018-10-17,33.41
2018-10-18,33.06
2018-10-19,33.0
2018-10-22,32.88
2018-10-23,32.7
2018-10-24,32.07
2018-10-25,32.35
2018-10-26,31.73
2018-10-29,32.09
2018-10-30,33.03
2018-10-31,33.61
2018-11-01,33.95
2018-11-02,33.52
2018-11-05,33.45
2018-11-06,32.84
2018-11-07,33.33
2018-11-08,33.45
2018-11-09,35.34
2018-11-12,34.94
2018-11-13,35.13
2018-11-14,34.4
2018-11-15,34.34
2018-11-16,34.73
2018-11-19,34.57
2018-11-20,34.26
2018-11-21,34.34
2018-11-23,34.09
2018-11-26,34.7
2018-11-27,34.11
2018-11-28,34.95
2018-11-29,35.19
2018-11-30,34.78
2018-12-03,34.39
2018-12-04,33.38
2018-12-06,33.28
2018-12-07,33.28
2018-12-10,33.21
2018-12-11,32.87
2018-12-12,32.68
2018-12-13,32.38
2018-12-14,32.13
2018-12-17,31.83
2018-12-18,32.01
2018-12-19,32.19
2018-12-20,32.05
2018-12-21,31.39
2018-12-24,31.18
2018-12-26,32.44
2018-12-27,32.37
2018-12-28,32.5
2018-12-31,32.72
2019-01-02,32.95
2019-01-03,33.5
2019-01-04,34.13
2019-01-07,34.66
2019-01-08,34.65
2019-01-09,34.65
2019-01-10,34.88
2019-01-11,34.8
2019-01-14,34.85
2019-01-15,34.99
2019-01-16,35.12
2019-01-17,35.64
2019-01-18,36.25
2019-01-22,36.28
2019-01-23,36.01
2019-01-24,35.86
2019-01-25,36.23
2019-01-28,36.21
2019-01-29,35.95
2019-01-30,35.96
2019-01-31,35.96
2019-02-01,36.14
2019-02-04,36.4
2019-02-05,36.81
2019-02-06,36.71
2019-02-07,36.37
2019-02-08,36.3
2019-02-11,36.19
2019-02-12,36.37
2019-02-13,36.11
2019-02-14,36.32
2019-02-15,36.64
2019-02-19,36.48
2019-02-20,36.59
2019-02-21,36.52
2019-02-22,37.02
2019-02-25,36.79
2019-02-26,36.93
2019-02-27,37.37
2019-02-28,37.5
2019-03-01,36.93
2019-03-04,34.99
2019-03-05,34.64
2019-03-06,34.09
2019-03-07,33.79
2019-03-08,33.79
2019-03-11,33.77
2019-03-12,33.51
2019-03-13,33.88
2019-03-14,34.01
2019-03-15,33.86
2019-03-18,33.92
2019-03-19,34.08
2019-03-20,33.83
2019-03-21,33.82
2019-03-22,33.35
2019-03-25,33.06
2019-03-26,33.41
2019-03-27,33.44
2019-03-28,33.77
2019-03-29,34.0
2019-04-01,34.56
2019-04-02,34.51
2019-04-03,34.37
2019-04-04,34.28
2019-04-05,34.26
2019-04-08,34.26
2019-04-09,33.93
2019-04-10,33.92
2019-04-11,33.73
2019-04-12,34.33
2019-04-15,34.1
2019-04-16,34.02
2019-04-17,34.63
2019-04-18,34.86
2019-04-22,34.25
2019-04-23,34.6
2019-04-24,34.88
2019-04-25,34.31
2019-04-26,34.48
2019-04-29,34.6
2019-04-30,34.79
2019-05-01,34.57
2019-05-02,34.54
2019-05-03,34.72
2019-05-06,34.63
2019-05-07,34.55
2019-05-08,34.59
2019-05-09,34.61
2019-05-10,33.54
2019-05-13,32.37
2019-05-14,33.23
2019-05-15,32.97
2019-05-16,33.44
2019-05-17,33.44
2019-05-20,33.53
2019-05-21,33.72
2019-05-22,33.7
2019-05-23,33.61
2019-05-24,33.81
2019-05-28,33.46
2019-05-29,32.99
2019-05-30,33.14
2019-05-31,33.37
2019-06-03,33.29
2019-06-04,33.24
2019-06-05,33.79
2019-06-06,33.82
2019-06-07,34.29
2019-06-10,34.63
2019-06-11,34.61
2019-06-12,34.92
2019-06-13,35.03
2019-06-14,35.64
2019-06-17,35.83
2019-06-18,35.89
2019-06-19,36.26
2019-06-20,35.9
2019-06-21,36.04
2019-06-24,34.61
2019-06-25,33.79
2019-06-26,33.48
2019-06-27,33.25
2019-06-28,33.22
2019-07-01,33.64
2019-07-02,33.55
2019-07-03,33.74
2019-07-05,33.76
2019-07-08,33.59
2019-07-09,33.62
2019-07-10,33.56
2019-07-11,33.8
2019-07-12,34.38
2019-07-15,35.24
2019-07-16,35.9
2019-07-17,35.89
2019-07-18,36.2
2019-07-19,36.18
2019-07-22,35.48
2019-07-23,35.49
2019-07-24,35.53
2019-07-25,35.4
2019-07-26,35.33
2019-07-29,35.55
2019-07-30,35.96
2019-07-31,36.09
2019-08-01,35.76
2019-08-02,35.52
2019-08-05,34.75
2019-08-06,35.44
2019-08-07,35.15
2019-08-08,35.5
2019-08-09,37.3
2019-08-12,38.31
2019-08-13,38.34
2019-08-14,38.29
2019-08-15,38.33
2019-08-16,38.84
2019-08-19,39.25
2019-08-20,39.23
2019-08-21,39.5
2019-08-22,39.24
2019-08-23,39.09
2019-08-26,39.25
2019-08-27,38.75
2019-08-28,39.28
2019-08-29,39.58
2019-08-30,39.55
2019-09-03,39.51
2019-09-04,39.62
2019-09-05,39.29
2019-09-06,39.09
2019-09-09,38.94
2019-09-10,38.43
2019-09-11,38.2
2019-09-12,38.08
2019-09-13,38.01
2019-09-16,38.21
2019-09-17,38.48
2019-09-18,38.22
2019-09-19,38.33
2019-09-20,38.24
2019-09-23,38.6
2019-09-24,39.15
2019-09-25,38.64
2019-09-26,39.25
2019-09-27,39.59
2019-09-30,39.9
2019-10-01,39.38
2019-10-02,39.07
2019-10-03,39.12
2019-10-04,39.15
2019-10-07,39.38
2019-10-08,39.19
2019-10-09,39.36
2019-10-10,39.55
2019-10-11,39.41
2019-10-14,39.48
2019-10-15,39.26
2019-10-16,39.39
2019-10-17,39.73
2019-10-18,39.87
2019-10-21,40.16
2019-10-22,40.34
2019-10-23,39.8
2019-10-24,40.18
2019-10-25,40.13
2019-10-28,40.47
2019-10-29,40.63
2019-10-30,40.9
2019-10-31,41.12
2019-11-01,41.31
2019-11-04,41.57
2019-11-05,41.54
2019-11-06,41.48
2019-11-07,41.66
2019-11-08,41.28
2019-11-11,41.9
2019-11-12,41.89
2019-11-13,41.54
2019-11-14,42.4
2019-11-15,42.27
2019-11-18,42.01
2019-11-19,42.2
2019-11-20,41.83
2019-11-21,41.8
2019-11-22,41.9
2019-11-25,42.42
2019-11-26,43.09
2019-11-27,43.39
2019-11-29,42.99
2019-12-02,43.27
2019-12-03,43.41
2019-12-04,43.65
2019-12-05,43.93
2019-12-06,43.45
2019-12-09,43.33
2019-12-10,43.31
2019-12-11,43.57
2019-12-12,43.23
2019-12-13,42.94
2019-12-16,43.05
2019-12-17,43.26
2019-12-18,43.0
2019-12-19,43.23
2019-12-20,43.52
2019-12-23,43.2
2019-12-24,43.45
2019-12-26,43.09
2019-12-27,43.26
2019-12-30,43.06
2019-12-31,42.95
2020-01-02,42.96
2020-01-03,42.98
2020-01-06,43.31
2020-01-07,43.26
2020-01-08,43.18
2020-01-09,43.79
2020-01-10,43.7
2020-01-13,44.52
2020-01-14,44.66
2020-01-15,44.56
2020-01-16,44.52
2020-01-17,44.32
2020-01-21,43.58
2020-01-22,43.44
2020-01-23,43.32
2020-01-24,43.37
2020-01-27,43.19
2020-01-28,43.2
2020-01-29,43.03
2020-01-30,42.78
2020-01-31,42.22
2020-02-03,41.94
2020-02-04,42.12
2020-02-05,42.67
2020-02-06,43.4
2020-02-07,42.64
2020-02-10,42.63
2020-02-11,43.15
2020-02-12,42.93
2020-02-13,42.78
2020-02-14,43.07
2020-02-18,42.83
2020-02-19,43.27
2020-02-20,43.64
2020-02-21,43.55
2020-02-24,43.23
2020-02-25,41.98
2020-02-26,41.43
2020-02-27,40.46
2020-02-28,39.7
2020-03-02,39.61
2020-03-03,40.17
2020-03-04,41.87
2020-03-05,40.64
2020-03-06,40.49
2020-03-09,37.75
2020-03-10,39.26
2020-03-11,37.23
2020-03-12,32.99
2020-03-13,34.89
2020-03-16,32.16
2020-03-17,30.74
2020-03-18,27.13
2020-03-19,28.77
2020-03-20,28.32
2020-03-23,27.89
2020-03-24,31.07
2020-03-25,31.12
2020-03-26,33.19
2020-03-27,32.87
2020-03-30,33.32
2020-03-31,34.18
2020-04-01,34.0
2020-04-02,34.92
2020-04-03,35.01
2020-04-06,36.27
2020-04-07,36.47
2020-04-08,37.84
2020-04-09,39.16
2020-04-13,38.56
2020-04-14,40.29
2020-04-15,38.68
2020-04-16,39.49
2020-04-17,41.29
2020-04-20,41.18
2020-04-21,41.05
2020-04-22,42.5
2020-04-23,42.79
2020-04-24,42.92
2020-04-27,43.21
2020-04-28,42.82
2020-04-29,43.67
2020-04-30,43.09
2020-05-01,42.48
2020-05-04,41.89
2020-05-05,42.35
2020-05-06,41.96
2020-05-07,43.93
2020-05-08,44.31
2020-05-11,42.85
2020-05-12,41.84
2020-05-13,40.96
2020-05-14,40.65
2020-05-15,40.4
2020-05-18,40.78
2020-05-19,41.0
2020-05-20,40.79
2020-05-21,40.15
2020-05-22,39.99
2020-05-26,41.05
2020-05-27,41.34
2020-05-28,42.71
2020-05-29,43.27
2020-06-01,43.63
2020-06-02,42.88
2020-06-03,42.87
2020-06-04,43.12
2020-06-05,43.47
2020-06-08,43.29
2020-06-09,42.78
2020-06-10,41.59
2020-06-11,39.52
2020-06-12,39.86
2020-06-15,40.35
2020-06-16,41.16
2020-06-17,40.96
2020-06-18,40.41
2020-06-19,39.77
2020-06-22,40.46
2020-06-23,40.31
2020-06-24,40.48
2020-06-25,39.81
2020-06-26,39.58
2020-06-29,39.59
2020-06-30,40.85
2020-07-01,40.16
2020-07-02,40.46
2020-07-06,40.78
2020-07-07,41.01
2020-07-08,41.24
2020-07-09,41.27
2020-07-10,41.41
2020-07-13,41.28
2020-07-14,41.92
2020-07-15,42.49
2020-07-16,42.47
2020-07-17,42.55
2020-07-20,42.48
2020-07-21,42.69
2020-07-22,44.98
2020-07-23,44.56
2020-07-24,44.07
2020-07-27,44.44
2020-07-28,44.58
2020-07-29,45.6
2020-07-30,46.3
2020-07-31,46.28
2020-08-03,46.7
2020-08-04,47.19
2020-08-05,48.24
2020-08-06,48.92
2020-08-07,55.71
2020-08-10,58.13
2020-08-11,57.47
2020-08-12,61.9
