date,sgx_io_close
2015-12-09,38.73
2015-12-10,38.15
2015-12-11,38.28
2015-12-14,38.45
2015-12-15,38.2
2015-12-16,38.55
2015-12-17,38.8
2015-12-18,39.32
2015-12-21,39.28
2015-12-22,39.03
2015-12-23,39.03
2015-12-24,39.12
2015-12-28,39.15
2015-12-29,39.31
2015-12-30,39.31
2015-12-31,39.58
2016-01-04,41.7
2016-01-05,41.52
2016-01-06,40.92
2016-01-07,40.95
2016-01-08,40.62
2016-01-11,39.98
2016-01-12,39.48
2016-01-13,39.88
2016-01-14,40.13
2016-01-15,40.45
2016-01-18,41.8
2016-01-19,41.51
2016-01-20,40.73
2016-01-21,40.92
2016-01-22,41.07
2016-01-25,40.96
2016-01-26,41.03
2016-01-27,41.15
2016-01-28,41.18
2016-01-29,41.17
2016-02-01,42.74
2016-02-02,43.3
2016-02-03,43.57
2016-02-04,44.25
2016-02-05,44.05
2016-02-08,44.25
2016-02-09,43.75
2016-02-10,43.19
2016-02-11,43.0
2016-02-12,43.0
2016-02-15,44.69
2016-02-16,44.63
2016-02-17,44.72
2016-02-18,45.22
2016-02-19,46.08
2016-02-22,46.75
2016-02-23,46.71
2016-02-24,46.58
2016-02-25,46.42
2016-02-26,46.5
2016-02-29,46.33
2016-03-01,49.08
2016-03-02,50.77
2016-03-03,50.03
2016-03-04,52.0
2016-03-07,60.37
2016-03-08,56.67
2016-03-09,55.54
2016-03-10,55.28
2016-03-11,54.5
2016-03-14,53.97
2016-03-15,52.95
2016-03-16,54.35
2016-03-17,54.95
2016-03-18,55.67
2016-03-21,55.73
2016-03-22,55.77
2016-03-23,55.7
2016-03-24,55.75
2016-03-28,55.65
2016-03-29,55.68
2016-03-30,55.59
2016-03-31,55.52
2016-04-01,53.63
2016-04-04,53.83
2016-04-05,52.95
2016-04-06,52.6
2016-04-07,53.15
2016-04-08,53.18
2016-04-11,55.3
2016-04-12,57.25
2016-04-13,57.85
2016-04-14,56.58
2016-04-15,56.4
2016-04-18,58.2
2016-04-19,58.75
2016-04-20,59.78
2016-04-21,59.92
2016-04-22,59.88
2016-04-25,59.78
2016-04-26,59.52
2016-04-27,59.38
2016-04-28,59.28
2016-04-29,59.58
2016-05-03,60.67
2016-05-04,58.92
2016-05-05,57.87
2016-05-06,58.08
2016-05-09,54.92
2016-05-10,55.55
2016-05-11,55.77
2016-05-12,54.5
2016-05-13,54.07
2016-05-16,54.62
2016-05-17,56.12
2016-05-18,55.44
2016-05-19,54.99
2016-05-20,55.56
2016-05-23,54.63
2016-05-24,55.2
2016-05-25,54.92
2016-05-26,54.58
2016-05-27,54.67
2016-05-30,54.75
2016-05-31,54.49
2016-06-01,47.18
2016-06-02,47.72
2016-06-03,47.97
2016-06-06,50.36
2016-06-07,50.45
2016-06-08,50.37
2016-06-09,50.75
2016-06-10,50.95
2016-06-13,50.91
2016-06-14,49.6
2016-06-15,49.68
2016-06-16,49.93
2016-06-17,50.29
2016-06-20,50.3
2016-06-21,50.27
2016-06-22,50.88
2016-06-23,50.8
2016-06-24,50.75
2016-06-27,51.17
2016-06-28,51.38
2016-06-29,51.2
2016-06-30,51.36
2016-07-01,52.38
2016-07-04,54.95
2016-07-05,54.28
2016-07-06,52.41
2016-07-07,53.35
2016-07-08,53.99
2016-07-11,54.12
2016-07-12,55.46
2016-07-13,56.36
2016-07-14,55.78
2016-07-15,56.42
2016-07-18,54.75
2016-07-19,54.72
2016-07-20,55.03
2016-07-21,55.92
2016-07-22,55.53
2016-07-25,56.02
2016-07-26,56.26
2016-07-27,56.29
2016-07-28,56.55
2016-07-29,56.61
2016-08-01,59.72
2016-08-02,59.77
2016-08-03,59.42
2016-08-04,58.41
2016-08-05,60.18
2016-08-08,61.1
2016-08-09,60.25
2016-08-10,60.05
2016-08-11,59.47
2016-08-12,59.44
2016-08-15,59.08
2016-08-16,60.37
2016-08-17,59.77
2016-08-18,60.17
2016-08-19,60.6
2016-08-22,60.75
2016-08-23,61.04
2016-08-24,60.93
2016-08-25,60.73
2016-08-26,60.75
2016-08-29,60.55
2016-08-30,60.38
2016-08-31,60.43
2016-09-01,58.02
2016-09-02,57.85
2016-09-05,58.0
2016-09-06,58.23
2016-09-07,57.15
2016-09-08,57.36
2016-09-09,57.48
2016-09-12,57.17
2016-09-13,56.95
2016-09-14,56.93
2016-09-15,56.77
2016-09-16,56.65
2016-09-19,56.38
2016-09-20,56.95
2016-09-21,56.78
2016-09-22,57.0
2016-09-23,56.89
2016-09-26,57.01
2016-09-27,56.63
2016-09-28,56.72
2016-09-29,56.73
2016-09-30,56.63
2016-10-03,55.07
2016-10-04,55.24
2016-10-05,55.16
2016-10-06,55.09
2016-10-07,54.86
2016-10-10,56.15
2016-10-11,56.23
2016-10-12,56.13
2016-10-13,56.06
2016-10-14,56.72
2016-10-17,57.04
2016-10-18,56.96
2016-10-19,57.08
2016-10-20,57.19
2016-10-21,57.05
2016-10-24,57.2
2016-10-25,57.5
2016-10-26,57.74
2016-10-27,57.87
2016-10-28,57.87
2016-10-31,58.0
2016-11-01,63.52
2016-11-02,62.38
2016-11-03,63.67
2016-11-04,63.43
2016-11-07,66.08
2016-11-08,65.79
2016-11-09,69.58
2016-11-10,71.43
2016-11-11,77.12
2016-11-14,74.43
2016-11-15,70.0
2016-11-16,70.54
2016-11-17,70.35
2016-11-18,69.2
2016-11-21,68.88
2016-11-22,71.42
2016-11-23,72.12
2016-11-24,72.56
2016-11-25,72.56
2016-11-28,72.65
2016-11-29,72.53
2016-11-30,72.25
2016-12-01,75.46
2016-12-02,74.2
2016-12-05,76.16
2016-12-06,76.32
2016-12-07,79.25
2016-12-08,79.4
2016-12-09,78.66
2016-12-12,80.44
2016-12-13,80.66
2016-12-14,79.13
2016-12-15,80.32
2016-12-16,79.7
2016-12-19,78.58
2016-12-20,79.43
2016-12-21,79.92
2016-12-22,78.77
2016-12-23,79.27
2016-12-27,79.74
2016-12-28,79.75
2016-12-29,79.75
2016-12-30,79.75
2017-01-03,74.28
2017-01-04,74.3
2017-01-05,76.22
2017-01-06,75.33
2017-01-09,76.85
2017-01-10,78.42
2017-01-11,78.81
2017-01-12,79.02
2017-01-13,78.73
2017-01-16,81.57
2017-01-17,80.33
2017-01-18,80.34
2017-01-19,79.85
2017-01-20,79.03
2017-01-23,79.73
2017-01-24,80.63
2017-01-25,80.67
2017-01-26,80.93
2017-01-27,80.81
2017-01-30,80.81
2017-01-31,80.4
2017-02-01,83.32
2017-02-02,84.01
2017-02-03,79.51
2017-02-06,78.55
2017-02-07,80.86
2017-02-08,81.8
2017-02-09,81.78
2017-02-10,84.94
2017-02-13,87.77
2017-02-14,87.53
2017-02-15,86.8
2017-02-16,86.08
2017-02-17,87.51
2017-02-20,87.94
2017-02-21,88.52
2017-02-22,88.09
2017-02-23,87.66
2017-02-24,87.38
2017-02-27,88.03
2017-02-28,88.07
2017-03-01,87.52
2017-03-02,88.35
2017-03-03,87.25
2017-03-06,85.89
2017-03-07,86.0
2017-03-08,85.66
2017-03-09,85.1
2017-03-10,85.32
2017-03-13,87.49
2017-03-14,87.66
2017-03-15,89.38
2017-03-16,90.16
2017-03-17,89.73
2017-03-20,89.48
2017-03-21,88.33
2017-03-22,87.71
2017-03-23,87.77
2017-03-24,87.68
2017-03-27,87.15
2017-03-28,86.87
2017-03-29,86.98
2017-03-30,87.03
2017-03-31,86.84
2017-04-03,78.46
2017-04-04,79.4
2017-04-05,79.57
2017-04-06,78.41
2017-04-07,76.19
2017-04-10,74.14
2017-04-11,73.57
2017-04-12,71.47
2017-04-13,71.28
2017-04-14,71.75
2017-04-17,69.9
2017-04-18,68.18
2017-04-19,69.14
2017-04-20,69.61
2017-04-21,70.05
2017-04-24,69.88
2017-04-25,69.72
2017-04-26,69.9
2017-04-27,70.17
2017-04-28,69.97
2017-05-02,68.65
2017-05-03,67.47
2017-05-04,62.83
2017-05-05,62.37
2017-05-08,60.83
2017-05-09,60.76
2017-05-10,62.53
2017-05-11,61.93
2017-05-12,60.99
2017-05-15,60.97
2017-05-16,61.2
2017-05-17,62.15
2017-05-18,61.04
2017-05-19,62.14
2017-05-22,62.1
2017-05-23,62.01
2017-05-24,60.84
2017-05-25,60.83
2017-05-26,60.71
2017-05-29,60.71
2017-05-30,60.76
2017-05-31,60.71
2017-06-01,55.26
2017-06-02,55.72
2017-06-05,55.35
2017-06-06,55.35
2017-06-07,55.07
2017-06-08,54.37
2017-06-09,54.16
2017-06-12,54.65
2017-06-13,53.66
2017-06-14,54.35
2017-06-15,54.4
2017-06-16,54.72
2017-06-19,55.16
2017-06-20,54.97
2017-06-21,54.91
2017-06-22,54.7
2017-06-23,54.75
2017-06-26,54.95
2017-06-27,55.46
2017-06-28,55.75
2017-06-29,55.9
2017-06-30,56.01
2017-07-03,64.76
2017-07-04,62.55
2017-07-05,63.16
2017-07-06,62.23
2017-07-07,63.19
2017-07-10,63.25
2017-07-11,64.46
2017-07-12,64.3
2017-07-13,64.81
2017-07-14,64.65
2017-07-17,65.65
2017-07-18,66.28
2017-07-19,66.63
2017-07-20,66.25
2017-07-21,65.81
2017-07-24,65.41
2017-07-25,65.61
2017-07-26,66.02
2017-07-27,65.88
2017-07-28,65.82
2017-07-31,66.22
2017-08-01,72.15
2017-08-02,71.83
2017-08-03,72.49
2017-08-04,73.56
2017-08-07,75.63
2017-08-08,74.61
2017-08-09,75.42
2017-08-10,75.35
2017-08-11,73.51
2017-08-14,72.72
2017-08-15,72.97
2017-08-16,73.13
2017-08-17,74.24
2017-08-18,74.91
2017-08-21,75.39
2017-08-22,75.56
2017-08-23,75.05
2017-08-24,75.47
2017-08-25,75.19
2017-08-28,75.1
2017-08-29,74.95
2017-08-30,75.14
2017-08-31,75.11
2017-09-01,77.6
2017-09-04,76.97
2017-09-05,77.8
2017-09-06,76.11
2017-09-07,75.0
2017-09-08,74.21
2017-09-11,74.36
2017-09-12,75.04
2017-09-13,74.62
2017-09-14,73.4
2017-09-15,72.81
2017-09-18,73.07
2017-09-19,71.72
2017-09-20,71.72
2017-09-21,70.36
2017-09-22,70.02
2017-09-25,70.1
2017-09-26,70.16
2017-09-27,70.0
2017-09-28,69.88
2017-09-29,69.77
2017-10-02,62.9
2017-10-03,63.0
2017-10-04,63.3
2017-10-05,63.77
2017-10-06,63.75
2017-10-09,61.23
2017-10-10,59.58
2017-10-11,59.31
2017-10-12,59.61
2017-10-13,60.92
2017-10-16,61.9
2017-10-17,61.63
2017-10-18,61.59
2017-10-19,60.38
2017-10-20,60.89
2017-10-23,61.05
2017-10-24,61.09
2017-10-25,61.03
2017-10-26,60.78
2017-10-27,60.4
2017-10-30,60.34
2017-10-31,60.31
2017-11-01,58.53
2017-11-02,59.48
2017-11-03,59.66
2017-11-06,62.54
2017-11-07,61.79
2017-11-08,61.75
2017-11-09,61.91
2017-11-10,62.09
2017-11-13,62.31
2017-11-14,62.23
2017-11-15,61.07
2017-11-16,61.65
2017-11-17,61.6
2017-11-20,62.3
2017-11-21,62.25
2017-11-22,63.2
2017-11-23,63.03
2017-11-24,63.18
2017-11-27,63.41
2017-11-28,63.39
2017-11-29,63.37
2017-11-30,63.36
2017-12-01,68.95
2017-12-04,71.1
2017-12-05,69.76
2017-12-06,67.53
2017-12-07,66.22
2017-12-08,68.07
2017-12-11,68.15
2017-12-12,68.81
2017-12-13,69.53
2017-12-14,68.93
2017-12-15,69.55
2017-12-18,71.41
2017-12-19,71.17
2017-12-20,70.97
2017-12-21,71.3
2017-12-22,71.37
2017-12-26,70.97
2017-12-27,70.9
2017-12-28,71.24
2017-12-29,71.28
2018-01-02,73.77
2018-01-03,73.31
2018-01-04,74.65
