oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
2034,0.5501474926253688,0.5206366764995083,0.5776794493608652,0.5466658213414923,0.582655379317087,0.5992115637319316,0.5551948051948052,0.6508087535680305,0.5423940149625935,0.44252288911495424,0.516715830875123,0.516715830875123,"[435, 548, 367, 684]"
