min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,1999,0.9279639819909955,0.903705962987999,0.9489744872436218
0.03,0.9944972486243121,1988,0.9310865191146881,0.9059478311148027,0.9521898312370448
0.05,0.9944972486243121,1988,0.9310865191146881,0.9059478311148027,0.9521898312370448
0.08,0.991495747873937,1982,0.9313824419778002,0.9066587615138977,0.9525731584258325
