Date,aluminium
2024-02-13,2186.0
2024-02-14,2202.0
2024-02-15,2186.5
2024-02-16,2176.25
2024-02-20,2148.5
2024-02-21,2175.5
2024-02-22,2144.25
2024-02-23,2131.25
2024-02-26,2129.25
2024-02-27,2131.75
2024-02-28,2132.0
2024-02-29,2167.5
2024-03-01,2188.5
2024-03-04,2174.75
2024-03-05,2166.25
2024-03-06,2189.75
2024-03-07,2201.5
2024-03-08,2193.5
2024-03-11,2210.5
2024-03-12,2216.5
2024-03-13,2211.0
2024-03-14,2193.0
2024-03-15,2214.0
2024-03-18,2213.5
2024-03-19,2203.5
2024-03-20,2212.75
2024-03-21,2237.0
2024-03-22,2251.25
2024-03-25,2268.0
2024-03-26,2246.0
2024-03-27,2247.0
2024-03-28,2284.25
2024-04-01,2289.25
2024-04-02,2326.5
2024-04-03,2372.0
2024-04-04,2386.75
2024-04-05,2395.25
2024-04-08,2405.5
2024-04-09,2407.25
2024-04-10,2397.25
2024-04-11,2398.75
2024-04-12,2436.25
2024-04-15,2521.25
2024-04-16,2515.75
2024-04-17,2590.5
2024-04-18,2601.5
2024-04-19,2680.0
2024-04-22,2660.75
2024-04-23,2572.0
2024-04-24,2600.75
2024-04-25,2526.0
2024-04-26,2554.75
2024-04-29,2566.0
2024-04-30,2561.25
2024-05-01,2537.75
2024-05-02,2491.75
2024-05-03,2512.25
2024-05-06,2554.25
2024-05-07,2527.0
2024-05-08,2503.75
2024-05-09,2510.5
2024-05-10,2488.25
2024-05-13,2493.75
2024-05-14,2491.5
2024-05-15,2533.5
2024-05-16,2529.0
2024-05-17,2533.5
2024-05-20,2557.5
2024-05-21,2651.0
2024-05-22,2568.0
2024-05-23,2550.25
2024-05-24,2588.25
2024-05-28,2654.75
2024-05-29,2703.5
2024-05-30,2648.0
2024-05-31,2591.5
2024-06-03,2601.75
2024-06-04,2599.5
2024-06-05,2558.25
2024-06-06,2592.75
2024-06-07,2507.75
2024-06-10,2499.5
2024-06-11,2459.25
2024-06-12,2496.75
2024-06-13,2477.0
2024-06-14,2440.75
2024-06-17,2425.5
2024-06-18,2416.5
2024-06-20,2441.75
2024-06-21,2432.25
2024-06-24,2423.0
2024-06-25,2421.25
2024-06-26,2434.5
2024-06-27,2436.0
2024-06-28,2457.25
2024-07-01,2444.25
2024-07-02,2450.0
2024-07-03,2483.75
2024-07-05,2457.5
2024-07-08,2456.25
2024-07-09,2420.25
2024-07-10,2400.0
2024-07-11,2390.25
2024-07-12,2388.25
2024-07-15,2362.0
2024-07-16,2314.5
2024-07-17,2313.25
2024-07-18,2292.75
2024-07-19,2263.5
2024-07-22,2210.5
2024-07-23,2211.5
2024-07-24,2219.0
2024-07-25,2188.0
2024-07-26,2212.0
2024-07-29,2163.5
2024-07-30,2125.0
2024-07-31,2189.0
2024-08-01,2176.25
2024-08-02,2155.0
2024-08-05,2134.75
2024-08-06,2181.0
2024-08-07,2177.25
2024-08-08,2167.0
2024-08-09,2182.25
2024-08-12,2199.0
2024-08-13,2211.0
2024-08-14,2211.0
2024-08-15,2237.0
2024-08-16,2235.5
2024-08-19,2308.75
2024-08-20,2357.0
2024-08-21,2346.75
2024-08-22,2350.25
2024-08-23,2419.5
2024-08-26,2412.5
2024-08-27,2418.25
2024-08-28,2363.0
2024-08-29,2344.75
2024-08-30,2342.5
2024-09-03,2294.5
2024-09-04,2293.0
2024-09-05,2269.5
2024-09-06,2258.0
2024-09-09,2257.5
2024-09-10,2259.5
2024-09-11,2300.0
2024-09-12,2334.5
2024-09-13,2380.0
2024-09-16,2437.5
2024-09-17,2430.25
2024-09-18,2437.5
2024-09-19,2463.25
2024-09-20,2402.25
2024-09-23,2408.0
2024-09-24,2484.5
2024-09-25,2451.75
2024-09-26,2543.0
2024-09-27,2579.0
2024-09-30,2534.25
2024-10-01,2564.75
2024-10-02,2580.5
2024-10-03,2551.25
2024-10-04,2583.75
2024-10-07,2590.5
2024-10-08,2496.25
2024-10-09,2463.0
2024-10-10,2520.75
2024-10-11,2569.75
2024-10-14,2533.75
2024-10-15,2515.5
2024-10-16,2525.25
2024-10-17,2503.75
2024-10-18,2566.25
2024-10-21,2541.5
2024-10-22,2574.5
2024-10-23,2612.25
2024-10-24,2597.25
2024-10-25,2629.0
2024-10-28,2590.5
2024-10-29,2606.0
2024-10-30,2563.0
2024-10-31,2560.5
2024-11-01,2546.25
2024-11-04,2560.75
2024-11-05,2616.75
2024-11-06,2548.75
2024-11-07,2654.5
2024-11-08,2561.75
2024-11-11,2502.5
2024-11-12,2471.0
2024-11-13,2452.25
2024-11-14,2428.5
2024-11-15,2566.75
2024-11-18,2535.5
2024-11-19,2575.25
2024-11-20,2573.25
2024-11-21,2570.5
2024-11-22,2556.0
2024-11-25,2580.75
2024-11-26,2555.25
2024-11-27,2556.5
2024-11-29,2562.0
2024-12-02,2559.0
2024-12-03,2590.5
2024-12-04,2625.25
2024-12-05,2614.25
2024-12-06,2549.0
2024-12-09,2524.5
2024-12-10,2518.25
2024-12-11,2535.0
2024-12-12,2535.5
2024-12-13,2521.25
2024-12-16,2488.75
2024-12-17,2464.0
2024-12-18,2467.0
2024-12-19,2448.25
2024-12-20,2481.0
2024-12-23,2477.25
2024-12-24,2532.0
2024-12-26,2507.0
2024-12-27,2530.0
2024-12-30,2545.25
2024-12-31,2521.75
2025-01-02,2498.25
2025-01-03,2458.0
2025-01-06,2469.25
2025-01-07,2491.75
2025-01-08,2467.0
2025-01-09,2507.5
2025-01-10,2549.25
2025-01-13,2568.5
2025-01-14,2571.75
2025-01-15,2608.25
2025-01-16,2655.5
2025-01-17,2686.75
2025-01-21,2663.5
2025-01-22,2638.5
2025-01-23,2634.5
2025-01-24,2657.75
2025-01-27,2602.75
2025-01-28,2563.0
2025-01-29,2612.25
2025-01-30,2618.75
2025-01-31,2586.0
2025-02-03,2617.0
2025-02-04,2631.0
2025-02-05,2601.5
2025-02-06,2620.75
2025-02-07,2623.75
2025-02-10,2636.25
2025-02-11,2620.75
2025-02-12,2587.5
2025-02-13,2571.75
2025-02-14,2612.25
2025-02-18,2638.25
2025-02-19,2652.5
2025-02-20,2692.25
2025-02-21,2694.0
2025-02-24,2620.25
2025-02-25,2585.5
2025-02-26,2597.25
2025-02-27,2596.25
2025-02-28,2561.5
2025-03-03,2567.75
2025-03-04,2575.75
2025-03-05,2610.0
2025-03-06,2656.75
2025-03-07,2661.5
2025-03-10,2651.0
2025-03-11,2649.0
2025-03-12,2648.75
2025-03-13,2645.25
2025-03-14,2624.5
2025-03-17,2633.25
2025-03-18,2596.75
2025-03-19,2604.0
2025-03-20,2597.5
2025-03-21,2553.5
2025-03-24,2538.5
2025-03-25,2526.75
2025-03-26,2533.5
2025-03-27,2479.0
2025-03-28,2459.5
2025-03-31,2432.25
2025-04-01,2400.5
2025-04-02,2366.5
2025-04-03,2296.25
2025-04-04,2209.5
2025-04-07,2199.25
2025-04-08,2190.75
2025-04-09,2166.25
2025-04-10,2251.0
2025-04-11,2300.0
2025-04-14,2306.75
2025-04-15,2317.5
2025-04-16,2310.5
2025-04-17,2307.5
2025-04-21,2330.5
2025-04-22,2303.25
2025-04-23,2345.75
2025-04-24,2390.0
2025-04-25,2351.25
2025-04-28,2347.5
2025-04-29,2354.0
2025-04-30,2292.75
2025-05-01,2293.25
2025-05-02,2307.75
2025-05-05,2306.75
2025-05-06,2310.25
2025-05-07,2269.75
2025-05-08,2294.25
2025-05-09,2309.25
2025-05-12,2382.0
2025-05-13,2400.75
2025-05-14,2457.25
2025-05-15,2403.5
2025-05-16,2389.75
2025-05-19,2355.25
2025-05-20,2372.25
2025-05-21,2374.25
2025-05-22,2350.25
2025-05-23,2357.5
2025-05-27,2373.5
2025-05-28,2358.25
2025-05-29,2344.25
2025-05-30,2348.5
2025-06-02,2381.75
2025-06-03,2371.0
2025-06-04,2390.75
2025-06-05,2404.0
2025-06-06,2365.75
2025-06-09,2394.75
2025-06-10,2419.25
2025-06-11,2443.0
2025-06-12,2439.75
2025-06-13,2436.0
2025-06-16,2441.0
2025-06-17,2479.5
2025-06-18,2503.75
2025-06-20,2470.75
2025-06-23,2528.5
2025-06-24,2507.75
2025-06-25,2497.25
2025-06-26,2510.5
2025-06-27,2507.5
2025-06-30,2515.25
2025-07-01,2518.25
2025-07-02,2530.0
2025-07-03,2524.75
2025-07-07,2467.25
2025-07-08,2469.5
2025-07-09,2486.25
2025-07-10,2504.5
2025-07-11,2491.25
2025-07-14,2470.25
2025-07-15,2447.5
2025-07-16,2433.25
2025-07-17,2428.75
2025-07-18,2507.25
2025-07-21,2552.0
2025-07-22,2584.25
2025-07-23,2566.75
2025-07-24,2564.25
2025-07-25,2546.5
2025-07-28,2533.5
2025-07-29,2507.0
2025-07-30,2502.5
2025-07-31,2446.75
2025-08-01,2432.0
2025-08-04,2427.0
2025-08-05,2432.75
2025-08-06,2483.25
2025-08-07,2500.0
2025-08-08,2501.75
2025-08-11,2469.5
2025-08-12,2507.75
2025-08-13,2510.5
2025-08-14,2501.5
2025-08-15,2480.75
2025-08-18,2458.5
2025-08-19,2428.0
2025-08-20,2459.75
2025-08-21,2484.5
2025-08-22,2505.25
2025-08-25,2527.0
2025-08-26,2541.25
2025-08-27,2506.0
2025-08-28,2516.25
2025-08-29,2514.75
2025-09-02,2514.5
2025-09-03,2505.5
2025-09-04,2488.75
2025-09-05,2495.25
2025-09-08,2511.0
2025-09-09,2516.0
2025-09-10,2518.25
2025-09-11,2587.75
2025-09-12,2583.75
2025-09-15,2591.0
2025-09-16,2614.75
2025-09-17,2583.75
2025-09-18,2579.0
2025-09-19,2559.75
2025-09-22,2530.25
2025-09-23,2522.0
2025-09-24,2533.5
2025-09-25,2551.0
2025-09-26,2544.75
2025-09-29,2583.5
2025-09-30,2594.0
2025-10-01,2597.5
2025-10-02,2596.5
2025-10-03,2612.75
2025-10-06,2636.25
2025-10-07,2662.0
2025-10-08,2681.25
2025-10-09,2727.75
2025-10-10,2603.5
2025-10-13,2653.5
2025-10-14,2636.0
2025-10-15,2643.0
2025-10-16,2686.25
2025-10-17,2683.0
2025-10-20,2689.25
2025-10-21,2681.25
2025-10-22,2708.0
2025-10-23,2768.75
2025-10-24,2776.75
2025-10-27,2800.25
2025-10-28,2821.5
2025-10-29,2829.25
2025-10-30,2815.25
2025-10-31,2824.75
2025-11-03,2852.25
2025-11-04,2778.25
2025-11-05,2762.75
2025-11-06,2771.5
2025-11-07,2775.0
2025-11-10,2803.0
2025-11-11,2786.0
2025-11-12,2815.75
2025-11-13,2830.0
2025-11-14,2786.5
2025-11-17,2732.25
2025-11-18,2684.0
2025-11-19,2713.5
2025-11-20,2728.75
2025-11-21,2695.25
2025-11-24,2740.5
2025-11-25,2725.0
2025-11-26,2790.25
2025-11-28,2808.0
2025-12-01,2843.25
2025-12-02,2849.75
2025-12-03,2867.5
2025-12-04,2877.75
2025-12-05,2861.0
2025-12-08,2837.25
2025-12-09,2796.25
2025-12-10,2804.5
2025-12-11,2825.0
2025-12-12,2788.0
2025-12-15,2763.5
2025-12-16,2775.75
2025-12-17,2816.0
2025-12-18,2823.75
2025-12-19,2868.0
2025-12-22,2850.25
2025-12-23,2857.5
2025-12-24,2865.75
2025-12-26,2924.75
2025-12-29,2835.5
2025-12-30,2899.25
2025-12-31,2906.25
2026-01-02,2938.0
2026-01-05,3010.0
2026-01-06,3053.75
2026-01-07,2993.75
2026-01-08,3001.25
2026-01-09,3037.0
2026-01-12,3086.25
2026-01-13,3102.75
2026-01-14,3086.75
2026-01-15,3069.5
2026-01-16,3034.75
2026-01-20,3015.75
2026-01-21,3032.25
2026-01-22,3060.75
2026-01-23,3097.5
2026-01-26,3137.0
2026-01-27,3111.5
2026-01-28,3165.75
2026-01-29,3138.5
2026-01-30,3034.5
2026-02-02,2926.75
2026-02-03,3015.0
