Date,steel
2024-04-18,925.9404
2024-04-19,929.2473299999999
2024-04-22,929.2473299999999
2024-04-23,929.2473299999999
2024-04-24,892.8711
2024-04-25,895.0757199999999
2024-04-26,904.99651
2024-04-29,912.7126799999999
2024-04-30,896.1780299999999
2024-05-01,892.8711
2024-05-02,892.8711
2024-05-03,896.1780299999999
2024-05-06,858.69949
2024-05-07,865.3133499999999
2024-05-08,859.8018
2024-05-09,865.3133499999999
2024-05-10,859.8018
2024-05-13,860.90411
2024-05-14,863.1087299999999
2024-05-15,863.1087299999999
2024-05-16,866.4156599999999
2024-05-17,867.5179699999999
2024-05-20,869.72259
2024-05-21,871.92721
2024-05-22,869.72259
2024-05-23,869.72259
2024-05-24,869.72259
2024-05-28,871.92721
2024-05-29,858.69949
2024-05-30,850.9833199999999
2024-05-31,838.85791
2024-06-03,827.83481
2024-06-04,816.81171
2024-06-05,817.9140199999999
2024-06-06,804.6863
2024-06-07,802.48168
2024-06-10,799.1747499999999
2024-06-11,802.48168
2024-06-12,807.9932299999999
2024-06-13,810.1978499999999
2024-06-14,810.1978499999999
2024-06-17,810.1978499999999
2024-06-18,806.8909199999999
2024-06-20,799.1747499999999
2024-06-21,794.76551
2024-06-24,790.3562699999999
2024-06-25,790.3562699999999
2024-06-26,744.0592499999999
2024-06-27,745.1615599999999
2024-06-28,742.9569399999999
2024-07-01,742.9569399999999
2024-07-02,738.5477
2024-07-03,737.44539
2024-07-05,744.0592499999999
2024-07-08,741.8546299999999
2024-07-09,738.5477
2024-07-10,737.44539
2024-07-11,734.1384599999999
2024-07-12,733.0361499999999
2024-07-15,729.7292199999999
2024-07-16,727.5246
2024-07-17,726.42229
2024-07-18,726.42229
2024-07-19,724.2176699999999
2024-07-22,724.2176699999999
2024-07-23,722.0130499999999
2024-07-24,725.31998
2024-07-25,731.9338399999999
2024-07-26,731.9338399999999
2024-07-29,731.9338399999999
2024-07-30,734.1384599999999
2024-07-31,776.0262399999999
2024-08-01,758.38928
2024-08-02,750.67311
2024-08-05,757.2869699999999
2024-08-06,755.0823499999999
2024-08-07,753.9800399999999
2024-08-08,747.36618
2024-08-09,749.5708
2024-08-12,747.36618
2024-08-13,745.1615599999999
2024-08-14,727.5246
2024-08-15,727.5246
2024-08-16,723.1153599999999
2024-08-19,729.7292199999999
2024-08-20,729.7292199999999
2024-08-21,740.7523199999999
2024-08-22,740.7523199999999
2024-08-23,740.7523199999999
2024-08-26,738.5477
2024-08-27,739.65001
2024-08-28,804.6863
2024-08-29,799.1747499999999
2024-08-30,787.0493399999999
2024-09-03,771.617
2024-09-04,759.49159
2024-09-05,770.51469
2024-09-06,771.617
2024-09-09,771.617
2024-09-10,771.617
2024-09-11,771.617
2024-09-12,769.41238
2024-09-13,769.41238
2024-09-16,769.41238
2024-09-17,771.617
2024-09-18,774.9239299999999
2024-09-19,777.1285499999999
2024-09-20,776.0262399999999
2024-09-23,776.0262399999999
2024-09-24,776.0262399999999
2024-09-25,800.2770599999999
2024-09-26,810.1978499999999
2024-09-27,809.0955399999999
2024-09-30,810.1978499999999
2024-10-01,801.3793699999999
2024-10-02,788.1516499999999
2024-10-03,798.0724399999999
2024-10-04,798.0724399999999
2024-10-07,794.76551
2024-10-08,783.74241
2024-10-09,771.617
2024-10-10,772.71931
2024-10-11,777.1285499999999
2024-10-14,769.41238
2024-10-15,769.41238
2024-10-16,777.1285499999999
2024-10-17,777.1285499999999
2024-10-18,777.1285499999999
2024-10-21,777.1285499999999
2024-10-22,777.1285499999999
2024-10-23,776.0262399999999
2024-10-24,776.0262399999999
