oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
2051,0.5616772306192102,0.5387615797172112,0.5846475491065576,0.5607966217758502,0.5858689035988738,0.5285789197692711,0.5625,0.49851632047477745,0.561038961038961,0.6230769230769231,0.4929302779132131,0.5070697220867869,"[648, 392, 507, 504]"
