dtc_row_id,dtc_order_no,ticket_row_id,ticket,pseudo_label,pseudo_labeled_order,pseudo_label_reason,pseudo_margin,rule_score,rule_raw,rule_max_possible,rule_rank,score_gap_to_best,dtc_weight,ticket_weight,weight_abs_diff,weight_pct_diff,date_abs_days,date_signed_days,same_day,code_points,code_diff_points,desc_points,net_wt_points,net_wt_over_points,date_points,time_points,price_points,model_probability
68,1332,331,16161,0,1,,51.3,35.3,46.92,133.0,8.0,55.5,34460,1720,32740,0.9500870574579222,8,8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,1.92,0.0026923229812271183
68,1332,332,16161,0,1,,51.3,35.3,46.92,133.0,9.0,55.5,34460,1000,33460,0.9709808473592572,8,8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,1.92,0.002645922350495106
68,1332,333,16161,0,1,,51.3,35.3,46.92,133.0,10.0,55.5,34460,820,33640,0.9762042948345908,8,8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,1.92,0.0026230751767727326
68,1332,334,16161,0,1,,51.3,35.3,46.92,133.0,11.0,55.5,34460,800,33660,0.9767846778874056,8,8,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,1.92,0.0026071469136877733
69,1329,225,15884,1,1,top_clean_score_margin_weight_date,28.10000000000001,90.4,131.02,145.0,1.0,0.0,38520,38520,0,0.0,0,0,1.0,40.0,0.0,20.0,40.0,0.0,25.0,6.02,0.0,0.9888913972032138
69,1329,11,15588,0,1,,28.10000000000001,62.3,82.89,133.0,2.0,28.10000000000001,38520,37940,580,0.015057113187954309,7,-7,0.0,40.0,0.0,20.0,19.89,0.0,3.0,0.0,0.0,0.2782147652134862
69,1329,224,15883,0,1,,28.10000000000001,52.5,76.09,145.0,3.0,37.900000000000006,38520,39680,1160,0.030114226375908618,0,0,1.0,40.0,0.0,20.0,0.0,-15.0,25.0,6.09,0.0,0.12376569438963907
69,1329,304,16088,0,1,,28.10000000000001,36.1,48.0,133.0,4.0,54.300000000000004,38520,25760,12760,0.3312564901349948,6,6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.004527916212264896
69,1329,388,16257,0,1,,28.10000000000001,33.8,45.0,133.0,6.0,56.60000000000001,38520,27380,11140,0.28920041536863966,13,13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.002846007384300863
69,1329,387,16256,0,1,,28.10000000000001,33.8,45.0,133.0,5.0,56.60000000000001,38520,23680,14840,0.3852544132917965,13,13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0027020240440684524
70,1328,224,15883,1,1,top_clean_score_margin_weight_date,38.00000000000001,90.4,131.08,145.0,1.0,0.0,39680,39680,0,0.0,0,0,1.0,40.0,0.0,20.0,40.0,0.0,25.0,6.08,0.0,0.9888073608305371
70,1328,225,15884,0,1,,38.00000000000001,52.4,76.01,145.0,2.0,38.00000000000001,39680,38520,1160,0.029233870967741934,0,0,1.0,40.0,0.0,20.0,0.0,-15.0,25.0,6.01,0.0,0.1221344925735045
70,1328,11,15588,0,1,,38.00000000000001,36.1,48.0,133.0,3.0,54.300000000000004,39680,37940,1740,0.043850806451612906,7,-7,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.004939298867534268
70,1328,304,16088,0,1,,38.00000000000001,36.1,48.0,133.0,4.0,54.300000000000004,39680,25760,13920,0.35080645161290325,6,6,0.0,40.0,0.0,20.0,0.0,-15.0,3.0,0.0,0.0,0.0044072201946163455
70,1328,388,16257,0,1,,38.00000000000001,33.8,45.0,133.0,6.0,56.60000000000001,39680,27380,12300,0.30997983870967744,13,13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.0027694153102152804
70,1328,387,16256,0,1,,38.00000000000001,33.8,45.0,133.0,5.0,56.60000000000001,39680,23680,16000,0.4032258064516129,13,13,0.0,40.0,0.0,20.0,0.0,-15.0,0.0,0.0,0.0,0.00263060720684005
