oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
1999,0.5522761380690345,0.5132554971591486,0.5887943971985993,0.5441532327643084,0.5957659100644137,0.4835545297172533,0.49236192714453586,0.47505668934240364,0.5966898954703833,0.6132497761862131,0.4412206103051526,0.5587793896948474,"[685, 432, 463, 419]"
