min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,2034,0.5644051130776795,0.5334267416983656,0.5930533926585095
0.03,0.8579154375614553,1745,0.5770773638968482,0.543839541547278,0.6080229226361031
0.05,0.7930186823992134,1613,0.5864848109113453,0.5505269683818971,0.6205859750723128
0.08,0.7261553588987217,1477,0.5863236289776574,0.5474789490413385,0.6238137407551577
