oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
2034,0.5644051130776795,0.5334267416983656,0.5930533926585095,0.5628316973710064,0.5979660895547815,0.5913284132841329,0.5738585496866607,0.609895337773549,0.5528898582333697,0.5157680569684638,0.516715830875123,0.516715830875123,"[507, 476, 410, 641]"
