oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
2024,0.6284584980237155,0.6027667984189723,0.6561264822134387,0.5450701491856671,0.56059587302833,0.3249551166965889,0.46770025839793283,0.24896836313617607,0.6664630421502749,0.8411719352351581,0.3591897233201581,0.6408102766798419,"[1091, 206, 546, 181]"
