date,lme_close
2015-11-25,4549.0
2015-11-26,4636.0
2015-11-27,4573.0
2015-11-30,4586.0
2015-12-01,4632.0
2015-12-02,4563.0
2015-12-03,4556.0
2015-12-04,4612.0
2015-12-07,4557.0
2015-12-08,4588.0
2015-12-09,4580.0
2015-12-10,4590.0
2015-12-11,4703.0
2015-12-14,4672.0
2015-12-15,4565.0
2015-12-16,4609.0
2015-12-17,4545.0
2015-12-18,4685.0
2015-12-21,4738.0
2015-12-22,4665.5
2015-12-23,4720.0
2015-12-24,4692.0
2015-12-29,4729.0
2015-12-30,4735.0
2015-12-31,4705.0
2016-01-04,4609.5
2016-01-05,4645.0
2016-01-06,4620.0
2016-01-07,4524.0
2016-01-08,4485.0
2016-01-11,4387.0
2016-01-12,4352.0
2016-01-13,4392.0
2016-01-14,4415.5
2016-01-15,4331.0
2016-01-18,4377.0
2016-01-19,4408.0
2016-01-20,4359.0
2016-01-21,4430.0
2016-01-22,4443.0
2016-01-25,4417.0
2016-01-26,4539.0
2016-01-27,4590.0
2016-01-28,4530.0
2016-01-29,4561.0
2016-02-01,4560.0
2016-02-02,4549.0
2016-02-03,4635.0
2016-02-04,4687.0
2016-02-05,4630.0
2016-02-08,4610.5
2016-02-09,4509.0
2016-02-10,4444.0
2016-02-11,4445.0
2016-02-12,4500.0
2016-02-15,4562.0
2016-02-16,4557.0
2016-02-17,4589.0
2016-02-18,4575.5
2016-02-19,4621.0
2016-02-22,4694.0
2016-02-23,4645.0
2016-02-24,4642.0
2016-02-25,4601.0
2016-02-26,4706.0
2016-02-29,4695.0
2016-03-01,4716.0
2016-03-02,4790.0
2016-03-03,4855.0
2016-03-04,5027.5
2016-03-07,5000.0
2016-03-08,4868.0
2016-03-09,4935.0
2016-03-10,4890.0
2016-03-11,4970.0
2016-03-14,4946.0
2016-03-15,4949.0
2016-03-16,4935.0
2016-03-17,5069.5
2016-03-18,5042.0
2016-03-21,5064.0
2016-03-22,5065.0
2016-03-23,4949.5
2016-03-24,4945.0
2016-03-29,4890.5
2016-03-30,4873.0
2016-03-31,4847.0
2016-04-01,4835.0
2016-04-04,4760.5
2016-04-05,4775.0
2016-04-06,4786.0
2016-04-07,4650.5
2016-04-08,4650.0
2016-04-11,4663.5
2016-04-12,4766.5
2016-04-13,4830.0
2016-04-14,4831.0
2016-04-15,4807.5
2016-04-18,4827.0
2016-04-19,4936.0
2016-04-20,4981.0
2016-04-21,4997.0
2016-04-22,5031.0
2016-04-25,4998.0
2016-04-26,4962.0
2016-04-27,4903.0
2016-04-28,4942.0
2016-04-29,5050.0
2016-05-03,4920.0
2016-05-04,4867.0
2016-05-05,4785.0
2016-05-06,4810.0
2016-05-09,4686.0
2016-05-10,4680.0
2016-05-11,4708.0
2016-05-12,4613.0
2016-05-13,4627.5
2016-05-16,4645.0
2016-05-17,4657.0
2016-05-18,4612.5
2016-05-19,4580.0
2016-05-20,4578.0
2016-05-23,4562.0
2016-05-24,4601.0
2016-05-25,4654.0
2016-05-26,4661.0
2016-05-27,4695.0
2016-05-31,4671.0
2016-06-01,4617.0
2016-06-02,4597.0
2016-06-03,4688.0
2016-06-06,4688.0
2016-06-07,4567.0
2016-06-08,4578.0
2016-06-09,4515.0
2016-06-10,4510.0
2016-06-13,4557.0
2016-06-14,4510.5
2016-06-15,4639.5
2016-06-16,4535.0
2016-06-17,4552.0
2016-06-20,4644.0
2016-06-21,4670.0
2016-06-22,4701.0
2016-06-23,4780.0
2016-06-24,4698.0
2016-06-27,4710.0
2016-06-28,4818.0
2016-06-29,4838.0
2016-06-30,4845.0
2016-07-01,4911.0
2016-07-04,4893.0
2016-07-05,4817.0
2016-07-06,4750.0
2016-07-07,4687.0
2016-07-08,4710.5
2016-07-11,4749.0
2016-07-12,4869.0
2016-07-13,4938.0
2016-07-14,4941.0
2016-07-15,4918.0
2016-07-18,4939.0
2016-07-19,4984.0
2016-07-20,4966.0
2016-07-21,4976.0
2016-07-22,4920.0
2016-07-25,4899.0
2016-07-26,4930.0
2016-07-27,4850.0
2016-07-28,4896.5
2016-07-29,4925.0
2016-08-01,4882.0
2016-08-02,4892.0
2016-08-03,4875.0
2016-08-04,4831.0
2016-08-05,4789.0
2016-08-08,4810.0
2016-08-09,4779.0
2016-08-10,4821.0
2016-08-11,4848.0
2016-08-12,4761.0
2016-08-15,4767.0
2016-08-16,4811.0
2016-08-17,4774.0
2016-08-18,4809.0
2016-08-19,4798.0
2016-08-22,4748.5
2016-08-23,4710.0
2016-08-24,4632.0
2016-08-25,4626.0
2016-08-26,4615.0
2016-08-30,4607.0
2016-08-31,4617.0
2016-09-01,4630.0
2016-09-02,4627.0
2016-09-05,4626.0
2016-09-06,4620.0
2016-09-07,4650.0
2016-09-08,4664.0
2016-09-09,4633.0
2016-09-12,4648.0
2016-09-13,4650.0
2016-09-14,4771.5
2016-09-15,4781.0
2016-09-16,4788.0
2016-09-19,4776.0
2016-09-20,4793.0
2016-09-21,4763.0
2016-09-22,4853.0
2016-09-23,4855.0
2016-09-26,4841.0
2016-09-27,4787.0
2016-09-28,4818.0
2016-09-29,4841.0
2016-09-30,4865.0
2016-10-03,4819.0
2016-10-04,4805.0
2016-10-05,4799.5
2016-10-06,4756.0
2016-10-07,4778.0
2016-10-10,4848.5
2016-10-11,4812.0
2016-10-12,4814.0
2016-10-13,4712.0
2016-10-14,4675.5
2016-10-17,4675.0
2016-10-18,4681.0
2016-10-19,4671.0
2016-10-20,4652.0
2016-10-21,4635.0
2016-10-24,4638.0
2016-10-25,4735.0
2016-10-26,4740.0
2016-10-27,4790.0
2016-10-28,4843.0
2016-10-31,4853.0
2016-11-01,4920.0
2016-11-02,4920.0
2016-11-03,4960.0
2016-11-04,4991.0
2016-11-07,5098.0
2016-11-08,5235.5
2016-11-09,5413.0
2016-11-10,5601.0
2016-11-11,5549.0
2016-11-14,5559.0
2016-11-15,5525.0
2016-11-16,5433.0
2016-11-17,5495.5
2016-11-18,5423.0
2016-11-21,5559.0
2016-11-22,5613.0
2016-11-23,5740.0
2016-11-24,5868.0
2016-11-25,5879.0
2016-11-28,5881.0
2016-11-29,5705.0
2016-11-30,5825.0
2016-12-01,5791.0
2016-12-02,5760.0
2016-12-05,5950.0
2016-12-06,5884.0
2016-12-07,5785.0
2016-12-08,5782.0
2016-12-09,5826.0
2016-12-12,5768.0
2016-12-13,5690.0
2016-12-14,5722.0
2016-12-15,5732.0
2016-12-16,5635.5
2016-12-19,5496.0
2016-12-20,5502.0
2016-12-21,5515.0
2016-12-22,5518.0
2016-12-23,5469.0
2016-12-28,5545.0
2016-12-29,5487.0
2016-12-30,5535.5
2017-01-03,5500.0
2017-01-04,5644.0
2017-01-05,5580.0
2017-01-06,5590.0
2017-01-09,5591.0
2017-01-10,5758.0
2017-01-11,5714.0
2017-01-12,5842.0
2017-01-13,5909.0
2017-01-16,5865.0
2017-01-17,5754.0
2017-01-18,5769.0
2017-01-19,5739.5
2017-01-20,5748.0
2017-01-23,5795.0
2017-01-24,5943.0
2017-01-25,5942.0
2017-01-26,5857.0
2017-01-27,5899.0
2017-01-30,5820.0
2017-01-31,5991.0
2017-02-01,5945.0
2017-02-02,5886.0
2017-02-03,5772.0
2017-02-06,5846.0
2017-02-07,5795.0
2017-02-08,5895.0
2017-02-09,5822.0
2017-02-10,6090.0
2017-02-13,6106.0
2017-02-14,6021.0
2017-02-15,6067.0
2017-02-16,6000.0
2017-02-17,5960.0
2017-02-20,6070.0
2017-02-21,6060.0
2017-02-22,6040.0
2017-02-23,5859.0
2017-02-24,5928.0
2017-02-27,5934.0
2017-02-28,5973.0
2017-03-01,6016.0
2017-03-02,5930.0
2017-03-03,5917.0
2017-03-06,5858.0
2017-03-07,5773.0
2017-03-08,5765.5
2017-03-09,5690.0
2017-03-10,5732.0
2017-03-13,5796.0
2017-03-14,5820.0
2017-03-15,5864.0
2017-03-16,5909.0
2017-03-17,5935.0
2017-03-20,5880.0
2017-03-21,5776.0
2017-03-22,5808.0
2017-03-23,5825.0
2017-03-24,5804.0
2017-03-27,5760.0
2017-03-28,5873.0
2017-03-29,5907.0
2017-03-30,5956.0
2017-03-31,5837.5
2017-04-03,5753.0
2017-04-04,5779.5
2017-04-05,5895.0
2017-04-06,5858.0
2017-04-07,5834.0
2017-04-10,5747.0
2017-04-11,5767.0
2017-04-12,5628.0
2017-04-13,5692.0
2017-04-18,5572.0
2017-04-19,5556.0
2017-04-20,5623.0
2017-04-21,5623.0
2017-04-24,5655.0
2017-04-25,5706.0
2017-04-26,5715.0
2017-04-27,5692.0
2017-04-28,5735.5
2017-05-02,5802.0
2017-05-03,5600.0
2017-05-04,5543.0
2017-05-05,5585.0
2017-05-08,5486.0
2017-05-09,5512.0
2017-05-10,5500.5
2017-05-11,5543.0
2017-05-12,5559.5
2017-05-15,5613.0
2017-05-16,5611.0
2017-05-17,5610.0
2017-05-18,5580.0
2017-05-19,5682.0
2017-05-22,5703.0
2017-05-23,5714.0
2017-05-24,5682.0
2017-05-25,5724.0
2017-05-26,5657.5
2017-05-30,5656.0
2017-05-31,5682.0
2017-06-01,5699.0
2017-06-02,5665.0
2017-06-05,5628.0
2017-06-06,5616.0
2017-06-07,5621.0
2017-06-08,5729.5
2017-06-09,5804.0
2017-06-12,5772.0
2017-06-13,5717.0
2017-06-14,5699.0
2017-06-15,5661.0
2017-06-16,5663.0
2017-06-19,5724.0
2017-06-20,5657.0
2017-06-21,5742.0
2017-06-22,5742.0
2017-06-23,5800.5
2017-06-26,5794.5
2017-06-27,5858.0
2017-06-28,5881.0
2017-06-29,5940.0
2017-06-30,5937.0
2017-07-03,5928.0
2017-07-04,5892.0
2017-07-05,5841.0
2017-07-06,5851.0
2017-07-07,5828.0
2017-07-10,5824.0
2017-07-11,5875.0
2017-07-12,5905.0
2017-07-13,5876.0
2017-07-14,5926.0
2017-07-17,5996.0
2017-07-18,6007.0
2017-07-19,5966.5
2017-07-20,5958.5
2017-07-21,6004.0
2017-07-24,6027.0
2017-07-25,6225.0
2017-07-26,6329.0
2017-07-27,6330.0
2017-07-28,6325.0
2017-07-31,6369.0
2017-08-01,6345.0
2017-08-02,6352.0
2017-08-03,6352.0
2017-08-04,6372.0
2017-08-07,6414.0
2017-08-08,6480.0
2017-08-09,6455.0
2017-08-10,6423.0
2017-08-11,6411.0
2017-08-14,6397.0
2017-08-15,6379.0
2017-08-16,6532.0
2017-08-17,6490.0
2017-08-18,6486.0
2017-08-21,6586.0
2017-08-22,6580.0
2017-08-23,6565.0
2017-08-24,6696.0
2017-08-25,6666.0
2017-08-29,6791.5
2017-08-30,6769.0
2017-08-31,6788.0
2017-09-01,6835.0
2017-09-04,6917.0
2017-09-05,6900.0
2017-09-06,6901.0
2017-09-07,6898.5
2017-09-08,6693.0
2017-09-11,6748.0
2017-09-12,6668.0
2017-09-13,6553.0
2017-09-14,6498.0
2017-09-15,6507.0
2017-09-18,6527.0
2017-09-19,6539.0
2017-09-20,6526.0
2017-09-21,6456.0
2017-09-22,6457.0
2017-09-25,6450.0
2017-09-26,6413.0
2017-09-27,6437.0
2017-09-28,6522.0
2017-09-29,6481.0
2017-10-02,6493.0
2017-10-03,6520.0
2017-10-04,6521.0
2017-10-05,6700.0
2017-10-06,6666.5
2017-10-09,6666.0
2017-10-10,6760.0
2017-10-11,6800.0
2017-10-12,6887.0
2017-10-13,6882.0
2017-10-16,7134.5
2017-10-17,7027.0
2017-10-18,6990.0
2017-10-19,6967.0
2017-10-20,6952.0
2017-10-23,7004.0
2017-10-24,7035.5
2017-10-25,7010.0
2017-10-26,6986.0
2017-10-27,6830.0
2017-10-30,6867.0
2017-10-31,6839.0
2017-11-01,6930.0
2017-11-02,6929.0
2017-11-03,6895.0
2017-11-06,6970.0
2017-11-07,6826.0
2017-11-08,6855.0
2017-11-09,6808.0
2017-11-10,6786.0
2017-11-13,6895.0
2017-11-14,6759.0
2017-11-15,6773.0
2017-11-16,6737.0
2017-11-17,6777.0
2017-11-20,6828.0
2017-11-21,6909.0
2017-11-22,6954.0
2017-11-23,6963.0
2017-11-24,7002.0
2017-11-27,6942.0
2017-11-28,6805.0
2017-11-29,6760.0
2017-11-30,6762.0
2017-12-01,6833.0
2017-12-04,6826.0
2017-12-05,6543.0
2017-12-06,6550.0
2017-12-07,6564.0
2017-12-08,6571.0
2017-12-11,6670.0
2017-12-12,6663.0
2017-12-13,6729.0
2017-12-14,6793.0
2017-12-15,6886.0
2017-12-18,6905.0
2017-12-19,6942.0
2017-12-20,7044.0
2017-12-21,7086.0
2017-12-22,7125.0
2017-12-27,7240.0
2017-12-28,7289.0
2017-12-29,7247.0
2018-01-02,7205.0
2018-01-03,7147.0
2018-01-04,7188.5
2018-01-05,7121.0
2018-01-08,7125.0
2018-01-09,7102.0
2018-01-10,7153.0
2018-01-11,7140.5
2018-01-12,7110.0
2018-01-15,7210.0
2018-01-16,7078.0
2018-01-17,7034.0
2018-01-18,7076.0
2018-01-19,7041.0
2018-01-22,7068.0
2018-01-23,6923.0
2018-01-24,7150.0
2018-01-25,7138.0
2018-01-26,7085.0
2018-01-29,7085.0
2018-01-30,7050.0
2018-01-31,7118.0
2018-02-01,7119.0
2018-02-02,7045.0
2018-02-05,7169.0
2018-02-06,7076.0
2018-02-07,6880.0
2018-02-08,6845.0
2018-02-09,6755.0
2018-02-12,6831.0
2018-02-13,6988.0
2018-02-14,7163.0
2018-02-15,7182.0
2018-02-16,7233.0
2018-02-19,7118.0
2018-02-20,7090.0
2018-02-21,7119.0
2018-02-22,7162.0
2018-02-23,7095.0
2018-02-26,7110.0
2018-02-27,7021.0
2018-02-28,6931.0
2018-03-01,6922.0
2018-03-02,6898.0
2018-03-05,6910.0
2018-03-06,7004.0
2018-03-07,6950.0
2018-03-08,6833.0
2018-03-09,6962.0
2018-03-12,6913.0
2018-03-13,6945.0
2018-03-14,6988.5
2018-03-15,6920.0
2018-03-16,6888.0
2018-03-19,6854.0
2018-03-20,6755.0
2018-03-21,6793.0
2018-03-22,6695.0
2018-03-23,6660.0
2018-03-26,6602.0
2018-03-27,6649.0
2018-03-28,6665.0
2018-03-29,6714.0
2018-04-03,6796.0
2018-04-04,6724.0
2018-04-05,6816.0
2018-04-06,6769.0
2018-04-09,6830.0
2018-04-10,6945.0
2018-04-11,6950.0
2018-04-12,6821.0
2018-04-13,6830.0
2018-04-16,6910.5
2018-04-17,6877.0
2018-04-18,7022.0
2018-04-19,6984.0
2018-04-20,6992.0
2018-04-23,6943.5
2018-04-24,7013.0
2018-04-25,7008.0
2018-04-26,6965.0
2018-04-27,6797.0
2018-04-30,6807.0
2018-05-01,6745.0
2018-05-02,6820.0
2018-05-03,6827.0
2018-05-04,6826.0
2018-05-08,6745.0
2018-05-09,6810.0
2018-05-10,6917.0
2018-05-11,6942.0
2018-05-14,6885.0
2018-05-15,6808.0
2018-05-16,6826.0
2018-05-17,6879.0
2018-05-18,6855.0
2018-05-21,6879.0
2018-05-22,6979.0
2018-05-23,6867.0
2018-05-24,6880.0
2018-05-25,6885.0
2018-05-29,6860.0
2018-05-30,6840.0
2018-05-31,6852.0
2018-06-01,6896.0
2018-06-04,6975.0
2018-06-05,7099.0
2018-06-06,7220.0
2018-06-07,7332.0
2018-06-08,7312.0
2018-06-11,7255.0
2018-06-12,7222.0
2018-06-13,7257.0
2018-06-14,7177.0
2018-06-15,7020.0
2018-06-18,6964.0
2018-06-19,6840.0
2018-06-20,6773.0
2018-06-21,6786.0
2018-06-22,6789.0
2018-06-25,6755.0
2018-06-26,6713.0
2018-06-27,6692.5
2018-06-28,6623.0
2018-06-29,6626.0
2018-07-02,6523.0
2018-07-03,6491.0
2018-07-04,6386.0
2018-07-05,6345.0
2018-07-06,6282.0
2018-07-09,6390.0
2018-07-10,6332.5
2018-07-11,6145.0
2018-07-12,6228.0
2018-07-13,6237.0
2018-07-16,6192.0
2018-07-17,6152.0
2018-07-18,6150.0
2018-07-19,6065.0
2018-07-20,6147.5
2018-07-23,6130.0
2018-07-24,6295.0
2018-07-25,6290.0
2018-07-26,6291.0
2018-07-27,6297.0
2018-07-30,6250.0
2018-07-31,6300.0
2018-08-01,6172.0
2018-08-02,6139.5
2018-08-03,6206.0
2018-08-06,6133.0
2018-08-07,6175.0
2018-08-08,6173.0
2018-08-09,6225.0
2018-08-10,6190.0
2018-08-13,6153.5
2018-08-14,6044.0
2018-08-15,5801.0
2018-08-16,5938.0
2018-08-17,5926.0
2018-08-20,5991.5
2018-08-21,6045.0
2018-08-22,6005.0
2018-08-23,5986.5
2018-08-24,6105.0
2018-08-28,6147.0
2018-08-29,6086.0
2018-08-30,6066.0
2018-08-31,5975.0
2018-09-03,5967.0
2018-09-04,5815.0
2018-09-05,5871.0
2018-09-06,5927.5
2018-09-07,5933.0
2018-09-10,5910.0
2018-09-11,5859.0
2018-09-12,5997.0
2018-09-13,6033.0
2018-09-14,5973.0
2018-09-17,5945.0
2018-09-18,6086.0
2018-09-19,6121.0
2018-09-20,6082.0
2018-09-21,6363.0
2018-09-24,6353.0
2018-09-25,6318.0
2018-09-26,6282.0
2018-09-27,6187.0
2018-09-28,6258.0
2018-10-01,6249.0
2018-10-02,6280.0
2018-10-03,6267.0
2018-10-04,6290.0
2018-10-05,6173.0
2018-10-08,6178.0
2018-10-09,6292.0
2018-10-10,6239.0
2018-10-11,6242.0
2018-10-12,6302.0
2018-10-15,6301.0
2018-10-16,6215.0
2018-10-17,6219.0
2018-10-18,6157.0
2018-10-19,6220.0
2018-10-22,6242.0
2018-10-23,6196.0
2018-10-24,6179.0
2018-10-25,6226.0
2018-10-26,6160.0
2018-10-29,6160.0
2018-10-30,6032.0
2018-10-31,5992.0
2018-11-01,6090.0
2018-11-02,6283.0
2018-11-05,6191.0
2018-11-06,6158.0
2018-11-07,6153.0
2018-11-08,6155.0
2018-11-09,6056.0
2018-11-12,6049.0
2018-11-13,6073.0
2018-11-14,6090.0
2018-11-15,6184.0
2018-11-16,6205.0
2018-11-19,6259.0
2018-11-20,6184.0
2018-11-21,6235.0
2018-11-22,6255.0
2018-11-23,6207.0
2018-11-26,6189.0
2018-11-27,6121.5
2018-11-28,6200.0
2018-11-29,6212.0
2018-11-30,6198.5
2018-12-03,6295.0
2018-12-04,6209.0
2018-12-05,6175.0
2018-12-06,6070.0
2018-12-07,6145.0
2018-12-10,6089.0
2018-12-11,6168.0
2018-12-12,6140.0
2018-12-13,6155.0
2018-12-14,6131.5
2018-12-17,6123.0
2018-12-18,5970.0
2018-12-19,6015.0
2018-12-20,6000.0
2018-12-21,5991.0
2018-12-24,5955.5
2018-12-27,5986.5
2018-12-28,5997.0
2018-12-31,5965.0
2019-01-02,5842.0
2019-01-03,5736.0
2019-01-04,5918.0
2019-01-07,5923.0
