min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,1884,0.8641188959660298,0.8452022559298802,0.8826963906581741
0.03,0.9692144373673036,1826,0.8789704271631983,0.860362528127403,0.8975903614457831
0.05,0.9516985138004246,1793,0.8895705521472392,0.8739541494232941,0.9057466880419369
0.08,0.9267515923566879,1746,0.8940435280641467,0.8779024710971084,0.9106529209621993
