date,lme_al_close,lme_al_close_per_lb,mwp_usd_per_lb,mwp_source,delivered_p1020_per_lb,scrap_6061_6063_extrusion_clean_per_lb,scrap_6061_6063_extrusion_clean_anchor,scrap_clean_sheet_litho_per_lb,scrap_clean_sheet_litho_anchor,scrap_ubc_per_lb,scrap_ubc_anchor,scrap_turnings_borings_per_lb,scrap_turnings_borings_anchor,scrap_zorba_per_lb,scrap_zorba_anchor,scrap_mixed_low_copper_per_lb,scrap_mixed_low_copper_anchor,scrap_old_cast_per_lb,scrap_old_cast_anchor,p1020_chg_1d,p1020_chg_5d
2014-06-16,1853.0,0.8405076611842404,0.2,default,1.0405076611842403,0.9364568950658163,p1020,0.8844315120066042,p1020,0.8324061289473923,p1020,0.541063983815805,p1020,0.6034944434868593,p1020,0.853216282171077,p1020(fallback),0.9156467418421315,p1020(fallback),0.003499678904460568,-0.02466066080366558
2014-06-17,1852.0,0.8400540682748048,0.2,default,1.0400540682748047,0.9360486614473242,p1020,0.884045958033584,p1020,0.8320432546198439,p1020,0.5408281155028984,p1020,0.6032313595993867,p1020,0.8528443359853398,p1020(fallback),0.9152475800818282,p1020(fallback),-0.0004359342332177496,-0.02071389035048754
2014-06-18,1873.0,0.8495795193729532,0.2,default,1.0495795193729531,0.9446215674356578,p1020,0.8921425914670101,p1020,0.8396636154983625,p1020,0.5457813500739357,p1020,0.6087561212363127,p1020,0.8606552058858216,p1020(fallback),0.9236299770481987,p1020(fallback),0.00915861144983432,0.0025997389862055797
2014-06-19,1889.0,0.8568370059239234,0.2,default,1.0568370059239234,0.9511533053315311,p1020,0.8983114550353348,p1020,0.8454696047391388,p1020,0.5495552430804401,p1020,0.6129654634358755,p1020,0.8666063448576171,p1020(fallback),0.9300165652130525,p1020(fallback),0.006914660982815457,0.019694309307443092
2014-06-20,1886.0,0.8554762271956166,0.2,default,1.0554762271956166,0.949928604476055,p1020,0.8971547931162741,p1020,0.8443809817564933,p1020,0.5488476381417207,p1020,0.6121762117734576,p1020,0.8654905063004056,p1020(fallback),0.9288190799321426,p1020(fallback),-0.001287595646896511,0.017935854385360273
2014-06-23,1890.0,0.8572905988333591,0.2,default,1.0572905988333592,0.9515615389500233,p1020,0.8986970090083553,p1020,0.8458324790666873,p1020,0.5497911113933468,p1020,0.6132285473233483,p1020,0.8669782910433544,p1020(fallback),0.9304157269733561,p1020(fallback),0.0017190075825423978,0.016129566629060177
2014-06-24,1896.0,0.860012156289973,0.2,default,1.060012156289973,0.9540109406609757,p1020,0.9010103328464769,p1020,0.8480097250319784,p1020,0.551206321270786,p1020,0.6148070506481842,p1020,0.8692099681577777,p1020(fallback),0.9328106975351762,p1020(fallback),0.002574086499602668,0.019189471609176723
2014-06-25,1900.0,0.8618265279277155,0.2,default,1.0618265279277155,0.955643875134944,p1020,0.9025525487385582,p1020,0.8494612223421725,p1020,0.5521497945224121,p1020,0.6158593861980749,p1020,0.8706977529007266,p1020(fallback),0.9344073445763896,p1020(fallback),0.0017116517267998788,0.011668490408500931
2014-06-26,1897.0,0.8604657491994085,0.2,default,1.0604657491994085,0.9544191742794677,p1020,0.9013958868194972,p1020,0.8483725993595268,p1020,0.5514421895836924,p1020,0.6150701345356568,p1020,0.869581914343515,p1020(fallback),0.9332098592954795,p1020(fallback),-0.0012815452359837831,0.0034335883917244736
2014-06-27,1885.0,0.8550226342861809,0.2,default,1.0550226342861808,0.9495203708575628,p1020,0.8967692391432537,p1020,0.8440181074289447,p1020,0.548611769828814,p1020,0.6119131278859848,p1020,0.8651185601146683,p1020(fallback),0.9284199181718391,p1020(fallback),-0.005132758806530968,-0.000429751895635766
2014-06-30,1891.0,0.8577441917427947,0.2,default,1.0577441917427948,0.9519697725685153,p1020,0.8990825629813756,p1020,0.8461953533942359,p1020,0.5500269797062532,p1020,0.613491631210821,p1020,0.8673502372290917,p1020(fallback),0.9308148887336594,p1020(fallback),0.0025796199703860268,0.00042901441660037065
2014-07-01,1884.0,0.8545690413767453,0.2,default,1.0545690413767452,0.9491121372390707,p1020,0.8963836851702334,p1020,0.8436552331013962,p1020,0.5483759015159075,p1020,0.6116500439985122,p1020,0.864746613928931,p1020(fallback),0.9280207564115358,p1020(fallback),-0.0030018130951094957,-0.005134955180399525
2014-07-02,1923.0,0.8722591648447352,0.2,default,1.0722591648447353,0.9650332483602617,p1020,0.911420290118025,p1020,0.8578073318757883,p1020,0.5575747657192623,p1020,0.6219103156099464,p1020,0.8792525151726829,p1020(fallback),0.943588065063367,p1020(fallback),0.016774741884035826,0.009825180142541967
2014-07-03,1935.0,0.8777022797579629,0.2,default,1.077702279757963,0.9699320517821667,p1020,0.9160469377942685,p1020,0.8621618238063704,p1020,0.5604051854741408,p1020,0.6250673222596185,p1020,0.8837158694015296,p1020(fallback),0.9483780061870074,p1020(fallback),0.005076305329613007,0.01625373622068138
2014-07-04,1923.0,0.8722591648447352,0.2,default,1.0722591648447353,0.9650332483602617,p1020,0.911420290118025,p1020,0.8578073318757883,p1020,0.5575747657192623,p1020,0.6219103156099464,p1020,0.8792525151726829,p1020(fallback),0.943588065063367,p1020(fallback),-0.005050666603813925,0.016337593145777873
2014-07-07,1924.0,0.8727127577541708,0.2,default,1.0727127577541709,0.9654414819787538,p1020,0.9118058440910451,p1020,0.8581702062033367,p1020,0.5578106340321689,p1020,0.622173399497419,p1020,0.8796244613584201,p1020(fallback),0.9439872268236703,p1020(fallback),0.00042302544413441723,0.014151404591230321
2014-07-08,1940.0,0.879970244305141,0.2,default,1.079970244305141,0.971973219874627,p1020,0.91797470765937,p1020,0.863976195444113,p1020,0.5615845270386733,p1020,0.6263827416969818,p1020,0.8855756003302157,p1020(fallback),0.9503738149885241,p1020(fallback),0.006765545108426307,0.024086808859128395
2014-07-09,1939.0,0.8795166513957055,0.2,default,1.0795166513957055,0.971564986256135,p1020,0.9175891536863496,p1020,0.8636133211165644,p1020,0.5613486587257669,p1020,0.6261196578095092,p1020,0.8852036541444784,p1020(fallback),0.9499746532282208,p1020(fallback),-0.0004200050064596672,0.006768407106150676
2014-07-10,1925.0,0.8731663506636065,0.2,default,1.0731663506636064,0.9658497155972459,p1020,0.9121913980640655,p1020,0.8585330805308852,p1020,0.5580465023450754,p1020,0.6224364833848917,p1020,0.8799964075441572,p1020(fallback),0.9443863885839737,p1020(fallback),-0.005882540787016888,-0.004208888836511715
2014-07-11,1941.0,0.8804238372145767,0.2,default,1.0804238372145767,0.972381453493119,p1020,0.9183602616323902,p1020,0.8643390697716614,p1020,0.5618203953515799,p1020,0.6266458255844545,p1020,0.8859475465159529,p1020(fallback),0.9507729767488274,p1020(fallback),0.006762685530050883,0.007614457994419288
2014-07-14,1942.0,0.8808774301240123,0.2,default,1.0808774301240123,0.9727896871116111,p1020,0.9187458156054104,p1020,0.8647019440992099,p1020,0.5620562636644864,p1020,0.6269089094719271,p1020,0.88631949270169,p1020(fallback),0.9511721385091308,p1020(fallback),0.0004198286763137382,0.007611238246979513
2014-07-15,1960.0,0.8890421024938538,0.2,default,1.089042102493854,0.9801378922444686,p1020,0.9256857871197758,p1020,0.8712336819950832,p1020,0.566301893296804,p1020,0.6316444194464352,p1020,0.8930145240449602,p1020(fallback),0.9583570501945915,p1020(fallback),0.007553744894927439,0.008400100129193566
2014-07-16,1970.0,0.8935780315882103,0.2,default,1.0935780315882102,0.9842202284293892,p1020,0.9295413268499787,p1020,0.8748624252705682,p1020,0.5686605764258693,p1020,0.6342752583211618,p1020,0.8967339859023323,p1020(fallback),0.962348667797625,p1020(fallback),0.004165063117366419,0.013025626028394077
2014-07-17,1989.0,0.9021962968674874,0.2,default,1.1021962968674874,0.9919766671807387,p1020,0.9368668523373643,p1020,0.88175703749399,p1020,0.5731420743710934,p1020,0.6392738521831427,p1020,0.9038009634313396,p1020(fallback),0.9699327412433889,p1020(fallback),0.007880795910613525,0.027050742120203308
2014-07-18,1981.0,0.8985675535920022,0.2,default,1.0985675535920023,0.9887107982328021,p1020,0.9337824205532019,p1020,0.8788540428736019,p1020,0.5712551278678413,p1020,0.6371691810833613,p1020,0.9008253939454418,p1020(fallback),0.966739447160962,p1020(fallback),-0.003292284038513116,0.01679314705255086
2014-07-21,2020.0,0.9162576770599923,0.2,default,1.1162576770599923,1.004631909353993,p1020,0.9488190255009935,p1020,0.893006141647994,p1020,0.5804539920711961,p1020,0.6474294526947956,p1020,0.9153312951891936,p1020(fallback),0.9823067558127933,p1020(fallback),0.016102900008423182,0.03273289454468564
2014-07-22,2043.0,0.926690313977012,0.2,default,1.126690313977012,1.0140212825793107,p1020,0.9576867668804601,p1020,0.9013522511816096,p1020,0.5858789632680462,p1020,0.6534803821066668,p1020,0.9238860574611497,p1020(fallback),0.9914874762997705,p1020(fallback),0.00934608301597284,0.034570023874141764
2014-07-23,2016.0,0.9144433054222497,0.2,default,1.1144433054222498,1.0029989748800248,p1020,0.9472768096089123,p1020,0.8915546443377999,p1020,0.5795105188195699,p1020,0.6463771171449049,p1020,0.9138435104462448,p1020(fallback),0.9807101087715798,p1020(fallback),-0.010869897790753535,0.01907982167832767
2014-07-24,2026.0,0.9189792345166061,0.2,default,1.118979234516606,1.0070813110649455,p1020,0.9511323493391152,p1020,0.8951833876132849,p1020,0.5818692019486352,p1020,0.6490079560196315,p1020,0.9175629723036169,p1020(fallback),0.9847017263746134,p1020(fallback),0.004070129967389979,0.015226813678123285
2014-07-25,1997.0,0.9058250401429725,0.2,default,1.1058250401429726,0.9952425361286753,p1020,0.9399512841215266,p1020,0.884660032114378,p1020,0.5750290208743457,p1020,0.641378523282924,p1020,0.9067765329172375,p1020(fallback),0.9731260353258159,p1020(fallback),-0.011755530368993905,0.00660631795217359
2014-07-28,2015.0,0.913989712512814,0.2,default,1.113989712512814,1.0025907412615327,p1020,0.9468912556358918,p1020,0.8911917700102512,p1020,0.5792746505066633,p1020,0.6461140332574321,p1020,0.9134715642605075,p1020(fallback),0.9803109470112763,p1020(fallback),0.00738333106364264,-0.0020317571773855736
2014-07-29,1982.0,0.8990211465014379,0.2,default,1.099021146501438,0.9891190318512941,p1020,0.9341679745262221,p1020,0.8792169172011504,p1020,0.5714909961807477,p1020,0.6374322649708339,p1020,0.901197340131179,p1020(fallback),0.9671386089212654,p1020(fallback),-0.013436897884462229,-0.024557917230962012
2014-07-30,2022.0,0.9171648628788636,0.2,default,1.1171648628788635,1.0054483765909772,p1020,0.9495901334470339,p1020,0.8937318903030909,p1020,0.5809257286970091,p1020,0.6479556204697408,p1020,0.9160751875606681,p1020(fallback),0.9831050793333999,p1020(fallback),0.016508978407907104,0.002442077980433943
2014-07-31,1988.0,0.9017427039580518,0.2,default,1.1017427039580518,0.9915684335622467,p1020,0.936481298364344,p1020,0.8813941631664415,p1020,0.572906206058187,p1020,0.63901076829567,p1020,0.9034290172456024,p1020(fallback),0.9695335794830856,p1020(fallback),-0.013804729662791004,-0.015403798414543757
2014-08-01,1975.0,0.8958459961353884,0.2,default,1.0958459961353884,0.9862613965218495,p1020,0.93146909671508,p1020,0.8766767969083107,p1020,0.569839917990402,p1020,0.6355906777585252,p1020,0.8985937168310184,p1020(fallback),0.9643444765991418,p1020(fallback),-0.005352164168166751,-0.009024071300007819
2014-08-04,2029.0,0.920340013244913,0.2,default,1.120340013244913,1.0083060119204217,p1020,0.9522890112581761,p1020,0.8962720105959305,p1020,0.5825768068873548,p1020,0.6497972076820495,p1020,0.9186788108608287,p1020(fallback),0.9858992116555235,p1020(fallback),0.022351696493764006,0.005700502132802265
2014-08-05,2013.0,0.9130825266939427,0.2,default,1.1130825266939428,1.0017742740245485,p1020,0.9461201476898513,p1020,0.8904660213551543,p1020,0.5788029138808503,p1020,0.6455878654824868,p1020,0.912727671889033,p1020(fallback),0.9795126234906697,p1020(fallback),-0.006477932114510421,0.012794458266128128
2014-08-06,2024.0,0.9180720486977348,0.2,default,1.118072048697735,1.0062648438279616,p1020,0.9503612413930747,p1020,0.894457638958188,p1020,0.5813974653228222,p1020,0.6484817882446862,p1020,0.9168190799321426,p1020(fallback),0.9839034028540067,p1020(fallback),0.0044826164135483015,0.0008120429213407387
2014-08-07,2027.0,0.9194328274260417,0.2,default,1.1194328274260417,1.0074895446834375,p1020,0.9515179033121354,p1020,0.8955462619408334,p1020,0.5821050702615417,p1020,0.6492710399071041,p1020,0.9179349184893542,p1020(fallback),0.9851008881349167,p1020(fallback),0.0012170760640082268,0.01605649250449992
2014-08-08,2024.0,0.9180720486977348,0.2,default,1.118072048697735,1.0062648438279616,p1020,0.9503612413930747,p1020,0.894457638958188,p1020,0.5813974653228222,p1020,0.6484817882446862,p1020,0.9168190799321426,p1020(fallback),0.9839034028540067,p1020(fallback),-0.0012155965904945276,0.020282094966563635
2014-08-11,2033.5,0.9223811813373733,0.2,default,1.1223811813373734,1.0101430632036361,p1020,0.9540240041367674,p1020,0.8979049450698988,p1020,0.5836382142954342,p1020,0.6509810851756765,p1020,0.9203525686966462,p1020(fallback),0.9876954395768887,p1020(fallback),0.0038540742026933472,0.0018219184072061356
2014-08-12,2052.0,0.9307726501619327,0.2,default,1.1307726501619326,1.0176953851457393,p1020,0.9611567526376427,p1020,0.9046181201295461,p1020,0.588001778084205,p1020,0.6558481370939209,p1020,0.9272335731327846,p1020(fallback),0.9950799321425007,p1020(fallback),0.007476487457282799,0.015892912738943776
2014-08-13,2026.0,0.9189792345166061,0.2,default,1.118979234516606,1.0070813110649455,p1020,0.9511323493391152,p1020,0.8951833876132849,p1020,0.5818692019486352,p1020,0.6490079560196315,p1020,0.9175629723036169,p1020(fallback),0.9847017263746134,p1020(fallback),-0.010429519712594426,0.0008113840426722252
2014-08-14,1997.0,0.9058250401429725,0.2,default,1.1058250401429726,0.9952425361286753,p1020,0.9399512841215266,p1020,0.884660032114378,p1020,0.5750290208743457,p1020,0.641378523282924,p1020,0.9067765329172375,p1020(fallback),0.9731260353258159,p1020(fallback),-0.011755530368993905,-0.01215596590494672
2014-08-15,2000.0,0.9071858188712795,0.2,default,1.1071858188712795,0.9964672369841516,p1020,0.9411079460405876,p1020,0.8857486550970237,p1020,0.5757366258130654,p1020,0.642167774945342,p1020,0.9078923714744491,p1020(fallback),0.974323520606726,p1020(fallback),0.0012305551772737733,-0.009736608512067702
2014-08-18,2019.0,0.9158040841505566,0.2,default,1.1158040841505565,1.004223675735501,p1020,0.9484334715279731,p1020,0.8926432673204453,p1020,0.5802181237582894,p1020,0.6471663688073227,p1020,0.9149593490034563,p1020(fallback),0.9819075940524897,p1020(fallback),0.007783937558072163,-0.005859949628681305
2014-08-19,2039.0,0.9248759423392694,0.2,default,1.1248759423392694,1.0123883481053424,p1020,0.9561445509883789,p1020,0.8999007538714155,p1020,0.5849354900164201,p1020,0.6524280465567762,p1020,0.9223982727182009,p1020(fallback),0.989890829258557,p1020(fallback),0.008130332481816493,-0.005214759856297269
2014-08-20,2076.0,0.941658879988388,0.2,default,1.141658879988388,1.0274929919895492,p1020,0.9704100479901298,p1020,0.9133271039907105,p1020,0.5936626175939618,p1020,0.662162150393265,p1020,0.9361602815904781,p1020(fallback),1.0046598143897814,p1020(fallback),0.014919812058756587,0.02026815580861019
2014-08-21,2059.0,0.9339478005279822,0.2,default,1.1339478005279822,1.020553020475184,p1020,0.9638556304487849,p1020,0.9071582404223858,p1020,0.5896528562745508,p1020,0.6576897243062296,p1020,0.9298371964329453,p1020(fallback),0.9978740644646243,p1020(fallback),-0.006754276251487945,0.025431473663658055
2014-08-22,2063.0,0.9357621721657248,0.2,default,1.1357621721657247,1.0221859549491523,p1020,0.965397846340866,p1020,0.9086097377325798,p1020,0.5905963295261769,p1020,0.6587420598561203,p1020,0.9313249811758942,p1020(fallback),0.9994707115058378,p1020(fallback),0.0016000486414786685,0.02580989821887103
2014-08-26,2083.0,0.9448340303544376,0.2,default,1.1448340303544375,1.0303506273189937,p1020,0.9731089258012718,p1020,0.91586722428355,p1020,0.5953136957843076,p1020,0.6640037376055737,p1020,0.9387639048906388,p1020(fallback),1.007453946711905,p1020(fallback),0.00798746287826635,0.026017063941812912
2014-08-27,2085.5,0.9459680126280267,0.2,default,1.1459680126280267,1.031371211365224,p1020,0.9740728107338227,p1020,0.9167744101024214,p1020,0.5959033665665739,p1020,0.6646614473242555,p1020,0.9396937703549818,p1020(fallback),1.0084518511126634,p1020(fallback),0.0009905211091936206,0.018750574614383453
2014-08-28,2081.0,0.9439268445355663,0.2,default,1.1439268445355664,1.0295341600820098,p1020,0.9723378178552314,p1020,0.9151414756284532,p1020,0.5948419591584946,p1020,0.6634775698306284,p1020,0.9380200125191643,p1020(fallback),1.0066556231912984,p1020(fallback),-0.0017811737063928579,0.001986551838673023
2014-08-29,2096.5,0.9509575346318186,0.2,default,1.1509575346318186,1.0358617811686368,p1020,0.9783139044370458,p1020,0.9207660277054549,p1020,0.5984979180085457,p1020,0.6675553700864547,p1020,0.9437851783980912,p1020(fallback),1.0128426304760003,p1020(fallback),0.006146101151343064,0.015000456013862795
2014-09-01,2095.0,0.9502771452676653,0.2,default,1.1502771452676652,1.0352494307408988,p1020,0.9777355734775154,p1020,0.9202217162141322,p1020,0.5981441155391859,p1020,0.6671607442552457,p1020,0.9432272591194855,p1020(fallback),1.0122438878355453,p1020(fallback),-0.0005911507103266711,0.012779940605226026
2014-09-02,2107.0,0.9557202601808928,0.2,default,1.155720260180893,1.0401482341628037,p1020,0.9823622211537589,p1020,0.9245762081447144,p1020,0.6009745352940643,p1020,0.6703177509049179,p1020,0.9476906133483322,p1020(fallback),1.0170338289591858,p1020(fallback),0.004732003009553898,0.009509002648257159
2014-09-03,2079.0,0.943019658716695,0.2,default,1.143019658716695,1.0287176928450255,p1020,0.9715667099091907,p1020,0.914415726973356,p1020,0.5943702225326815,p1020,0.662951402055683,p1020,0.9372761201476898,p1020(fallback),1.0058572996706916,p1020(fallback),-0.010989338771486112,-0.0025728064647898563
2014-09-04,2105.0,0.9548130743620217,0.2,default,1.1548130743620217,1.0393317669258195,p1020,0.9815911132077184,p1020,0.9238504594896174,p1020,0.6005027986682513,p1020,0.6697915831299726,p1020,0.9469467209768577,p1020(fallback),1.0162355054385792,p1020(fallback),0.010317771488346672,0.009516543718208759
2014-09-05,2093.0,0.949369959448794,0.2,default,1.149369959448794,1.0344329635039147,p1020,0.9769644655314749,p1020,0.9194959675590353,p1020,0.5976723789133729,p1020,0.6666345764803006,p1020,0.942483366748011,p1020(fallback),1.0114455643149387,p1020(fallback),-0.004713416425627837,-0.0013793516574287512
2014-09-08,2097.0,0.9511843310865365,0.2,default,1.1511843310865366,1.036065897977883,p1020,0.9785066814235561,p1020,0.9209474648692293,p1020,0.598615852164999,p1020,0.6676869120301911,p1020,0.94397115149096,p1020(fallback),1.0130422113561521,p1020(fallback),0.0015785793101923407,0.000788667168259094
2014-09-09,2068.0,0.9380301367129029,0.2,default,1.1380301367129029,1.0242271230416127,p1020,0.9673256162059675,p1020,0.9104241093703224,p1020,0.5917756710907095,p1020,0.6600574792934836,p1020,0.9331847121045803,p1020(fallback),1.0014665203073545,p1020(fallback),-0.011426662106509222,-0.015306579003141474
2014-09-10,2059.0,0.9339478005279822,0.2,default,1.1339478005279822,1.020553020475184,p1020,0.9638556304487849,p1020,0.9071582404223858,p1020,0.5896528562745508,p1020,0.6576897243062296,p1020,0.9298371964329453,p1020(fallback),0.9978740644646243,p1020(fallback),-0.0035871951481989406,-0.007936747298728064
2014-09-11,2040.0,0.9253295352487051,0.2,default,1.1253295352487052,1.0127965817238347,p1020,0.9565301049613993,p1020,0.9002636281989642,p1020,0.5851713583293267,p1020,0.652691130444249,p1020,0.9227702189039382,p1020(fallback),0.9902899910188605,p1020(fallback),-0.007600231047023676,-0.02553100563881716
2014-09-12,2029.0,0.920340013244913,0.2,default,1.120340013244913,1.0083060119204217,p1020,0.9522890112581761,p1020,0.8962720105959305,p1020,0.5825768068873548,p1020,0.6497972076820495,p1020,0.9186788108608287,p1020(fallback),0.9858992116555235,p1020(fallback),-0.004433831911013875,-0.025257268963078672
2014-09-15,1991.0,0.9031034826863586,0.2,default,1.1031034826863586,0.9927931344177228,p1020,0.9376379602834047,p1020,0.8824827861490869,p1020,0.5736138109969064,p1020,0.639800019958088,p1020,0.904544855802814,p1020(fallback),0.9707310647639956,p1020(fallback),-0.015385088771962319,-0.04176642011344722
2014-09-16,2026.0,0.9189792345166061,0.2,default,1.118979234516606,1.0070813110649455,p1020,0.9511323493391152,p1020,0.8951833876132849,p1020,0.5818692019486352,p1020,0.6490079560196315,p1020,0.9175629723036169,p1020(fallback),0.9847017263746134,p1020(fallback),0.014391897115205943,-0.016740244024928574
2014-09-17,1998.0,0.9062786330524082,0.2,default,1.1062786330524081,0.9956507697471674,p1020,0.9403368380945469,p1020,0.8850229064419266,p1020,0.5752648891872523,p1020,0.6416416071703966,p1020,0.9071484791029746,p1020(fallback),0.9735251970861192,p1020(fallback),-0.011350167252821786,-0.02440074178255014
2014-09-18,1981.5,0.8987943500467201,0.2,default,1.09879435004672,0.9889149150420481,p1020,0.933975197539712,p1020,0.8790354800373761,p1020,0.5713730620242945,p1020,0.6373007230270976,p1020,0.9010113670383104,p1020(fallback),0.9669390280411136,p1020(fallback),-0.0067652784588613235,-0.023579924254027995
2014-09-19,1976.0,0.8962995890448241,0.2,default,1.0962995890448242,0.9866696301403418,p1020,0.9318546506881005,p1020,0.8770396712358594,p1020,0.5700757863033086,p1020,0.6358537616459979,p1020,0.8989656630167557,p1020(fallback),0.9647436383594453,p1020(fallback),-0.002270453066845368,-0.021458150129315734
2014-09-22,1976.0,0.8962995890448241,0.2,default,1.0962995890448242,0.9866696301403418,p1020,0.9318546506881005,p1020,0.8770396712358594,p1020,0.5700757863033086,p1020,0.6358537616459979,p1020,0.8989656630167557,p1020(fallback),0.9647436383594453,p1020(fallback),0.0,-0.006167955906516642
2014-09-23,1966.0,0.8917636599504677,0.2,default,1.0917636599504676,0.9825872939554209,p1020,0.9279991109578974,p1020,0.8734109279603741,p1020,0.5677171031742432,p1020,0.6332229227712712,p1020,0.8952462011593835,p1020(fallback),0.9607520207564115,p1020(fallback),-0.004137490463084537,-0.024321786970332382
2014-09-24,1974.0,0.8953924032259528,0.2,default,1.0953924032259528,0.9858531629033576,p1020,0.9310835427420598,p1020,0.8763139225807622,p1020,0.5696040496774954,p1020,0.6353275938710525,p1020,0.8982217706452812,p1020(fallback),0.9639453148388385,p1020(fallback),0.003323744330938627,-0.009840405031071087
2014-09-25,1950.5,0.8847329698542152,0.2,default,1.0847329698542152,0.9762596728687937,p1020,0.9220230243760829,p1020,0.8677863758833722,p1020,0.564061144324192,p1020,0.6291451225154447,p1020,0.8894810352804564,p1020(fallback),0.9545650134717094,p1020(fallback),-0.00973115510053324,-0.012797099104038034
2014-09-26,1948.0,0.8835989875806262,0.2,default,1.0835989875806262,0.9752390888225636,p1020,0.9210591394435322,p1020,0.866879190064501,p1020,0.5634714735419256,p1020,0.6284874127967631,p1020,0.8885511698161135,p1020(fallback),0.9535671090709511,p1020(fallback),-0.0010454022373279637,-0.011584973296636547
2014-09-29,1963.0,0.8904028812221608,0.2,default,1.090402881222161,0.9813625930999448,p1020,0.9268424490388367,p1020,0.8723223049777288,p1020,0.5670094982355237,p1020,0.6324336711088533,p1020,0.8941303626021718,p1020(fallback),0.9595545354755016,p1020(fallback),0.006278977481075199,-0.005378737602009798
2014-09-30,1960.0,0.8890421024938538,0.2,default,1.089042102493854,0.9801378922444686,p1020,0.9256857871197758,p1020,0.8712336819950832,p1020,0.566301893296804,p1020,0.6316444194464352,p1020,0.8930145240449602,p1020(fallback),0.9583570501945915,p1020(fallback),-0.001247959586076819,-0.0024928082482038594
2014-10-01,1921.0,0.8713519790258639,0.2,default,1.0713519790258639,0.9642167811232775,p1020,0.9106491821719843,p1020,0.8570815832206912,p1020,0.5571030290934492,p1020,0.621384147835001,p1020,0.8785086228012083,p1020(fallback),0.9427897415427602,p1020(fallback),-0.01624374615772939,-0.021946860439500337
