date,NG=F,GLD,USO
2015-09-24,2.5910000801086426,110.48999786376953,116.72000122070312
2015-09-25,2.563999891281128,109.80999755859375,117.76000213623047
2015-09-28,2.562999963760376,108.41999816894531,115.04000091552734
2015-09-29,2.5859999656677246,107.9800033569336,116.87999725341797
2015-09-30,2.5239999294281006,106.86000061035156,117.44000244140625
2015-10-01,2.433000087738037,106.7300033569336,116.63999938964844
2015-10-02,2.4509999752044678,108.98999786376953,118.16000366210938
2015-10-05,2.450000047683716,108.7699966430664,120.0
2015-10-06,2.4700000286102295,109.86000061035156,125.91999816894531
2015-10-07,2.4739999771118164,109.69999694824219,124.55999755859375
2015-10-08,2.497999906539917,109.13999938964844,128.32000732421875
2015-10-09,2.502000093460083,110.87000274658203,127.91999816894531
2015-10-12,2.5350000858306885,111.30999755859375,122.4800033569336
2015-10-13,2.497999906539917,111.86000061035156,120.4800033569336
2015-10-14,2.5179998874664307,113.80999755859375,120.4000015258789
2015-10-15,2.453000068664551,113.29000091552734,121.04000091552734
2015-10-16,2.430000066757202,112.48999786376953,121.76000213623047
2015-10-19,2.441999912261963,112.0199966430664,118.63999938964844
2015-10-20,2.4760000705718994,112.7300033569336,117.83999633789062
2015-10-21,2.4040000438690186,111.7300033569336,115.44000244140625
2015-10-22,2.385999917984009,111.69000244140625,116.08000183105469
2015-10-23,2.2860000133514404,111.5,114.16000366210938
2015-10-26,2.062000036239624,111.43000030517578,112.08000183105469
2015-10-27,2.0920000076293945,111.68000030517578,110.55999755859375
2015-10-28,2.0329999923706055,110.77999877929688,117.5199966430664
2015-10-29,2.256999969482422,109.72000122070312,117.04000091552734
2015-10-30,2.321000099182129,109.30000305175781,118.4800033569336
2015-11-02,2.25600004196167,108.58999633789062,118.0
2015-11-03,2.253000020980835,106.9800033569336,122.23999786376953
2015-11-04,2.26200008392334,105.97000122070312,118.80000305175781
2015-11-05,2.364000082015991,105.63999938964844,115.83999633789062
2015-11-06,2.371000051498413,104.0999984741211,113.83999633789062
2015-11-09,2.299999952316284,104.4000015258789,112.63999938964844
2015-11-10,2.319999933242798,104.18000030517578,112.72000122070312
2015-11-11,2.263000011444092,103.83000183105469,110.08000183105469
2015-11-12,2.259999990463257,103.8499984741211,106.80000305175781
2015-11-13,2.3610000610351562,103.55999755859375,104.4800033569336
2015-11-16,2.384999990463257,103.70999908447266,107.12000274658203
2015-11-17,2.371000051498413,102.33999633789062,104.08000183105469
2015-11-18,2.3469998836517334,102.43000030517578,104.4000015258789
2015-11-19,2.2760000228881836,103.55999755859375,103.68000030517578
2015-11-20,2.1449999809265137,103.08999633789062,103.44000244140625
2015-11-23,2.2100000381469727,102.26000213623047,104.16000366210938
2015-11-24,2.200000047683716,102.94000244140625,106.55999755859375
2015-11-25,2.2060000896453857,102.45999908447266,107.12000274658203
2015-11-27,2.2119998931884766,101.25,104.23999786376953
2015-11-30,2.234999895095825,101.91999816894531,103.44000244140625
2015-12-01,2.2309999465942383,102.27999877929688,103.5999984741211
2015-12-02,2.1649999618530273,100.69000244140625,99.83999633789062
2015-12-03,2.180999994277954,101.76000213623047,102.16000366210938
2015-12-04,2.186000108718872,104.0199966430664,99.68000030517578
2015-12-07,2.066999912261963,102.66999816894531,93.76000213623047
2015-12-08,2.069999933242798,102.83999633789062,93.44000244140625
2015-12-09,2.062000036239624,102.63999938964844,92.4800033569336
2015-12-10,2.015000104904175,102.55000305175781,90.95999908447266
2015-12-11,1.9900000095367432,103.11000061035156,88.55999755859375
2015-12-14,1.8940000534057617,101.79000091552734,89.27999877929688
2015-12-15,1.8220000267028809,101.5199966430664,91.19999694824219
2015-12-16,1.7899999618530273,102.75,87.91999816894531
2015-12-17,1.7549999952316284,100.5,85.91999816894531
2015-12-18,1.7669999599456787,102.04000091552734,85.27999877929688
2015-12-21,1.9110000133514404,103.1500015258789,85.27999877929688
2015-12-22,1.8880000114440918,102.61000061035156,86.16000366210938
2015-12-23,1.9830000400543213,102.30999755859375,90.08000183105469
2015-12-24,2.0290000438690186,103.05000305175781,90.4000015258789
2015-12-28,2.2279999256134033,102.2699966430664,87.44000244140625
2015-12-29,2.371999979019165,102.19999694824219,90.08000183105469
2015-12-30,2.2139999866485596,101.41999816894531,87.44000244140625
2015-12-31,2.3369998931884766,101.45999908447266,88.0
2016-01-04,2.3340001106262207,102.88999938964844,87.83999633789062
2016-01-05,2.325000047683716,103.18000030517578,85.27999877929688
2016-01-06,2.2669999599456787,104.66999816894531,80.87999725341797
2016-01-07,2.381999969482422,106.1500015258789,79.19999694824219
2016-01-08,2.4719998836517334,105.68000030517578,78.4000015258789
2016-01-11,2.3959999084472656,104.73999786376953,74.0
2016-01-12,2.256999969482422,104.20999908447266,73.36000061035156
2016-01-13,2.2690000534057617,104.72000122070312,72.72000122070312
2016-01-14,2.1389999389648438,103.0199966430664,73.83999633789062
2016-01-15,2.0999999046325684,104.08000183105469,70.31999969482422
2016-01-19,2.0910000801086426,103.9800033569336,67.91999816894531
2016-01-20,2.118000030517578,105.37000274658203,65.91999816894531
2016-01-21,2.138000011444092,105.48999786376953,68.4800033569336
2016-01-22,2.1389999389648438,105.0,74.16000366210938
2016-01-25,2.1579999923706055,106.08000183105469,68.31999969482422
2016-01-26,2.180000066757202,107.29000091552734,71.76000213623047
2016-01-27,2.188999891281128,107.69000244140625,73.44000244140625
2016-01-28,2.181999921798706,106.54000091552734,77.5999984741211
2016-01-29,2.2980000972747803,106.94999694824219,77.19999694824219
2016-02-01,2.1519999504089355,108.05000305175781,72.16000366210938
2016-02-02,2.0250000953674316,108.08999633789062,68.55999755859375
2016-02-03,2.0380001068115234,109.25,74.72000122070312
2016-02-04,1.972000002861023,110.56999969482422,72.95999908447266
2016-02-05,2.062999963760376,112.31999969482422,71.27999877929688
2016-02-08,2.140000104904175,113.83000183105469,69.12000274658203
2016-02-09,2.0980000495910645,113.58000183105469,65.44000244140625
2016-02-10,2.0460000038146973,114.45999908447266,63.68000030517578
2016-02-11,1.99399995803833,119.05999755859375,63.91999816894531
2016-02-12,1.965999960899353,118.36000061035156,66.63999938964844
2016-02-16,1.902999997138977,114.7699966430664,66.4800033569336
2016-02-17,1.9420000314712524,115.4800033569336,70.23999786376953
2016-02-18,1.8519999980926514,118.29000091552734,69.27999877929688
2016-02-19,1.8040000200271606,117.58000183105469,68.4000015258789
2016-02-22,1.8209999799728394,115.48999786376953,71.27999877929688
2016-02-23,1.781999945640564,117.22000122070312,67.83999633789062
2016-02-24,1.777999997138977,117.61000061035156,68.72000122070312
2016-02-25,1.7109999656677246,117.91999816894531,70.4000015258789
2016-02-26,1.7910000085830688,117.11000061035156,70.23999786376953
2016-02-29,1.7109999656677246,118.63999938964844,72.0
2016-03-01,1.7419999837875366,117.7699966430664,73.19999694824219
2016-03-02,1.6779999732971191,118.68000030517578,74.4000015258789
2016-03-03,1.6390000581741333,120.7300033569336,74.0
2016-03-04,1.6660000085830688,120.54000091552734,77.19999694824219
2016-03-07,1.690000057220459,121.13999938964844,80.87999725341797
2016-03-08,1.7120000123977661,120.58000183105469,77.19999694824219
2016-03-09,1.7519999742507935,119.58000183105469,81.19999694824219
2016-03-10,1.7879999876022339,121.5,80.31999969482422
2016-03-11,1.8220000267028809,119.41000366210938,81.5199966430664
2016-03-14,1.819000005722046,117.87000274658203,79.04000091552734
2016-03-15,1.8509999513626099,117.95999908447266,77.5999984741211
2016-03-16,1.8680000305175781,120.58999633789062,81.44000244140625
2016-03-17,1.9359999895095825,120.12999725341797,84.4000015258789
2016-03-18,1.906999945640564,119.80000305175781,83.83999633789062
2016-03-21,1.8279999494552612,118.95999908447266,84.72000122070312
2016-03-22,1.8630000352859497,119.30999755859375,84.31999969482422
2016-03-23,1.7940000295639038,116.61000061035156,80.87999725341797
2016-03-24,1.805999994277954,116.33000183105469,80.4800033569336
2016-03-28,1.8480000495910645,116.5999984741211,80.08000183105469
2016-03-29,1.902999997138977,118.76000213623047,78.4000015258789
2016-03-30,1.996000051498413,117.0999984741211,77.83999633789062
2016-03-31,1.9589999914169312,117.63999938964844,77.5999984741211
2016-04-01,1.9559999704360962,116.93000030517578,74.63999938964844
2016-04-04,1.9980000257492065,116.1500015258789,72.63999938964844
2016-04-05,1.9539999961853027,117.66000366210938,73.04000091552734
2016-04-06,1.9110000133514404,116.94000244140625,76.80000305175781
2016-04-07,2.0179998874664307,118.61000061035156,76.08000183105469
2016-04-08,1.9900000095367432,118.43000030517578,80.23999786376953
2016-04-11,1.9119999408721924,120.02999877929688,82.23999786376953
2016-04-12,2.003999948501587,120.05000305175781,85.12000274658203
2016-04-13,2.0360000133514404,118.7699966430664,84.08000183105469
2016-04-14,1.9700000286102295,117.11000061035156,83.83999633789062
2016-04-15,1.9019999504089355,117.91999816894531,82.0
2016-04-18,1.940000057220459,117.73999786376953,81.36000061035156
2016-04-19,2.0880000591278076,119.58000183105469,83.5199966430664
2016-04-20,2.069000005722046,118.97000122070312,86.08000183105469
2016-04-21,2.068000078201294,119.41999816894531,85.76000213623047
2016-04-22,2.140000104904175,117.88999938964844,86.08000183105469
2016-04-25,2.062999963760376,118.2300033569336,84.4000015258789
2016-04-26,2.0320000648498535,118.69999694824219,86.4800033569336
2016-04-27,1.9950000047683716,119.04000091552734,89.12000274658203
2016-04-28,2.078000068664551,121.29000091552734,89.76000213623047
2016-04-29,2.177999973297119,123.6500015258789,90.4000015258789
2016-05-02,2.0420000553131104,123.23999786376953,88.4000015258789
2016-05-03,2.0859999656677246,122.95999908447266,85.91999816894531
2016-05-04,2.1410000324249268,122.20999908447266,86.31999969482422
2016-05-05,2.0759999752044678,122.06999969482422,87.19999694824219
2016-05-06,2.1010000705718994,123.18000030517578,87.68000030517578
2016-05-09,2.0980000495910645,120.6500015258789,85.44000244140625
2016-05-10,2.1579999923706055,120.9800033569336,87.91999816894531
2016-05-11,2.1730000972747803,122.12000274658203,90.72000122070312
2016-05-12,2.1549999713897705,121.16000366210938,91.5999984741211
2016-05-13,2.0959999561309814,121.70999908447266,90.95999908447266
2016-05-16,2.0290000438690186,121.80000305175781,94.08000183105469
2016-05-17,2.0480000972747803,122.22000122070312,95.36000061035156
2016-05-18,2.000999927520752,120.0999984741211,93.5999984741211
2016-05-19,2.0390000343322754,119.87000274658203,94.31999969482422
2016-05-20,2.062000036239624,119.70999908447266,94.0
2016-05-23,2.055000066757202,119.37000274658203,93.27999877929688
2016-05-24,1.9800000190734863,117.30000305175781,94.55999755859375
2016-05-25,1.9919999837875366,116.9800033569336,96.23999786376953
2016-05-26,1.9630000591278076,116.58000183105469,95.5999984741211
2016-05-27,2.1689999103546143,115.62000274658203,95.83999633789062
2016-05-31,2.2880001068115234,116.05999755859375,94.95999908447266
2016-06-01,2.38100004196167,115.94000244140625,95.44000244140625
2016-06-02,2.4049999713897705,115.66999816894531,94.87999725341797
2016-06-03,2.3980000019073486,118.87999725341797,94.55999755859375
2016-06-06,2.4660000801086426,118.91999816894531,96.31999969482422
2016-06-07,2.4739999771118164,118.81999969482422,97.76000213623047
2016-06-08,2.4679999351501465,120.58000183105469,99.44000244140625
2016-06-09,2.617000102996826,121.25,98.0
2016-06-10,2.555999994277954,121.73999786376953,94.95999908447266
2016-06-13,2.5850000381469727,122.63999938964844,94.08000183105469
2016-06-14,2.6040000915527344,122.7699966430664,93.83999633789062
2016-06-15,2.5950000286102295,123.68000030517578,91.76000213623047
2016-06-16,2.5799999237060547,122.37999725341797,89.12000274658203
2016-06-17,2.622999906539917,123.94999694824219,93.27999877929688
2016-06-20,2.746999979019165,123.20999908447266,95.27999877929688
2016-06-21,2.7679998874664307,120.83999633789062,95.12000274658203
2016-06-22,2.677000045776367,120.9000015258789,93.91999816894531
2016-06-23,2.697999954223633,120.11000061035156,95.83999633789062
2016-06-24,2.6619999408721924,126.0,91.19999694824219
2016-06-27,2.7160000801086426,126.68000030517578,89.5199966430664
2016-06-28,2.9170000553131104,125.31999969482422,91.76000213623047
2016-06-29,2.86299991607666,125.83999633789062,94.31999969482422
2016-06-30,2.9240000247955322,126.47000122070312,92.55999755859375
2016-07-01,2.986999988555908,128.41000366210938,94.23999786376953
2016-07-05,2.7639999389648438,129.47000122070312,89.44000244140625
2016-07-06,2.7860000133514404,130.22999572753906,90.63999938964844
2016-07-07,2.7769999504089355,129.74000549316406,86.55999755859375
2016-07-08,2.8010001182556152,130.52000427246094,86.63999938964844
2016-07-11,2.7019999027252197,129.2899932861328,85.19999694824219
2016-07-12,2.7339999675750732,127.1500015258789,89.5199966430664
2016-07-13,2.736999988555908,128.32000732421875,86.0
2016-07-14,2.7269999980926514,127.33000183105469,86.95999908447266
2016-07-15,2.75600004196167,126.83999633789062,87.91999816894531
2016-07-18,2.7219998836517334,127.04000091552734,86.55999755859375
2016-07-19,2.7279999256134033,127.20999908447266,85.5999984741211
2016-07-20,2.6579999923706055,125.38999938964844,85.83999633789062
2016-07-21,2.691999912261963,127.30000305175781,83.91999816894531
2016-07-22,2.7769999504089355,126.3499984741211,83.36000061035156
2016-07-25,2.746999979019165,125.47000122070312,81.04000091552734
2016-07-26,2.7119998931884766,126.0,80.63999938964844
2016-07-27,2.671999931335449,128.02999877929688,79.19999694824219
2016-07-28,2.872999906539917,127.66000366210938,77.36000061035156
2016-07-29,2.875999927520752,128.97999572753906,78.08000183105469
2016-08-01,2.7709999084472656,129.22000122070312,75.27999877929688
2016-08-02,2.7330000400543213,130.27000427246094,74.63999938964844
2016-08-03,2.8389999866485596,129.64999389648438,77.5199966430664
2016-08-04,2.8340001106262207,129.8699951171875,78.72000122070312
2016-08-05,2.7720000743865967,127.55000305175781,78.87999725341797
2016-08-08,2.747999906539917,127.44000244140625,80.80000305175781
2016-08-09,2.615000009536743,127.95999908447266,80.55999755859375
2016-08-10,2.561000108718872,128.55999755859375,78.16000366210938
2016-08-11,2.5510001182556152,127.66999816894531,81.68000030517578
2016-08-12,2.5859999656677246,127.4000015258789,84.0
2016-08-15,2.5899999141693115,127.83999633789062,86.08000183105469
2016-08-16,2.617000102996826,128.47000122070312,87.36000061035156
2016-08-17,2.61899995803833,128.5,87.91999816894531
2016-08-18,2.6740000247955322,129.11000061035156,90.4000015258789
2016-08-19,2.5840001106262207,127.97000122070312,90.72000122070312
2016-08-22,2.678999900817871,127.77999877929688,87.76000213623047
2016-08-23,2.760999917984009,127.76000213623047,88.72000122070312
2016-08-24,2.7960000038146973,126.33999633789062,86.55999755859375
2016-08-25,2.8459999561309814,126.2300033569336,87.5999984741211
2016-08-26,2.871000051498413,126.05000305175781,87.5999984741211
2016-08-29,2.8529999256134033,126.30000305175781,86.80000305175781
2016-08-30,2.8269999027252197,125.02999877929688,85.83999633789062
2016-08-31,2.88700008392334,124.77999877929688,82.87999725341797
2016-09-01,2.7920000553131104,125.29000091552734,80.4800033569336
2016-09-02,2.7920000553131104,126.56999969482422,81.91999816894531
2016-09-06,2.7170000076293945,128.7100067138672,83.12000274658203
2016-09-07,2.6760001182556152,128.27000427246094,84.16000366210938
2016-09-08,2.805999994277954,127.58999633789062,87.68000030517578
2016-09-09,2.796999931335449,126.75,84.72000122070312
2016-09-12,2.9149999618530273,126.58999633789062,85.12000274658203
2016-09-13,2.9089999198913574,125.75,82.95999908447266
2016-09-14,2.8889999389648438,126.18000030517578,80.72000122070312
2016-09-15,2.927000045776367,125.37000274658203,81.12000274658203
2016-09-16,2.947999954223633,125.05999755859375,80.0
2016-09-19,2.934000015258789,125.31999969482422,79.83999633789062
2016-09-20,3.046999931335449,125.44000244140625,80.55999755859375
2016-09-21,3.056999921798706,127.2699966430664,83.19999694824219
2016-09-22,2.990000009536743,127.56999969482422,84.23999786376953
2016-09-23,2.9549999237060547,127.6500015258789,81.5199966430664
2016-09-26,2.996999979019165,127.55000305175781,83.44000244140625
2016-09-27,2.996000051498413,126.62000274658203,81.19999694824219
2016-09-28,2.9519999027252197,126.22000122070312,85.19999694824219
2016-09-29,2.9590001106262207,126.06999969482422,86.95999908447266
2016-09-30,2.9059998989105225,125.63999938964844,87.44000244140625
2016-10-03,2.9230000972747803,125.31999969482422,88.80000305175781
2016-10-04,2.9639999866485596,120.97000122070312,88.72000122070312
2016-10-05,3.0409998893737793,120.77999877929688,90.80000305175781
