date,BHP_AX,RIO_AX,S32_AX,1378_HK,2600_HK,0486_HK
2017-06-26,10.673480033874512,32.438385009765625,1.838027834892273,3.4529192447662354,3.4846105575561523,3.665522813796997
2017-06-27,10.678231239318848,32.59085464477539,1.8664145469665527,3.4529192447662354,3.493614912033081,3.665522813796997
2017-06-28,10.882667541503906,33.402225494384766,1.9089945554733276,3.4529192447662354,3.5746521949768066,3.715056896209717
2017-06-29,11.163174629211426,34.518531799316406,1.958670735359192,3.4529192447662354,3.637681722640991,3.734870433807373
2017-06-30,11.068089485168457,34.45319366455078,1.9018977880477905,3.4529192447662354,3.6016650199890137,3.794311285018921
2017-07-03,11.044320106506348,34.63288497924805,1.9018977880477905,3.4529192447662354,3.7457315921783447,3.923100233078003
2017-07-04,11.296294212341309,34.90515899658203,1.9373807907104492,3.4529192447662354,3.7277231216430664,3.863659381866455
2017-07-05,11.481715202331543,35.50415802001953,1.958670735359192,3.4529192447662354,3.7547354698181152,3.9726343154907227
2017-07-06,11.55302906036377,35.0467414855957,1.9870573282241821,3.4529192447662354,3.7817482948303223,3.9627273082733154
2017-07-07,11.690906524658203,35.417030334472656,1.994153618812561,3.4529192447662354,3.862785577774048,3.942913770675659
2017-07-10,11.657626152038574,35.449703216552734,1.930283784866333,3.4529192447662354,3.7547354698181152,3.863659381866455
2017-07-11,11.78123950958252,35.73286437988281,1.9657669067382812,3.4529192447662354,3.664694309234619,3.8339383602142334
2017-07-12,11.82878303527832,35.76008987426758,1.958670735359192,3.4529192447662354,3.7277231216430664,3.8339383602142334
2017-07-13,11.885832786560059,35.60762023925781,1.9799610376358032,3.4529192447662354,3.8177647590637207,3.9131932258605957
2017-07-14,11.947641372680664,35.68386459350586,1.958670735359192,3.4529192447662354,3.9438230991363525,4.091516017913818
2017-07-17,11.966659545898438,35.89622497558594,2.05092716217041,3.4529192447662354,4.096893310546875,4.32927942276001
2017-07-18,11.933377265930176,35.362579345703125,2.05092716217041,3.4529192447662354,4.2319560050964355,4.299559593200684
2017-07-19,11.805011749267578,35.12297821044922,2.015443801879883,3.4529192447662354,4.3400068283081055,4.269838809967041
2017-07-20,11.871574401855469,35.0576286315918,1.9799610376358032,3.4529192447662354,4.222952365875244,4.269838809967041
2017-07-21,11.643362045288086,34.333396911621094,1.930283784866333,3.4529192447662354,4.195939540863037,4.160863399505615
2017-07-24,11.60057258605957,34.0992431640625,1.958670735359192,3.4529192447662354,4.213947772979736,4.081608772277832
2017-07-25,11.676645278930664,34.3061637878418,1.9373807907104492,3.4529192447662354,4.285981178283691,4.111329555511475
2017-07-26,12.061746597290039,35.204654693603516,2.022540330886841,3.4529192447662354,4.412039756774902,4.160863399505615
2017-07-27,12.194868087768555,35.417030334472656,2.065120220184326,3.4529192447662354,4.349009990692139,4.31937313079834
2017-07-28,12.04272747039795,34.98139572143555,2.022540330886841,3.4529192447662354,4.276977062225342,4.3094658851623535
2017-07-31,12.28995132446289,35.825443267822266,2.065120220184326,3.4529192447662354,4.412039756774902,4.2203049659729
2017-08-01,12.437336921691895,35.91256332397461,2.1006035804748535,3.4529192447662354,4.412039756774902,4.299559593200684
2017-08-02,12.242409706115723,35.8526611328125,2.0864100456237793,3.4529192447662354,4.628139019012451,4.458068370819092
2017-08-03,12.19011116027832,34.959617614746094,2.072216749191284,3.4529192447662354,4.7632012367248535,4.735459804534912
2017-08-04,12.228143692016602,35.525943756103516,2.065120220184326,3.4529192447662354,4.547101974487305,4.745366096496582
2017-08-07,12.437336921691895,36.13037872314453,2.1360864639282227,3.4529192447662354,4.835234642028809,4.913782119750977
2017-08-08,12.40881061553955,35.967018127441406,2.1360864639282227,3.4529192447662354,5.222414016723633,5.220893383026123
2017-08-09,12.461108207702637,36.16849899291992,2.157376289367676,3.4529192447662354,5.411502361297607,5.458657264709473
2017-08-10,12.394548416137695,36.15026092529297,2.164473056793213,3.4529192447662354,5.13237190246582,5.240706920623779
2017-08-11,12.147319793701172,35.13264846801758,2.1147968769073486,3.4529192447662354,4.673160076141357,5.0524773597717285
2017-08-14,12.194868087768555,35.2661018371582,2.171569585800171,3.4529192447662354,4.835234642028809,5.062384605407715
2017-08-15,12.175846099853516,34.932464599609375,2.1431827545166016,3.4529192447662354,4.64614725112915,4.943501949310303
2017-08-16,12.204375267028809,34.89353942871094,2.1147968769073486,3.4529192447662354,4.853243350982666,5.102011680603027
2017-08-17,12.323234558105469,35.371761322021484,2.1431827545166016,3.4529192447662354,4.95228910446167,5.359588623046875
2017-08-18,12.071252822875977,35.138206481933594,2.093506336212158,3.4529192447662354,4.826231002807617,5.290241241455078
2017-08-21,12.218635559082031,35.67203903198242,2.0864100456237793,3.4529192447662354,4.835234642028809,5.300147533416748
2017-08-22,12.35175895690918,36.01679992675781,2.0793137550354004,3.4529192447662354,4.880255699157715,5.2605204582214355
2017-08-23,12.380282402038574,36.12801742553711,2.05092716217041,3.4529192447662354,4.880255699157715,5.2605204582214355
2017-08-24,12.646528244018555,37.23460006713867,2.0864100456237793,3.4529192447662354,4.69116735458374,5.300147533416748
2017-08-25,12.684560775756836,37.44035339355469,2.022540330886841,3.4529192447662354,4.826231002807617,5.220893383026123
2017-08-28,12.784406661987305,36.97880554199219,2.043830394744873,3.4529192447662354,4.817226886749268,5.022757053375244
2017-08-29,12.774894714355469,37.03441619873047,2.043830394744873,3.4529192447662354,4.862247943878174,5.121825218200684
2017-08-30,12.8129301071167,37.09001922607422,2.058023691177368,3.4529192447662354,5.2764387130737305,5.3397746086120605
2017-08-31,13.017365455627441,37.72394561767578,2.072216749191284,3.4529192447662354,5.213409900665283,5.349681854248047
2017-09-01,13.036381721496582,37.9686164855957,2.0864100456237793,3.4529192447662354,5.366480350494385,5.557725429534912
2017-09-04,13.064908981323242,37.634979248046875,2.1147968769073486,3.4529192447662354,5.2584309577941895,5.537911891937256
2017-09-05,13.13146686553955,37.8796501159668,2.1431827545166016,3.4529192447662354,5.2584309577941895,5.636979579925537
2017-09-06,13.183765411376953,37.951934814453125,2.185762643814087,3.4529192447662354,5.231418132781982,5.646885871887207
2017-09-07,13.27834415435791,38.229976654052734,2.192859411239624,3.4529192447662354,5.177392482757568,5.586940765380859
2017-09-08,13.258907318115234,38.09095764160156,2.214148759841919,3.4529192447662354,5.3214592933654785,5.64658784866333
2017-09-11,13.02083969116211,37.55155944824219,2.192859411239624,3.4529192447662354,5.510547161102295,5.656529426574707
2017-09-12,13.176315307617188,38.257774353027344,2.278019666671753,3.4529192447662354,5.87971830368042,5.865293979644775
2017-09-13,13.302634239196777,38.66370391845703,2.29221248626709,3.4529192447662354,6.122830390930176,5.984588146209717
2017-09-14,13.064571380615234,38.02421951293945,2.3284807205200195,3.4529192447662354,6.257892608642578,5.944823265075684
2017-09-15,12.7584810256958,37.15118408203125,2.2629921436309814,3.4529192447662354,5.996771812438965,5.6764116287231445
2017-09-18,12.76820182800293,37.07333755493164,2.3212039470672607,3.4529192447662354,5.969759941101074,5.76588249206543
2017-09-19,12.777915954589844,37.19567108154297,2.2848219871520996,3.4529192447662354,5.978763103485107,5.755940914154053
2017-09-20,12.724472999572754,36.7341423034668,2.2848219871520996,3.4529192447662354,6.519012928009033,6.143646717071533
2017-09-21,12.627300262451172,36.4227409362793,2.3066508769989014,3.4529192447662354,6.528017997741699,6.034294128417969
2017-09-22,12.607865333557129,36.684085845947266,2.3430335521698,3.4529192447662354,6.302913665771484,5.934882164001465
2017-09-25,12.622444152832031,36.70633316040039,2.3503103256225586,3.4529192447662354,6.032788276672363,5.706234931945801
2017-09-26,12.530132293701172,36.61735534667969,2.3212039470672607,3.4529192447662354,5.771667957305908,5.835470199584961
2017-09-27,12.549564361572266,37.1456298828125,2.3721396923065186,3.4529192447662354,6.0778093338012695,5.795705795288086
2017-09-28,12.42810344696045,36.40604782104492,2.3503103256225586,3.4529192447662354,5.978763103485107,5.686352729797363
2017-09-29,12.525272369384766,36.99549102783203,2.3794162273406982,3.4529192447662354,6.311918258666992,5.855352401733398
2017-10-02,12.690462112426758,37.81291580200195,2.495840072631836,,,
2017-10-03,12.705039024353027,38.08539962768555,2.4376282691955566,3.4529192447662354,6.510008811950684,6.054176330566406
2017-10-04,12.632162094116211,37.49595642089844,2.408521890640259,3.4529192447662354,6.573038578033447,6.113823413848877
2017-10-05,12.675888061523438,37.80735778808594,2.386692762374878,,,
2017-10-06,12.9285306930542,38.50800323486328,2.4230751991271973,3.4529192447662354,6.383951663970947,6.143646717071533
2017-10-09,12.904239654541016,38.480201721191406,2.3794162273406982,3.4529192447662354,6.266897201538086,5.974647045135498
2017-10-10,12.87508487701416,38.45796203613281,2.386692762374878,3.4529192447662354,6.320921897888184,5.805646896362305
2017-10-11,12.938247680664062,38.24109649658203,2.3721396923065186,3.4529192447662354,6.086813926696777,5.417940616607666
2017-10-12,12.7341890335083,37.707271575927734,2.3503103256225586,3.4529192447662354,6.29390811920166,5.467647075653076
2017-10-13,12.8070650100708,37.9296875,2.3503103256225586,3.4529192447662354,6.338930130004883,5.417940616607666
2017-10-16,13.093721389770508,39.23090362548828,2.35758638381958,3.4529192447662354,6.501004695892334,5.467647075653076
2017-10-17,13.26862621307373,39.73691940307617,2.3357574939727783,3.4529192447662354,6.311918258666992,5.3980584144592285
2017-10-18,13.200607299804688,39.436649322509766,2.3503103256225586,3.4529192447662354,6.167850494384766,5.31852912902832
2017-10-19,12.904239654541016,38.43572235107422,2.2920982837677,3.4529192447662354,6.005776405334473,5.069999694824219
2017-10-20,12.962539672851562,38.402347564697266,2.3212039470672607,3.4529192447662354,6.185859203338623,5.248941421508789
2017-10-23,12.87022876739502,38.51357650756836,2.2629921436309814,3.4529192447662354,6.05980110168457,5.18929386138916
2017-10-24,12.89937973022461,38.58585739135742,2.2920982837677,3.4529192447662354,5.91573429107666,5.219117641448975
2017-10-25,13.030558586120605,38.72487258911133,2.364863157272339,3.4529192447662354,6.086813926696777,5.229058742523193
2017-10-26,12.94310474395752,38.73599624633789,2.4012460708618164,3.4529192447662354,6.050796985626221,5.209176063537598
2017-10-27,12.918815612792969,38.91950225830078,2.517669439315796,3.4529192447662354,5.7176432609558105,5.219117641448975
2017-10-30,12.938247680664062,38.913944244384766,2.495840072631836,4.554914951324463,5.42950963973999,4.86123514175415
2017-10-31,12.89452075958252,38.61922073364258,2.452180862426758,4.584301471710205,5.654613494873047,5.0004119873046875
2017-11-01,13.093721389770508,38.93061828613281,2.546776056289673,4.946735382080078,5.474530220031738,5.06005859375
2017-11-02,13.28806209564209,40.22627258300781,2.626816511154175,6.102606296539307,5.546563148498535,5.149528980255127
2017-11-03,13.453252792358398,40.654449462890625,2.626816511154175,6.12219762802124,5.420505523681641,5.388117790222168
2017-11-06,13.443534851074219,40.72117614746094,2.583157777786255,6.161380290985107,5.402496814727783,5.417940616607666
2017-11-07,13.968255043029785,41.56084442138672,2.5540521144866943,6.200561046600342,5.510547161102295,5.338411331176758
2017-11-08,13.841931343078613,41.28281784057617,2.524946451187134,5.955672740936279,5.384488582611084,5.3980584144592285
2017-11-09,13.909955024719238,41.50524139404297,2.524946451187134,5.583443641662598,5.204405784606934,5.368235111236572
2017-11-10,13.637874603271484,40.565467834472656,2.4449048042297363,5.2699875831604,5.231418132781982,5.427882194519043
2017-11-13,13.739903450012207,41.01033020019531,2.4449048042297363,5.054485321044922,5.042330741882324,5.3582940101623535
2017-11-14,13.579571723937988,40.61552429199219,2.4157984256744385,4.799801826477051,5.177392482757568,5.467647075653076
2017-11-15,13.28806209564209,39.508941650390625,2.364863157272339,4.838984489440918,5.13237190246582,5.487529277801514
2017-11-16,13.249192237854004,39.59234619140625,2.4012460708618164,4.790006637573242,4.880255699157715,5.467647075653076
2017-11-17,13.176315307617188,39.41996765136719,2.4012460708618164,4.721438407897949,4.817226886749268,5.477588176727295
2017-11-20,13.176315307617188,39.36991500854492,2.3939690589904785,4.652869701385498,4.565110206604004,5.3980584144592285
2017-11-21,13.229759216308594,39.53673553466797,2.4230751991271973,4.6969499588012695,4.727184772491455,5.268823623657227
2017-11-22,13.409523010253906,39.8981819152832,2.4157984256744385,4.569607257843018,4.655151844024658,5.149528980255127
2017-11-23,13.584431648254395,40.04277420043945,2.4667344093322754,4.5647101402282715,4.934280872344971,5.288705825805664
2017-11-24,13.589289665222168,40.092811584472656,2.4885635375976562,4.584301471710205,4.7902140617370605,5.149528980255127
2017-11-27,13.579571723937988,40.08724594116211,2.4230751991271973,4.452062129974365,4.75419807434082,4.881117343902588
2017-11-28,13.302634239196777,39.781410217285156,2.4157984256744385,4.314924240112305,4.817226886749268,4.831411838531494
2017-11-29,13.428958892822266,39.870384216308594,2.4376282691955566,4.246356010437012,4.736189365386963,4.851294040679932
2017-11-30,13.263768196105957,39.45332336425781,2.3721396923065186,4.089628219604492,4.664156436920166,4.702176570892334
2017-12-01,13.39980697631836,39.57566833496094,2.3357574939727783,4.138605117797852,4.619134902954102,4.7220587730407715
2017-12-04,13.608723640441895,40.06501388549805,2.3721396923065186,4.167991638183594,4.7181806564331055,4.682293891906738
2017-12-05,13.482399940490723,39.24203109741211,2.4594578742980957,4.1728901863098145,4.673160076141357,4.791646957397461
2017-12-06,13.21518611907959,38.27446746826172,2.35758638381958,3.981877326965332,4.367018699645996,4.80158805847168
2017-12-07,13.186030387878418,38.624786376953125,2.3430335521698,3.888819456100464,4.285981178283691,4.781705856323242
2017-12-08,13.200607299804688,38.480201721191406,2.3430335521698,4.01616096496582,4.412039756774902,4.871176242828369
2017-12-11,13.21518611907959,38.63591003417969,2.364863157272339,4.143503665924072,4.493076801300049,4.851294040679932
2017-12-12,13.433815956115723,39.064083099365234,2.3503103256225586,4.256150722503662,4.385026931762695,4.86123514175415
2017-12-13,13.453252792358398,39.00291442871094,2.299375057220459,4.54022216796875,4.448056221008301,4.891058921813965
2017-12-14,13.458109855651855,38.802730560302734,2.3721396923065186,4.4177775382995605,4.565110206604004,5.079941272735596
2017-12-15,13.462967872619629,39.24203109741211,2.3430335521698,4.432470321655273,4.538097858428955,5.0004119873046875
2017-12-18,13.725330352783203,39.72024917602539,2.3794162273406982,4.393289089202881,4.7902140617370605,5.268823623657227
2017-12-19,13.832215309143066,40.2207145690918,2.452180862426758,4.339413166046143,4.853243350982666,5.169411659240723
2017-12-20,13.81764030456543,40.57659912109375,2.4812867641448975,4.314924240112305,4.907268047332764,5.18929386138916
2017-12-21,14.011982917785645,40.960296630859375,2.4667344093322754,4.383492469787598,4.997310638427734,5.119705677032471
2017-12-22,14.138303756713867,41.305049896240234,2.4449048042297363,4.344311237335205,4.943284511566162,5.248941421508789
2017-12-27,14.259765625,41.494117736816406,2.4812867641448975,4.089628219604492,5.042330741882324,5.298646926879883
2017-12-28,14.33750057220459,41.644256591796875,2.524946451187134,4.2806396484375,5.123368740081787,5.4477643966674805
2017-12-29,14.366652488708496,42.15583801269531,2.539499282836914,4.285538673400879,5.033326625823975,5.4477643966674805
2018-01-02,14.42009449005127,42.53952407836914,2.5540521144866943,4.359004020690918,5.2584309577941895,5.656529426574707
2018-01-03,14.663021087646484,43.47929382324219,2.604987382888794,4.437367916107178,5.411502361297607,5.865293979644775
2018-01-04,14.73590087890625,43.29022979736328,2.5904345512390137,4.471652507781982,5.411502361297607,5.805646896362305
2018-01-05,14.857362747192383,43.51266098022461,2.655923843383789,4.613687992095947,5.465526580810547,5.885176181793213
2018-01-08,14.84278678894043,43.39589309692383,2.655923843383789,4.799801826477051,5.213409900665283,5.865293979644775
2018-01-09,15.090574264526367,44.41349792480469,2.714134931564331,4.799801826477051,4.95228910446167,5.716176509857178
2018-01-10,15.041988372802734,44.07429504394531,2.6850290298461914,4.927144527435303,4.970297813415527,5.666470050811768
2018-01-11,14.983689308166504,44.06873321533203,2.7068583965301514,4.95652961730957,5.0873517990112305,5.6764116287231445
2018-01-12,15.318925857543945,44.83054733276367,2.8160059452056885,5.250395774841309,5.195401668548584,5.6764116287231445
2018-01-15,15.498684883117676,45.486717224121094,2.8887715339660645,5.250395774841309,5.006313800811768,5.696293830871582
2018-01-16,15.382084846496582,45.186431884765625,2.896048069000244,4.892860412597656,5.015318393707275,5.656529426574707
2018-01-17,14.935101509094238,43.623870849609375,2.852389097213745,4.9369401931762695,4.880255699157715,5.7261176109313965
2018-01-18,14.954532623291016,43.835174560546875,2.7796239852905273,4.726335525512695,4.826231002807617,5.666470050811768
2018-01-19,14.910807609558105,43.37919998168945,2.801453113555908,5.142645835876465,5.312455654144287,5.805646896362305
2018-01-22,14.954532623291016,43.45705032348633,2.7286884784698486,5.436511993408203,5.294447898864746,5.805646896362305
2018-01-23,14.959392547607422,43.65724182128906,2.7723469734191895,5.4463067054748535,5.267435073852539,5.805646896362305
2018-01-24,14.905949592590332,43.48486328125,2.7796239852905273,5.514875411987305,5.186398029327393,5.666470050811768
2018-01-25,14.988545417785645,43.82406234741211,2.786900043487549,5.377737522125244,5.204405784606934,5.785764694213867
2018-01-26,,,,5.505079746246338,5.177392482757568,5.805646896362305
2018-01-29,14.930241584777832,43.974205017089844,2.8887715339660645,5.285285472869873,5.294447898864746,5.835470199584961
2018-01-30,14.740761756896973,43.6850471496582,2.786900043487549,5.142163276672363,4.988305568695068,5.666470050811768
2018-01-31,14.672739028930664,42.734153747558594,2.7796239852905273,5.101271152496338,4.772205829620361,5.64658784866333
