min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,2024,0.6072134387351779,0.5765810276679841,0.6368577075098815
0.03,0.924407114624506,1871,0.6274719401389631,0.5991448423303046,0.6558032059261649
0.05,0.8586956521739131,1738,0.6380897583429229,0.6083417881038709,0.667433831990794
0.08,0.7855731225296443,1590,0.6433962264150943,0.6114937104953274,0.6748427672955974
