oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
2024,0.6072134387351779,0.5765810276679841,0.6368577075098815,0.5254709047118575,0.5592786867164624,0.3007915567282322,0.4170731707317073,0.23521320495185694,0.6555142503097894,0.8157286044718581,0.3591897233201581,0.6408102766798419,"[1058, 239, 556, 171]"
