oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
1884,0.5387473460721869,0.5169851380042463,0.5605228237791933,0.5356833519795012,0.5364181087372334,0.5902876001885903,0.5429314830875975,0.6466942148760331,0.5321477428180574,0.42467248908296945,0.5138004246284501,0.5138004246284501,"[389, 527, 342, 626]"
