min_confidence,coverage,committed_days,accuracy,acc_ci_low,acc_ci_high
0.0,1.0,1884,0.5387473460721869,0.5169851380042463,0.5605228237791933
0.03,0.7436305732484076,1401,0.5396145610278372,0.5139186295503212,0.5653104925053534
0.05,0.5981953290870489,1127,0.5350488021295474,0.5057675244010648,0.5652173913043478
0.08,0.3619957537154989,682,0.5351906158357771,0.49853372434017595,0.5733504398826982
