oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
2034,0.52015732546706,0.48907482785337797,0.5516614943466343,0.5198178743685469,0.5407837132295649,0.5330143540669856,0.53609239653513,0.5299714557564225,0.5035175879396985,0.5096642929806714,0.516715830875123,0.516715830875123,"[501, 482, 494, 557]"
