oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
2051,0.5109702584105315,0.4900048756704047,0.5333983422720624,0.51138961804763,0.5138205698851099,0.5216976633285646,0.503683241252302,0.5410484668644906,0.5191709844559586,0.48173076923076924,0.4929302779132131,0.5070697220867869,"[501, 539, 464, 547]"
