oos_days,accuracy,acc_ci_low,acc_ci_high,balanced_accuracy,auc,f1_up,up_precision,up_recall,down_precision,down_recall,up_base_rate,majority_baseline_acc,confusion
2034,0.5186823992133727,0.4896755162241888,0.5482303071179848,0.5155275264656147,0.5291869488245947,0.5670057496682883,0.5297520661157025,0.609895337773549,0.5024271844660194,0.4211597151576806,0.516715830875123,0.516715830875123,"[414, 569, 410, 641]"
